"","gene","symbol","Description","Entrez"
"71","AT5G55970","AT5G55970","RING/U-box superfamily protein(AT5G55970)",835695
"72","AT1G14200","AT1G14200","RING/U-box superfamily protein(AT1G14200)",837980
"73","AT5G47390","AT5G47390","myb-like transcription factor family protein(AT5G47390)",834786
"74","AT5G55930","OPT1","oligopeptide transporter 1(OPT1)",835691
"75","AT1G26800","AT1G26800","RING/U-box superfamily protein(AT1G26800)",839223
"76","AT2G37750","AT2G37750","hypothetical protein(AT2G37750)",818352
"77","AT4G03030","OR23","Galactose oxidase/kelch repeat superfamily protein(AT4G03030)",828110
"78","AT1G21360","GLTP2","glycolipid transfer protein 2(GLTP2)",838735
"79","AT2G43820","UGT74F2","UDP-glucosyltransferase 74F2(UGT74F2)",818986
"80","AT5G10625","FLP2","flowering-promoting factor-like protein(AT5G10625)",2745983
"81","AT5G25350","EBF2","EIN3-binding F box protein 2(EBF2)",832607
"82","AT5G60260","AT5G60260","hypothetical protein(AT5G60260)",836148
"83","AT1G13700","PGL1","6-phosphogluconolactonase 1(PGL1)",837931
"84","AT2G29940","ABCG31","pleiotropic drug resistance 3(ABCG31)",817544
"85","AT5G57040","AT5G57040","Lactoylglutathione lyase / glyoxalase I family protein(AT5G57040)",835808
"86","AT2G39400","AT2G39400","alpha/beta-Hydrolases superfamily protein(AT2G39400)",818525
"87","AT3G06380","TULP9","tubby-like protein 9(TLP9)",819812
"88","AT4G33666","AT4G33666","hypothetical protein(AT4G33666)",829508
"89","AT1G76560","CP12-3","CP12 domain-containing protein 3(CP12-3)",843989
"90","AT3G19860","BHLH121","basic helix-loop-helix (bHLH) DNA-binding superfamily protein(bHLH121)",821523
"91","AT5G61670","AT5G61670","orange protein(AT5G61670)",836289
"92","AT2G30615","AT2G30615","F-box/LRR protein(AT2G30615)",817611
"93","AT1G11260","STP1","sugar transporter 1(STP1)",837667
"94","AT3G49790","AT3G49790","Carbohydrate-binding protein(AT3G49790)",824141
"95","AT5G02840","RVE4","LHY/CCA1-like 1(LCL1)",831766
"96","AT3G49160","PKP4","pyruvate kinase family protein(AT3G49160)",824077
"97","AT5G59400","AT5G59400","PGR5-like A protein(AT5G59400)",836059
