"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1900750","MF","GO:1900750","oligopeptide binding","13/3920","19/22005",1.6513040037042e-06,0.000115291043167712,9.21253812592872e-05,"ATGST11/ATGST1/ATGSTF5/ATGSTU24/ATGSTF14/ATGSTU20/ATGSTF3/AT103-1A/ATGSTF7/ATGSTF10/ATGSTF11/ATGSTF2/ATGSTF12",13
"GO:0046527","MF","GO:0046527","glucosyltransferase activity","61/3920","192/22005",1.82984050261959e-06,0.000117109792167654,9.3578685353265e-05,"ATCSLD5/UGT1/ATGSL06/NA/UGT74E2/AtUGT85A7/ATUGT85A1/ATCSLA03/ATCSLA10/UGT74B1/UGT78D1/XTH30/ATCSLE1/ATXTH27/EXGT-A1/XTH10/UGT71C2/UGT74D1/ATCSLB03/ATCSLB04/UGT73C1/DOGT1/AtXTH32/ATSAGT1/AtSS2/UGT71B6/XTH16/AtXTH31/NA/NA/NA/NA/ATCSLA14/ATSUS3/ATSPS4F/NA/XTH15/ATCSLB06/IAGLU/ATSS4/XTH29/ATCSLG3/ATCSLG2/ATCSLG1/GGP/ATXTH19/UGT73B3/UGT73B1/UGT76C5/NA/CESA5/ATSPS2F/ASUS1/ATGSL09/NA/ATXTH20/XTH25/UGT76E2/CESA6/XTH6/UGT72E2",61
"GO:0016209","MF","GO:0016209","antioxidant activity","47/3920","139/22005",4.13532784942062e-06,0.00024430244525808,0.000195214262041475,"AtSOD1/NA/ATDHAR1/ATCAT3/ANN1/ATPER1/ATGPX8/NA/TPX2/NA/NA/NA/NA/ATGPX1/ATGSTF7/NA/NA/NA/NA/NA/AtPRX25/ATGPX3/ATPRXIIF/ATACP5/NA/ATCM1/ATPCA/ATPCB/ATGR2/NA/ATGPX6/PRXR1/ATFSD1/ATGPX7/CAT2/APX5/NA/ATPLAT1/ATPA2/NA/PER57/NA/RHS18/AtGRXC2/NA/NA/AtPRX71",47
"GO:0009055","MF","GO:0009055","electron transfer activity","55/3920","172/22005",4.6222128588796e-06,0.000253561391115681,0.00020261278922758,"ATGRXS13/ATFD1/PnsL2/NA/DRT112/ATCYTC-A/GRX480/NA/ATFD2/NA/ARPN/AtPGR5/NA/AtENODL14/ATCB5-B/NA/ETFQO/ATCB5-C/PnsL3/NA/NA/NDF4/AtENODL9/NA/AAO2/GRXS6/NA/PETC/NA/AtENODL19/GRXS8/GRXS5/GRXS3/AtENODL15/ROXY21/ATXDH2/NA/NA/NA/NA/ROXY20/ROXY2/AtENODL17/AAO1/AtENODL13/AtGRXC2/ETFBETA/AtENODL1/PSBA/PSBD/PSBC/PETA/PSBE/PSBB/PETD",55
"GO:0050660","MF","GO:0050660","flavin adenine dinucleotide binding","51/3920","157/22005",6.12764227990552e-06,0.000313735284731163,0.000250695820995433,"YUC9/FMOGS-OX6/FMO/NA/FMO1/EMB2421/AtBBE3/AtBBE4/AtBBE6/AtBBE7/AtBBE10/AtBBE11/ATNR2/FMO/FMO/FMO/FMO/EDA17/YUC7/AtBBE-like/AtBBE16/CTF2A/AtGulLO5/AtGulLO2/UVR3/LPD1/ATFAO3/AT-POX/AAO2/ATIVD/AHAS/ATGR2/ATCRY1/MO1/NA/NA/AtBBE18/AtBBE21/AR1/ATXDH2/SQE3/NA/AAO1/SQE5/SQE6/PDH2/AtBBE26/AtBBE27/NA/NA/NA",51
"GO:0016829","MF","GO:0016829","lyase activity","94/3920","344/22005",7.14978786754653e-06,0.000343189817642234,0.00027423199518287,"CER1/NA/AtGLYI2/THA1/ATGLX1/NA/ASB1/TAR4/NA/ATPEPC1/GES/GAD2/TPS26/RBCS1A/NA/ATBCA4/EDA17/SS3/NA/ATECH2/ATLUP1/ATWAKL10/ATNADP-ME4/GAD4/ADC1/ALF1/AtFBA1/AtRIBA2/NA/ACC4/AXS1/CYP71A13/PDX1L4/ATPDX1.1/ATPPC2/ATLEUD1/ATBCA1/SAMDC/NA/AtDJ1A/UVR3/ICL/CYP71B15/PLL18/NA/AtNIT2/UXS5/AHAS/ACS9/SSL5/ACA1/ATPAL2/TRP3/IPMI1/ACS11/NA/ATTPS12/ATTPS13/ATECI3/TPS30/CORI3/PLL19/AtFBA7/AtFBA5/TSB2/AtTYDC/AIM1/MTO2/AtGGCT2;2/AtPDC1/ATBCA5/ADC2/ACS8/AtFBA2/ATPDX1/NA/BETA/SAMDC2/NA/DES1/RBCS3B/RBCS2B/RBCS1B/TPS20/NA/NA/ATP1/NA/CER3/AtRIBA3/ATPDX2/ATGCH/PCK2/ACS5",94
"GO:0005342","MF","GO:0005342","organic acid transmembrane transporter activity","41/3920","122/22005",1.94933465083182e-05,0.000831716117688244,0.000664597720137399,"UMAMIT28/ALMT1/CAT8/NA/SIAR1/AtCAT2/ATGPT2/AIT1/ATPUMP5/ATOEP16-1/CAT5/ATPROT3/UMAMIT14/NA/NA/ABCA1/ATPPT2/ATFRD3/NA/NA/ANTR2/UMAMIT29/BASS5/BASS6/AtSWEET14/LHT7/At4g38250/NA/ATCAT6/NA/AAP7/AtCAT3/AtLHT1/BOU/ATSDAT/AAP6/AtSWEET13/ATGPT1/AAP4/DiT2.2/DCT",41
"GO:0046943","MF","GO:0046943","carboxylic acid transmembrane transporter activity","41/3920","122/22005",1.94933465083182e-05,0.000831716117688244,0.000664597720137399,"UMAMIT28/ALMT1/CAT8/NA/SIAR1/AtCAT2/ATGPT2/AIT1/ATPUMP5/ATOEP16-1/CAT5/ATPROT3/UMAMIT14/NA/NA/ABCA1/ATPPT2/ATFRD3/NA/NA/ANTR2/UMAMIT29/BASS5/BASS6/AtSWEET14/LHT7/At4g38250/NA/ATCAT6/NA/AAP7/AtCAT3/AtLHT1/BOU/ATSDAT/AAP6/AtSWEET13/ATGPT1/AAP4/DiT2.2/DCT",41
"GO:0016614","MF","GO:0016614","oxidoreductase activity, acting on CH-OH group of donors","60/3920","202/22005",2.28083173900099e-05,0.000921936197659346,0.000736689697416939,"NA/NA/NA/ATCCR1/PGDH/E-4PDHase/NA/NA/ABA2/ICDH/NA/NA/cICDH/NA/ATHPR1/EDA17/NA/ATECH2/AtHMGR1/ADH/ATNADP-ME4/ATCCR2/IDH-II/NA/SAG13/AtBBE-like/AKR4C9/AtGulLO5/AtGulLO2/HAOX1/GOX2/GOX1/mMDH2/ATCAD4/3-PGDH/ATFAO3/G6PD5/SDR1/NYC1/NA/GOX3/NA/AtBBE21/HDH1/AIM1/NA/ATCAD5/ATCAD6/ATCAD7/PMDH2/ATIMD1/NA/NA/DFR/c-NAD-MDH2/ADH2/NA/ATSDH/AtPLR1/NA",60
"GO:0016830","MF","GO:0016830","carbon-carbon lyase activity","38/3920","111/22005",2.41801821893135e-05,0.000928518996069638,0.000741949800861566,"CER1/THA1/NA/ASB1/ATPEPC1/GAD2/RBCS1A/EDA17/ATNADP-ME4/GAD4/ADC1/AtFBA1/AtRIBA2/AXS1/ATPPC2/SAMDC/UVR3/ICL/CYP71B15/UXS5/AHAS/TRP3/AtFBA7/AtFBA5/AtTYDC/AtPDC1/ADC2/AtFBA2/SAMDC2/NA/RBCS3B/RBCS2B/RBCS1B/NA/CER3/AtRIBA3/ATGCH/PCK2",38
"GO:0016717","MF","GO:0016717","oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water","14/3920","26/22005",3.53074449195368e-05,0.00129124369991449,0.00103179149814987,"ADS1/NA/NA/ADS4/NA/AAD6/CYP710A2/AtSSI2/AAD4/AtFAD7/AtFAD2/ADS3/FAD6/AtFAD8",14
"GO:0005507","MF","GO:0005507","copper ion binding","57/3920","193/22005",4.30591627334722e-05,0.00150315622633212,0.00120112401309159,"ATGST11/ATGST1/MT1C/AtSOD1/ATCCS/ATDHAR1/DRT112/ATCYTC-A/ATRFNR2/NA/ANN1/ACT8/NA/NA/TIM13/cICDH/RBCS1A/sks5/MLP328/MLP329/NA/NA/ATLAC2/ATGSTF7/ATGSTF10/NA/LAC5/GAPC/BGLU23/mMDH2/JAL30/JAL34/ATGSKB6/NA/ATGR2/CCH/CP12/ATRFNR1/SKU5/ATPCAP1/NA/ATFSD1/sks9/AO/LAC8/NA/LAC10/LAC13/NA/AAC2/AAT2/NA/NA/ATGLN1;1/HMA7/ATLAC15/ATP1",57
"GO:0015301","MF","GO:0015301","anion:anion antiporter activity","16/3920","33/22005",5.33348431034835e-05,0.00170671497931147,0.00136378129514609,"EMB30/ATBOR4/ATNTT2/SULTR1;3/AST91/BOR5/AtBOR1/ATPPT2/SULTR4;2/SULTR3;4/AST12/SULTR3;2/AAC2/ER-ANT1/DiT2.2/DCT",16
"GO:0140323","MF","GO:0140323","solute:anion antiporter activity","16/3920","33/22005",5.33348431034835e-05,0.00170671497931147,0.00136378129514609,"EMB30/ATBOR4/ATNTT2/SULTR1;3/AST91/BOR5/AtBOR1/ATPPT2/SULTR4;2/SULTR3;4/AST12/SULTR3;2/AAC2/ER-ANT1/DiT2.2/DCT",16
"GO:0035251","MF","GO:0035251","UDP-glucosyltransferase activity","45/3920","144/22005",6.08447379133874e-05,0.00183720591229252,0.00146805242169208,"ATCSLD5/UGT1/ATGSL06/NA/UGT74E2/AtUGT85A7/ATUGT85A1/UGT74B1/UGT78D1/ATCSLE1/UGT71C2/UGT74D1/ATCSLB03/ATCSLB04/UGT73C1/DOGT1/ATSAGT1/AtSS2/UGT71B6/NA/NA/NA/NA/ATSUS3/ATSPS4F/NA/ATCSLB06/IAGLU/ATSS4/ATCSLG3/ATCSLG2/ATCSLG1/GGP/UGT73B3/UGT73B1/UGT76C5/NA/CESA5/ATSPS2F/ASUS1/ATGSL09/NA/UGT76E2/CESA6/UGT72E2",45
"GO:0072341","MF","GO:0072341","modified amino acid binding","13/3920","24/22005",6.21970751557365e-05,0.00183720591229252,0.00146805242169208,"ATGST11/ATGST1/ATGSTF5/ATGSTU24/ATGSTF14/ATGSTU20/ATGSTF3/AT103-1A/ATGSTF7/ATGSTF10/ATGSTF11/ATGSTF2/ATGSTF12",13
"GO:0003777","MF","GO:0003777","microtubule motor activity","25/3920","65/22005",6.81502314719182e-05,0.00193849547297901,0.0015489896665937,"ATNACK1/NA/ZCF125/NA/NA/RSW7/NA/NA/NA/NA/POK1/POK2/NA/KINESIN-12B/NA/AtKIN14h/ATK5/PAKRP2/ATK1/NA/NA/KAC1/NA/NA/NA",25
"GO:1901681","MF","GO:1901681","sulfur compound binding","18/3920","41/22005",9.550087449562e-05,0.00261945255759415,0.00209312067033633,"ATGST11/ATGST1/ATGSTF5/ATGSTU24/ATGSTF14/ATGSTU20/ATGSTF3/AT103-1A/ATGSTF7/ATGSTF10/ATGSTF11/BCE2/AHAS/ATGSTF2/ACBP3/AtPDC1/ATGSTF12/ACBP5",18
"GO:0016168","MF","GO:0016168","chlorophyll binding","14/3920","28/22005",0.000102556838914574,0.00271598800987561,0.00217025905942637,"AB180/AB165/AtLHCB7/LHCB2/LHCB2/SEP2/LHCB4.3/LHCB2/PSBA/PSBI/PSBC/PSAB/PSAA/PSBB",14
"GO:0016765","MF","GO:0016765","transferase activity, transferring alkyl or aryl (other than methyl) groups","47/3920","156/22005",0.000114492335230128,0.00293100378189129,0.00234207127856719,"ATGST11/ATGST1/ATGSTF5/ATNAS3/AtSPS2/ATGSTU24/ATDHAR1/ATGSTF14/ATNAS4/ATGSTU16/NA/ATIPT1/ATGSTU12/ATGSTU10/ATGSTU22/ATGSTU20/AtSPS1/ATGSTZ1/ATGSTF3/GGPPS2/ATHPT/ATGSTU7/AT103-1A/ATGSTU4/ATGSTU3/ATGSTF7/ATGSTF10/ATGSTF11/ATG4/ATCS-C/ATGSTF2/FPS2/AtDAHP2/SQS2/GSTL1/GSTL3/ATNAS1/ATGSTF12/PSY/DES1/ATGSTT1/NA/ATSPDS3/ATNAS2/AtcPT4/AtcPT5/ATGSTU9",47
"GO:0016758","MF","GO:0016758","transferase activity, transferring hexosyl groups","91/3920","354/22005",0.000118412479053692,0.00293357367462051,0.00234412479756545,"ATCSLD5/UGT1/ATGSL06/NA/UGT74E2/ATGATL1/AtUGT85A7/ATUGT85A1/ATCSLA03/ATCSLA10/UGT74B1/GATL8/UGT78D1/XTH30/NA/AtSIP1/ATCSLE1/AtGolS2/AtGolS4/GATL9/ATFUT3/ATXTH27/EXGT-A1/XTH10/GAUT10/MAGT1/FRA8/UGT71C2/UGT74D1/ATCSLB03/ATCSLB04/GALS1/UGT73C1/DOGT1/AtXTH32/IRX9/DPE2/ATSAGT1/AtGolS1/AtSS2/ATSFR2/UGT71B6/XTH16/PHS1/AtXTH31/NA/NA/NA/GATL2/AtIPCS1/NA/ATCSLA14/AtSIP2/GATL7/GATL6/ATSUS3/ATSPS4F/NA/NA/XTH15/ATCSLB06/IAGLU/NA/ATSS4/XTH29/ATCSLG3/ATCSLG2/ATCSLG1/GGP/ATXTH19/EMB2797/UGT73B3/UGT73B1/SQD2/ATCSLA09/UGT76C5/NA/CESA5/ATSPS2F/DIN10/ASUS1/NA/ATGSL09/NA/NA/ATXTH20/XTH25/UGT76E2/CESA6/XTH6/UGT72E2",91
"GO:0071949","MF","GO:0071949","FAD binding","27/3920","76/22005",0.000172773828507611,0.00394480316193962,0.0031521659037977,"EMB2421/AtBBE3/AtBBE4/AtBBE6/AtBBE7/AtBBE10/AtBBE11/ATNR2/AtBBE-like/AtBBE16/CTF2A/AtGulLO5/AtGulLO2/UVR3/AT-POX/AAO2/ATCRY1/MO1/AtBBE18/AtBBE21/ATXDH2/NA/AAO1/PDH2/AtBBE26/AtBBE27/NA",27
"GO:0015267","MF","GO:0015267","channel activity","54/3920","189/22005",0.000174639723315035,0.00394480316193962,0.0031521659037977,"ACBK1/PIP1;3/ATGLR3.4/ATCNGC8/ERD4/OSCA1.8/NA/RXW8/SLAH4/SLAH1/ALPHA-TIP/NIP6/NA/ATGLR2.9/GAMMA-TIP/ATHH2/ATCNGC3/ATCNGC11/SKOR/MSL5/AQP1/ATCLC-B/AtPIP2;1/NA/PIP2;5/ATPIP1/PIP1;4/NA/ATCNGC13/ATPC1/NA/PIP1;5/ATCLC-E/ATGLR2.6/ATGLR2.5/ATP5/ATCNGC2/SIP1;2/ATMSL9/ATCLC-A/NA/ATCLC-C/ATCNGC4/ATKCO1/ATCNGC5/PIP2;4/ATPA/ATPF/ATPH/ATPI/ATPE/AthCF1beta/ATP9/ATP1",54
"GO:0022803","MF","GO:0022803","passive transmembrane transporter activity","54/3920","189/22005",0.000174639723315035,0.00394480316193962,0.0031521659037977,"ACBK1/PIP1;3/ATGLR3.4/ATCNGC8/ERD4/OSCA1.8/NA/RXW8/SLAH4/SLAH1/ALPHA-TIP/NIP6/NA/ATGLR2.9/GAMMA-TIP/ATHH2/ATCNGC3/ATCNGC11/SKOR/MSL5/AQP1/ATCLC-B/AtPIP2;1/NA/PIP2;5/ATPIP1/PIP1;4/NA/ATCNGC13/ATPC1/NA/PIP1;5/ATCLC-E/ATGLR2.6/ATGLR2.5/ATP5/ATCNGC2/SIP1;2/ATMSL9/ATCLC-A/NA/ATCLC-C/ATCNGC4/ATKCO1/ATCNGC5/PIP2;4/ATPA/ATPF/ATPH/ATPI/ATPE/AthCF1beta/ATP9/ATP1",54
"GO:0008194","MF","GO:0008194","UDP-glycosyltransferase activity","74/3920","280/22005",0.000199340483000032,0.00437409974125784,0.00349520305530883,"ATCSLD5/UGT1/ATGSL06/NA/UGT74E2/UGT89C1/ATGATL1/AtUGT85A7/ATUGT85A1/UGT74B1/GATL8/UGT78D1/NA/NA/ATCSLE1/AtGolS2/AtGolS4/GATL9/NA/GAUT10/FRA8/UGT71C2/UGT74D1/ATCSLB03/ATCSLB04/GALS1/UGT73C1/DOGT1/IRX9/ATSAGT1/AtGolS1/AtSS2/HYR1/UGT71B6/NA/NA/NA/NA/GATL2/NA/GATL7/RGXT1/GATL6/ATSUS3/NA/ATSPS4F/NA/NA/ATCSLB06/IAGLU/ATSS4/ATCSLG3/ATCSLG2/ATCSLG1/GGP/UGT79B2/EMB2797/UGT73B3/UGT73B1/SQD2/UGT76C5/NA/CESA5/ATSPS2F/ASUS1/XGD1/ATGSL09/NA/NA/NA/UF3GT/UGT76E2/CESA6/UGT72E2",74
"GO:0008514","MF","GO:0008514","organic anion transmembrane transporter activity","56/3920","200/22005",0.000238275850304057,0.00506202515225516,0.00404490222555477,"UMAMIT28/ALMT1/NA/EMB30/ATNTT2/CAT8/NA/SIAR1/AtCAT2/ATGPT2/AIT1/NA/ATPUMP5/UXT1/ATOEP16-1/CAT5/SAMTL/ATPROT3/UMAMIT14/NA/NA/ABCA1/ATNDT1/ATPPT2/ATFRD3/NA/ATGPAT5/NA/NA/NA/ANTR2/UMAMIT29/BASS5/BASS6/AtSWEET14/LHT7/At4g38250/TAAC/NA/ATCAT6/AAC2/NA/ER-ANT1/AAP7/NA/AtCAT3/AtLHT1/BOU/ATSDAT/AAP6/AtSWEET13/APC2/ATGPT1/AAP4/DiT2.2/DCT",56
