"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0008194","MF","GO:0008194","UDP-glycosyltransferase activity","82/3153","280/22005",6.85837941063773e-11,4.31543920884145e-09,3.71778227649412e-09,"NA/ATSPS3F/UGT1/NSH2/UGT74E2/UGT89C1/ATSS3/ATGATL1/AtUGT85A7/AtUGT85A2/AtUGT85A5/ATUGT85A1/GATL8/NA/GUX4/ATCSLE1/AtGolS2/AtGolS4/NA/UGT73B5/UGT73B4/NA/NA/NA/GCS/NA/UGT76D1/FRA8/UGT71D1/UGT71C2/ATCSLB03/NA/NA/ATSAGT1/AtGolS1/ATRGP1/GAUT9/ATCSLD3/UGT76B1/NA/UGT88A1/BRT1/UGT71B1/UGT71B8/NA/GAUT8/NA/GATL10/NA/UGT76E12/NA/NA/GATL2/NA/NA/ATXT1/NA/ATSUS3/ATSPS4F/NA/UGT84A1/UGT84A3/UGT84A4/UGT79B2/EMB2797/ANY1/UGT73B3/ATCESA3/UGT76C4/CESA5/GlcAT14B/GAUT14/ATCSLD2/NA/UGT78D2/NA/NA/UF3GT/UGT76E2/CESA6/NA/UGT72E2",82
"GO:0016758","MF","GO:0016758","transferase activity, transferring hexosyl groups","97/3153","354/22005",8.25410016236105e-11,4.31543920884145e-09,3.71778227649412e-09,"ATSPS3F/UGT1/NSH2/UGT74E2/XET/XTH8/ATSS3/ATGATL1/AtUGT85A7/AtUGT85A2/AtUGT85A5/ATUGT85A1/GATL8/XTH30/GUX4/ATCSLE1/AtGolS2/AtGolS4/ATXTH17/XXT5/XTH10/UGT73B5/UGT73B4/ATXTH21/GCS/MAGT1/UGT76D1/FRA8/UGT71D1/UGT71C2/ATCSLB03/ATSAGT1/AtGolS1/ATRGP1/GAUT9/ATCSLD3/ATCSLC06/UGT76B1/NA/UGT88A1/BRT1/UGT71B1/UGT71B8/GAUT8/NA/ATCSLC04/GATL10/AtXTH31/NA/UGT76E12/NA/NA/GATL2/NA/NA/ATXT1/NA/AtSTS/ATSUS3/ATCSLC12/ATSPS4F/NA/UGT84A1/UGT84A3/UGT84A4/XTH23/ATXTH14/ATXTH26/MERI-5/ATXTH18/ATXTH19/EMB2797/ANY1/UGT73B3/XTH7/ATCSLA09/ATCESA3/UGT76C4/CESA5/EXGT-A4/GlcAT14B/GAUT14/ATCSLD2/UGT78D2/DIN10/NA/RS5/ATXTH20/AtXTH12/AtXTH13/XTH25/AtXTH22/UGT76E2/CESA6/AtDPE1/XTH6/UGT72E2",97
"GO:0080043","MF","GO:0080043","quercetin 3-O-glucosyltransferase activity","31/3153","64/22005",8.30606845663607e-11,4.31543920884145e-09,3.71778227649412e-09,"UGT1/UGT74E2/AtUGT85A7/AtUGT85A2/AtUGT85A5/ATUGT85A1/UGT73B5/UGT73B4/UGT76D1/UGT71D1/UGT71C2/ATSAGT1/UGT76B1/UGT88A1/BRT1/UGT71B1/UGT71B8/NA/UGT76E12/NA/NA/NA/NA/UGT84A1/UGT84A3/UGT84A4/UGT73B3/UGT76C4/UGT78D2/NA/UGT76E2",31
"GO:0043531","MF","GO:0043531","ADP binding","58/3153","171/22005",8.31033685333979e-11,4.31543920884145e-09,3.71778227649412e-09,"LOV1/NA/SOC3/NA/ADR1/NA/NA/ADR2/NA/RPP7/NA/NA/CW9/NA/NA/NA/NA/NA/NA/NA/NA/NA/NA/PGK/NA/NA/NA/RCA/TN13/NA/NA/DM2h/ZAR1/NA/RMG1/RPP4/BAL/RPP5/RLM3/NA/NA/NA/RPS2/CSA1/NA/NA/NA/HRT/NA/LAZ5/NA/NA/NA/NA/NA/NA/NRG1.1/ATP1",58
"GO:0004497","MF","GO:0004497","monooxygenase activity","68/3153","221/22005",2.77681003936772e-10,1.34582726574689e-08,1.15943998135003e-08,"CER1/FMOGS-OX6/CYP87A2/BUS1/FMO1/ATCAO/DRY2/CYP89A7/CYP89A6/CYP89A5/FMO/ADTO1/CYP81D7/CYP707A2/ATSMO2/ATC4H/AtCLO3/NA/CYP98A3/CYP718/CYP709B2/CYP89A9/S8H/CYP90D1/CYP72A7/CYP72A8/CYP72A14/CYP705A20/CYP705A22/CYP71B35/CYP71B37/CYP81D11/NA/AtDWF4/CYP97C1/ACSF/CYP76C7/ATT1/CYP702A2/CYP705A2/CYP702A5/ACD1-LIKE/AtCLO1/CYP709B3/NA/CYP82C2/ROT3/CYP81D3/CYP81F3/CYP81F4/CYP81F1/CYP79A2/CBB3/CYP75B1/SQE5/CYP714A1/CYP716A2/CYP81D1/ATBR6OX/NA/CYP705A5/CYP708/B2/ATPXG2/CYP81F2/CYP71B10/CYP94B1/ABA1",68
"GO:0016168","MF","GO:0016168","chlorophyll binding","17/3153","28/22005",1.91350972116816e-08,8.44404124981344e-07,7.27460297348729e-07,"CP24/AB180/AB165/AB140/CP22/LHCA3/LHCB2/LHCB2/LHB1B2/LHB1B1/LHCB4.2/LHCB2/CAB4/LHCA1/LHCA2/LHCB5/LHCB4.1",17
"GO:0035251","MF","GO:0035251","UDP-glucosyltransferase activity","47/3153","144/22005",1.97453509280369e-08,8.44404124981344e-07,7.27460297348729e-07,"ATSPS3F/UGT1/NSH2/UGT74E2/ATSS3/AtUGT85A7/AtUGT85A2/AtUGT85A5/ATUGT85A1/ATCSLE1/UGT73B5/UGT73B4/GCS/UGT76D1/UGT71D1/UGT71C2/ATCSLB03/ATSAGT1/ATRGP1/ATCSLD3/UGT76B1/UGT88A1/BRT1/UGT71B1/UGT71B8/NA/UGT76E12/NA/NA/NA/ATSUS3/ATSPS4F/NA/UGT84A1/UGT84A3/UGT84A4/ANY1/UGT73B3/ATCESA3/UGT76C4/CESA5/ATCSLD2/UGT78D2/NA/UGT76E2/CESA6/UGT72E2",47
"GO:0080044","MF","GO:0080044","quercetin 7-O-glucosyltransferase activity","25/3153","55/22005",2.80699950739437e-08,1.13371591215317e-06,9.76704506958858e-07,"UGT1/UGT74E2/AtUGT85A7/AtUGT85A2/AtUGT85A5/ATUGT85A1/UGT73B4/UGT76D1/UGT71C2/ATSAGT1/UGT76B1/UGT88A1/BRT1/NA/UGT76E12/NA/NA/NA/NA/UGT84A1/UGT84A3/UGT84A4/UGT76C4/NA/UGT76E2",25
"GO:0050135","MF","GO:0050135","NAD(P)+ nucleosidase activity","37/3153","104/22005",5.03308860055393e-08,1.92581863821195e-06,1.65910676860365e-06,"SOC3/NA/NA/ADR2/NA/NA/NA/ATPP2-A5/NA/NA/NA/NA/NA/NA/TN13/NA/DM2h/NA/RMG1/RPP4/BAL/RPP5/RLM3/NA/NA/NA/CSA1/NA/NA/NA/LAZ5/AtPP2-A8/AtPP2-A6/NA/NA/NA/NA",37
"GO:0003953","MF","GO:0003953","NAD+ nucleosidase activity","37/3153","105/22005",6.70590851098569e-08,2.3215216607079e-06,2.00000780152205e-06,"SOC3/NA/NA/ADR2/NA/NA/NA/ATPP2-A5/NA/NA/NA/NA/NA/NA/TN13/NA/DM2h/NA/RMG1/RPP4/BAL/RPP5/RLM3/NA/NA/NA/CSA1/NA/NA/NA/LAZ5/AtPP2-A8/AtPP2-A6/NA/NA/NA/NA",37
"GO:0061809","MF","GO:0061809","NAD+ nucleotidase, cyclic ADP-ribose generating","37/3153","105/22005",6.70590851098569e-08,2.3215216607079e-06,2.00000780152205e-06,"SOC3/NA/NA/ADR2/NA/NA/NA/ATPP2-A5/NA/NA/NA/NA/NA/NA/TN13/NA/DM2h/NA/RMG1/RPP4/BAL/RPP5/RLM3/NA/NA/NA/CSA1/NA/NA/NA/LAZ5/AtPP2-A8/AtPP2-A6/NA/NA/NA/NA",37
"GO:0016799","MF","GO:0016799","hydrolase activity, hydrolyzing N-glycosyl compounds","44/3153","143/22005",3.67953772829272e-07,1.21591996748582e-05,1.04752389872448e-05,"NSH2/SOC3/NA/NA/ADR2/NA/NA/NA/ATPP2-A5/NA/NA/NA/NA/NA/NA/ATLOG1/TN13/NA/NA/DM2h/NA/RMG1/RPP4/BAL/RPP5/RLM3/NA/NA/NA/DML3/LOG5/LOG7/CSA1/NA/NA/NA/NA/LAZ5/AtPP2-A8/AtPP2-A6/NA/NA/NA/NA",44
"GO:0015103","MF","GO:0015103","inorganic anion transmembrane transporter activity","39/3153","126/22005",1.40336066808901e-06,4.43584002478569e-05,3.82150845543689e-05,"ACH2/AtNPF6.3/CDI3/ATNRT2.5/ATNRAMP6/NPF5.16/NA/AtNPF1.2/SLAH4/AtNPF2.13/NPF5.12/NA/ATPUMP5/ANTR1/PHT1;5/ATPT2/ATPPT2/NRT1.12/AtNPF6.4/ATNRT2.6/NPF2.5/ATMTP3/ATMTPA1/BOR2/SULTR3;2/AtNIP5;1/ATNLM2/AT-NLM1/AtNPF7.2/DIC2/ATCLC-E/AtVDAC-3/SLAH3/ATCLC-A/ATPT1/APT1/ATNRT3.1/ATNRT2.3/ATNRAMP4",39
"GO:0016614","MF","GO:0016614","oxidoreductase activity, acting on CH-OH group of donors","54/3153","202/22005",2.70139798372442e-06,8.18298472569856e-05,7.04970087857908e-05,"NA/c-NAD-MDH1/NA/NA/PGDH/E-4PDHase/RUBY/NA/NA/G6PD3/mMDH1/ATMUM4/NA/ATHPR1/NA/NA/ATNADP-ME1/ATCAD2/PMDH1/NA/SDR2/AKR4C8/BEN1/AtGulLO5/NA/ATMFP2/HAOX2/GOX1/mMDH2/3-PGDH/UGD2/NYC1/GOX3/AtBBE19/AtBBE21/NA/NA/EDA9/IDH-I/DRL1/ATCAD7/NA/NOL/PMDH2/UGD3/NA/G6PD1/UDG4/PGD3/DFR/c-NAD-MDH2/HSD1/ATSDH/AtGulLO4",54
"GO:0016709","MF","GO:0016709","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen","42/3153","146/22005",4.66343385207891e-06,0.000132223279844802,0.00011391131761045,"CER1/FMOGS-OX6/BUS1/FMO1/DRY2/CYP89A7/CYP89A6/CYP89A5/FMO/CYP81D7/CYP707A2/ATSMO2/ATC4H/NA/CYP98A3/CYP89A9/S8H/CYP90D1/CYP705A20/CYP705A22/CYP71B35/CYP71B37/CYP81D11/ACSF/CYP76C7/CYP705A2/CYP82C2/ROT3/CYP81D3/CYP81F3/CYP81F4/CYP81F1/CYP79A2/CYP75B1/SQE5/CYP716A2/CYP81D1/NA/CYP705A5/CYP81F2/CYP71B10/ABA1",42
"GO:0015112","MF","GO:0015112","nitrate transmembrane transporter activity","14/3153","27/22005",4.72875553777836e-06,0.000132223279844802,0.00011391131761045,"ACH2/AtNPF6.3/ATNRT2.5/NPF5.16/AtNPF1.2/AtNPF2.13/NPF5.12/NRT1.12/AtNPF6.4/ATNRT2.6/AtNPF7.2/ATCLC-A/ATNRT3.1/ATNRT2.3",14
"GO:0005507","MF","GO:0005507","copper ion binding","50/3153","193/22005",1.58113944794044e-05,0.000425736436538038,0.000366775037631409,"ATGST1/MT1C/NA/ATCCS/DRT112/ATRFNR2/ANN1/SKS6/NA/mMDH1/RBCS1A/PETE1/sks5/CP12-3/MLP329/ACO3/AtSOD2/LAC3/ASP1/MAT3/CP12/GAPC/AAC1/LAC7/BGLU23/ADK1/mtE2-2/mMDH2/ATMT3/JAL30/JAL31/mtLPD2/AtFBA8/CP12/ATRFNR1/CYTC-2/sks4/ATFSD1/sks9/LAC8/NA/ADK2/GDH2/AAC2/ATCIMS/CSD3/NA/GR-RBP3/sks17/ATP1",50
"GO:0004553","MF","GO:0004553","hydrolase activity, hydrolyzing O-glycosyl compounds","86/3153","394/22005",3.33964962590587e-05,0.000867116170726275,0.000747026890005261,"NA/NA/XET/XTH8/ATBETAFRUCT4/A/N-InvD/NA/MNS5/NA/XTH30/AtBGAL5/BGLU34/AtGH9C1/AtcwINV3/NA/PGL1/BGLU4/BGLU5/BGLU45/BGLU46/VI1/AtGH9C2/ATXTH17/ATGH9A2/ATCEL3/AtGH9B7/XTH10/ATXTH21/atPARG2/ADPG2/CHI/NA/NA/NA/BGLU15/BGLU28/AtGH9B12/BGLU23/ARAF/NA/ATBFRUCT1/NA/BGLU44/BGLU19/AtXTH31/BGAL2/ATCHITIV/NA/AtBG3/AtBG2/NA/NA/BGLU8/AtGH9B13/NA/AtGH9C3/AT-BETA-AMY/ChiC/NA/BGLU47/BGLU3/AtGH9B15/ATTRE1/XTH23/ATXTH14/AtMAN5/ATXTH26/MERI-5/NA/AXY8/BGAL3/XTH7/ATLDA/AGAL1/EXGT-A4/ATCHIA/BGLU37/AtTGG1/ATXTH20/ATBXL1/XTH25/AtXTH22/AtGUS1/BGAL6/XTH6/AtMAN7",86
"GO:0016616","MF","GO:0016616","oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor","44/3153","168/22005",3.73662408320365e-05,0.000936733002927259,0.000807002297461404,"c-NAD-MDH1/NA/PGDH/E-4PDHase/NA/NA/G6PD3/mMDH1/ATMUM4/NA/ATHPR1/NA/NA/ATNADP-ME1/ATCAD2/PMDH1/NA/SDR2/AKR4C8/BEN1/NA/ATMFP2/mMDH2/3-PGDH/UGD2/NYC1/NA/NA/EDA9/IDH-I/DRL1/ATCAD7/NA/NOL/PMDH2/UGD3/NA/G6PD1/UDG4/PGD3/DFR/c-NAD-MDH2/HSD1/ATSDH",44
"GO:0045735","MF","GO:0045735","nutrient reservoir activity","17/3153","44/22005",6.18609620966313e-05,0.00149909731480837,0.00129148324377178,"CRB/GLP5/GLP4/NA/NA/PAP85/GLP9/CRC/NA/VHA-A3/NA/NA/NA/NA/NA/ATGER2/ATCRA1",17
"GO:0016730","MF","GO:0016730","oxidoreductase activity, acting on iron-sulfur proteins as donors","7/3153","10/22005",9.91652464231632e-05,0.00218464042877696,0.00188208362429927,"ATLFNR2/ATRFNR2/FTRB/ATRFNR1/PGR5-LIKE/NA/ATLFNR1",7
"GO:0102360","MF","GO:0102360","daphnetin 3-O-glucosyltransferase activity","7/3153","10/22005",9.91652464231632e-05,0.00218464042877696,0.00188208362429927,"UGT73B5/UGT73B4/UGT71D1/UGT71B1/UGT76E12/UGT73B3/UGT78D2",7
"GO:0102425","MF","GO:0102425","myricetin 3-O-glucosyltransferase activity","7/3153","10/22005",9.91652464231632e-05,0.00218464042877696,0.00188208362429927,"UGT73B5/UGT73B4/UGT71D1/UGT71B1/UGT76E12/UGT73B3/UGT78D2",7
"GO:0047893","MF","GO:0047893","flavonol 3-O-glucosyltransferase activity","7/3153","11/22005",0.000238813211715449,0.00510638837991563,0.00439919074212669,"UGT73B5/UGT73B4/UGT71D1/UGT71B1/UGT76E12/UGT73B3/UGT78D2",7
"GO:0015144","MF","GO:0015144","carbohydrate transmembrane transporter activity","27/3153","95/22005",0.000273235527777798,0.00567549224841311,0.00488947786549743,"NA/NA/NA/ATSUC4/ATSTP1/ATOCT6/NA/ATSUC2/ATGPT2/AtSTP14/AtOCT5/ATPPT2/NA/NA/AtSWEET16/ATPLT5/AtOCT4/AtSWEET11/ATINT4/AtSWEET15/NA/AtSWEET12/ATSTP13/APE2/AtSWEET3/ATGPT1/HP59",27
"GO:0015267","MF","GO:0015267","channel activity","45/3153","189/22005",0.000335532147473652,0.00659275327603635,0.00567970491456111,"ACBK1/ATGLR3.4/CDI3/BETA-TIP/OSCA1.8/MSL4/MSL3/SLAH4/ALPHA-TIP/NA/MSL6/NA/MCA2/TIP4;1/ATGLR2.9/ATGLR2.7/GAMMA-TIP/PIP2;2/PIP2;6/ATHH2/ATCNGC3/ATCNGC11/ATGLR1.1/ATCNGC20/NA/ATPC1/ATPD/AtNIP5;1/ATNLM2/AT-NLM1/PIP1;5/ATCNGC9/AKT5/ATCLC-E/AtVDAC-3/SLAH3/ATCLC-A/NA/AtKAT1/ATGLR1.2/ATKCO1/PIP2;4/cMCU/ATP9/ATP1",45
"GO:0022803","MF","GO:0022803","passive transmembrane transporter activity","45/3153","189/22005",0.000335532147473652,0.00659275327603635,0.00567970491456111,"ACBK1/ATGLR3.4/CDI3/BETA-TIP/OSCA1.8/MSL4/MSL3/SLAH4/ALPHA-TIP/NA/MSL6/NA/MCA2/TIP4;1/ATGLR2.9/ATGLR2.7/GAMMA-TIP/PIP2;2/PIP2;6/ATHH2/ATCNGC3/ATCNGC11/ATGLR1.1/ATCNGC20/NA/ATPC1/ATPD/AtNIP5;1/ATNLM2/AT-NLM1/PIP1;5/ATCNGC9/AKT5/ATCLC-E/AtVDAC-3/SLAH3/ATCLC-A/NA/AtKAT1/ATGLR1.2/ATKCO1/PIP2;4/cMCU/ATP9/ATP1",45
"GO:0008266","MF","GO:0008266","poly(U) RNA binding","12/3153","29/22005",0.000352020939751947,0.0067347163999912,0.00580200717873708,"OE23/EMB2784/ATLFNR2/ATHPR1/NA/OEC33/CP29/CSP41A/ATRBP31/SHM1/ATLFNR1/MSP-1",12
"GO:0005315","MF","GO:0005315","inorganic phosphate transmembrane transporter activity","9/3153","20/22005",0.000942783110355566,0.0172174080994554,0.0148329223473191,"ATGPT2/ANTR1/PHT1;5/ATPT2/MPT2/MPT3/ATPT1/APT1/ATGPT1",9
