"","gene","baseMean","log2FoldChange","lfcSE","pvalue","padj","symbol","Description","Entrez"
"15","AT1G01725",134.471245600176,-1.21828336192167,0.197220373520017,1.39041934718505e-05,0.000149870088956619,"AT1G01725","adenylosuccinate synthetase(AT1G01725)",839271
"16","AT1G01750",171.047414069236,1.51207375281647,0.185880570138991,7.7666574900172e-10,1.4316479397693e-08,"ADF10","actin depolymerizing factor 11(ADF11)",839281
"17","AT1G01790",2313.09532115924,-0.88824520707981,0.103706513593885,2.15690870697987e-06,2.6593803986161e-05,"KEA1","K+ efflux antiporter 1(KEA1)",837332
"18","AT1G02000",455.603407654334,0.859187326412695,0.126736601289208,0.000210712882339349,0.00186523352183615,"GAE2","UDP-D-glucuronate 4-epimerase 2(GAE2)",839289
"19","AT1G02205",994.359657007918,0.923415646461001,0.160630991929295,0.000642801078849177,0.00513009606059089,"CER1","Fatty acid hydroxylase superfamily(CER1)",837602
"20","AT1G02220",285.084967065239,0.958490542791786,0.196612356185124,0.00242359938194727,0.0171554489350139,"NAC003","NAC domain containing protein 3(NAC003)",839476
"21","AT1G02280",1546.04105154169,-0.793410961585224,0.122271702049385,0.00102624002887562,0.00784565534255243,"TOC33","translocon at the outer envelope membrane of chloroplasts 33(TOC33)",839248
"22","AT1G02300",582.139468085053,-1.81196445600296,0.0962353570552491,9.11429943935126e-49,1.83546800209469e-46,"AT1G02300","Cysteine proteinases superfamily protein(AT1G02300)",839576
"23","AT1G02340",195.581942343883,-1.04302872117793,0.20881720556265,0.000989844113770362,0.00759383265186494,"HFR1","basic helix-loop-helix (bHLH) DNA-binding superfamily protein(HFR1)",839300
"24","AT1G02360",391.088330680604,1.03324514759654,0.206875435219312,0.00107984194474921,0.00822681602673686,"AT1G02360","Chitinase family protein(AT1G02360)",837724
"25","AT1G02450",21.5662377222734,-4.10387600400513,0.843284486523024,9.86263825241673e-07,1.27728036445821e-05,"NIMIN-1","NIM1-interacting 1(NIMIN1)",837800
"26","AT1G02470",54.5283766046146,-2.06077606028918,0.332391225737392,1.03254232466758e-07,1.50678851557469e-06,"AT1G02470","Polyketide cyclase/dehydrase and lipid transport superfamily protein(AT1G02470)",837812
"27","AT1G02610",253.316876741915,-1.76612184373013,0.218791782467346,1.21567369584106e-10,2.44205906348255e-09,"AT1G02610","RING/FYVE/PHD zinc finger superfamily protein(AT1G02610)",837915
"28","AT1G02620",38.4575378530409,-5.8279699547628,2.4324147548067,2.20722098631877e-05,0.000229813452629812,"AT1G02620","Ras-related small GTP-binding family protein(AT1G02620)",839269
"29","AT1G02660",661.643818124302,-0.788458475696494,0.143722718471315,0.00502738968994231,0.0329424889498768,"AT1G02660","alpha/beta-Hydrolases superfamily protein(AT1G02660)",839544
"30","AT1G02700",126.199529877054,3.21922290825905,0.292314555215363,8.14866452684817e-23,4.17204718126722e-21,"AT1G02700","GATA transcription factor-like protein(AT1G02700)",839492
"31","AT1G02770",54.2517040992702,1.25554815917786,0.26082320935355,0.000370984663751858,0.00309893376571981,"AT1G02770","hypothetical protein(AT1G02770)",839421
"32","AT1G02810",362.198106086827,1.9467139458181,0.166348248110671,4.46175289188187e-21,2.07750906329898e-19,"PME7","Plant invertase/pectin methylesterase inhibitor superfamily(AT1G02810)",838078
"33","AT1G02816",430.812713211484,0.909803055364309,0.120427657317983,1.71450744691991e-05,0.000182764830005587,"AT1G02816","pectinesterase (Protein of unknown function, DUF538)(AT1G02816)",839308
"34","AT1G02900",591.550819610796,0.667295969164724,0.0913961984238341,0.00352006529902213,0.0239285226487113,"RALF1","rapid alkalinization factor 1(RALF1)",839389
"35","AT1G02910",1069.53580925647,-0.89461162020348,0.117624981450328,1.98805144675485e-05,0.000208611599054615,"LPA1","tetratricopeptide repeat (TPR)-containing protein(LPA1)",839350
"36","AT1G02930",3311.92388237326,0.842807079486693,0.168843789477456,0.00547971739325493,0.0355975404638168,"GSTF6","glutathione S-transferase 6(GSTF6)",839515
"37","AT1G02940",15.8185925899819,1.83159268081235,0.591118699016628,0.00238144365593643,0.0168768232813372,"GSTF5","glutathione S-transferase (class phi) 5(GSTF5)",839479
"38","AT1G03090",3453.5637212688,-1.3624455791468,0.128563101064004,3.31181031457634e-14,9.05353032376153e-13,"MCCA","methylcrotonyl-CoA carboxylase alpha chain(MCCA)",838362
"39","AT1G03106",662.233021567027,7.68604122282686,0.489415981362035,5.13482311556424e-51,1.12807395827932e-48,"AT1G03106","hypothetical protein(AT1G03106)",2745740
"40","AT1G03120",25.5777999788931,2.57779824098172,0.445413095290204,1.46443850005319e-07,2.09778427932931e-06,"ATRAB28","responsive to abscisic acid 28(RAB28)",839571
"41","AT1G03130",11172.2773108996,-2.50168925078212,0.133723482491923,4.37003925675491e-56,1.32007960848424e-53,"PSAD2","photosystem I subunit D-2(PSAD-2)",838400
"42","AT1G03230",1157.804834336,0.879378925137157,0.0846417682887892,1.43643701967731e-08,2.35182500118711e-07,"AT1G03230","Eukaryotic aspartyl protease family protein(AT1G03230)",838532
"43","AT1G03290",816.181071334486,-0.791091542442741,0.119446087944066,0.000854298466835619,0.00663825618956578,"AT1G03290","ELKS/Rab6-interacting/CAST family protein(AT1G03290)",838603
"44","AT1G03340",77.5112224639326,-1.04293252831585,0.261207905579121,0.00598341498530861,0.0384971263405133,"AT1G03340","hypothetical protein(AT1G03340)",839525
"45","AT1G03400",356.56986288855,-2.10911686185471,0.185001299754559,6.85317074657689e-21,3.14854989090831e-19,"AT1G03400","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein(AT1G03400)",838751
"46","AT1G03410",313.964022341417,-1.25373676513761,0.178956610017677,7.9702616152765e-07,1.04622130469729e-05,"2A6","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein(2A6)",838763
"47","AT1G03430",267.431264162369,-0.843241989355667,0.164548472665688,0.00458901289232165,0.03039969450544,"AHP5","histidine-containing phosphotransfer factor 5(AHP5)",839506
"48","AT1G03470",353.246919816226,0.955461909879304,0.137115954787327,3.39423201662077e-05,0.000342484387948465,"NET3A","Kinase interacting (KIP1-like) family protein(NET3A)",839494
"49","AT1G03495",295.078128592584,1.61465937147127,0.153544417017783,1.0460846438797e-15,3.23269584450088e-14,"3AT2","HXXXD-type acyl-transferase family protein(AT1G03495)",3766646
"50","AT1G03600",4072.10759880508,-1.29083298359998,0.164628550086271,2.66037852837228e-08,4.22687097413837e-07,"PSB27-1","photosystem II family protein(PSB27)",839449
"51","AT1G03630",2218.00192006654,-0.91059826076193,0.133657911791632,9.27705913698235e-05,0.000876082106699162,"PORC","protochlorophyllide oxidoreductase C(POR C)",839009
"52","AT1G03680",2814.12426168148,-0.928737337781261,0.131931216369374,4.21122173213457e-05,0.000417768408779819,"ATHM1","thioredoxin M-type 1(THM1)",839436
"53","AT1G03790",1827.36330819796,3.73712898451114,0.167720688728935,1.41448997087337e-88,1.1026633753589e-85,"SOM","Zinc finger C-x8-C-x5-C-x3-H type family protein(SOM)",839408
"54","AT1G03820",157.353421199618,1.12189671648318,0.199806548939216,0.000138274360145197,0.00126621378827921,"AT1G03820","E6-like protein(AT1G03820)",839400
"55","AT1G03850",733.895619813066,-1.53759503659863,0.191674457306758,1.03062325737868e-09,1.88539300816149e-08,"GRXS13","Glutaredoxin family protein(GRXS13)",839392
"56","AT1G03870",6945.11758178203,2.30204230627014,0.108942140783493,1.95294531350548e-68,8.58088662657699e-66,"FLA9","FASCICLIN-like arabinoogalactan 9(FLA9)",839384
"57","AT1G03880",58.6130251689051,4.0019745810652,1.44841338498592,0.000616916035515987,0.00494146268289007,"CRB","cruciferin 2(CRU2)",839383
"58","AT1G03940",237.534715447123,1.78054269417817,0.124651417569301,8.16794896468199e-29,6.01788581343003e-27,"3AT1","HXXXD-type acyl-transferase family protein(AT1G03940)",839366
"59","AT1G03990",148.076162241237,1.88115326923682,0.20620519583871,1.82391864095938e-13,4.66915443616784e-12,"FAO1","Long-chain fatty alcohol dehydrogenase family protein(AT1G03990)",839342
"60","AT1G04040",4009.97103604931,2.03174857799577,0.128073084732403,1.65209011325466e-37,1.94753217936157e-35,"AT1G04040","HAD superfamily, subfamily IIIB acid phosphatase(AT1G04040)",839325
"61","AT1G04250",2278.22062735164,2.3237974281204,0.0692895255251838,1.0332097476121e-168,6.2421366901985e-165,"IAA17","AUX/IAA transcriptional regulator family protein(AXR3)",839568
"62","AT1G04410",15787.4110426332,0.655301599991646,0.0589431717818012,2.36852472001337e-05,0.000245024693423986,"MDH1","Lactate/malate dehydrogenase family protein(c-NAD-MDH1)",839527
"63","AT1G04420",1868.61502900262,-1.00128101432171,0.155559418966037,6.92003008470144e-05,0.000665457409577775,"AT1G04420","NAD(P)-linked oxidoreductase superfamily protein(AT1G04420)",839524
"64","AT1G04520",387.119570848389,0.939894473185149,0.116486797572523,2.85989282996946e-06,3.45733717503962e-05,"CRRSP3","plasmodesmata-located protein 2(PDLP2)",839502
"65","AT1G04560",530.922867892497,5.08103673809485,0.4229868970044,2.14847671421971e-29,1.62758897416406e-27,"AT1G04560","AWPM-19-like family protein(AT1G04560)",839491
"66","AT1G04620",897.004533103932,1.05035454547975,0.13055326596536,4.04062103644963e-07,5.52294388952724e-06,"HCAR","coenzyme F420 hydrogenase family / dehydrogenase, beta subunit family(HCAR)",839472
"67","AT1G04660",18.4127853673487,2.10781366330777,0.738046885295393,0.00242150840269048,0.0171456701023786,"AT1G04660","glycine-rich protein(AT1G04660)",839454
"68","AT1G04680",2250.01809512088,1.37036660024497,0.0960073809600136,4.50676258100926e-24,2.45293748947454e-22,"AT1G04680","Pectin lyase-like superfamily protein(AT1G04680)",839452
"69","AT1G04700",129.057978861589,1.45556430143631,0.233104434915231,1.91149326565412e-06,2.37741360050425e-05,"AT1G04700","PB1 domain-containing protein tyrosine kinase(AT1G04700)",839437
"70","AT1G04800",539.830572604626,-1.80047349868184,0.216318389644874,2.45494032947125e-11,5.27812170836318e-10,"AT1G04800","glycine-rich protein(AT1G04800)",839406
"71","AT1G04820",10407.7464226321,0.85150484020552,0.0599923296235387,9.26743628063743e-14,2.43431375171613e-12,"TUBA4","tubulin alpha-4 chain(TUA4)",839405
"72","AT1G04920",99.9871751278197,2.67841041481356,0.236614664523356,1.24235439975664e-22,6.29649309009165e-21,"SPS3","sucrose phosphate synthase 3F(SPS3F)",839382
"73","AT1G05030",298.319315112537,-0.732620310692935,0.104701998883381,0.00134257608422402,0.0100045308823181,"AT1G05030","Major facilitator superfamily protein(AT1G05030)",839340
"74","AT1G05100",85.0242916989859,1.91297837733613,0.268606028397174,4.0798079929917e-09,7.02727298350944e-08,"MAPKKK18","mitogen-activated protein kinase kinase kinase 18(MAPKKK18)",839324
"75","AT1G05170",673.173019257282,0.799812356902669,0.127300877237694,0.00133424670745514,0.00994552928203605,"B3GALT2","Galactosyltransferase family protein(AT1G05170)",839292
"76","AT1G05190",5864.25195000148,-1.10906504938031,0.160308961335446,4.88156415658985e-06,5.6879401836138e-05,"RPL6","Ribosomal protein L6 family(emb2394)",839273
"77","AT1G05200",886.369008749421,-0.796774085341262,0.0928047425758763,1.90628475307856e-05,0.000201255034263418,"GLR3.4","glutamate receptor 3.4(GLR3.4)",839268
"78","AT1G05310",30.3047353685041,-1.82241765804968,0.364986605172573,1.97104074905e-05,0.000207186475604794,"PME8","Pectin lyase-like superfamily protein(AT1G05310)",837030
"79","AT1G05385",393.435197082897,-1.03166493575081,0.177281266181635,0.000192119520483256,0.00171269198494067,"PSB27-2","photosystem II 11 kDa protein-like protein(LPA19)",837040
"80","AT1G05510",450.67863783573,5.19188333941402,0.588141579721593,3.38714188738616e-17,1.20196286124191e-15,"AT1G05510","naphthalene 1,2-dioxygenase subunit alpha (DUF1264)(AT1G05510)",837053
"81","AT1G05560",904.114506085735,0.953778697629187,0.161544314366013,0.000342759006718344,0.00288710845463768,"UGT75B1","UDP-glucosyltransferase 75B1(UGT75B1)",837058
"82","AT1G05620",472.134412587957,0.909774174986399,0.118769376157709,1.35978832554835e-05,0.000146830405161758,"URH2","uridine-ribohydrolase 2(URH2)",837068
"83","AT1G05660",808.268455784001,3.16956702938015,0.194818185752265,1.51684504673241e-46,2.75609604506282e-44,"AT1G05660","Pectin lyase-like superfamily protein(AT1G05660)",837073
"84","AT1G05680",588.981976475103,2.82142465585914,0.209265638940665,1.00422015987284e-31,8.79274796503153e-30,"UGT74E2","Uridine diphosphate glycosyltransferase 74E2(UGT74E2)",837075
"85","AT1G05805",790.057744906917,-1.42101870897358,0.0867671259524612,6.80725217905274e-32,6.02578960289335e-30,"BHLH128","basic helix-loop-helix (bHLH) DNA-binding superfamily protein(AT1G05805)",837090
"86","AT1G05850",15628.1464114079,1.06016979776248,0.0766352445367411,1.01902966191453e-17,3.73119254694342e-16,"CTL1","Chitinase family protein(POM1)",837095
"87","AT1G05880",23.4486308854711,-5.76150149189795,0.96442713455438,1.03727959519115e-08,1.72518229163037e-07,"ARI12","RING/U-box superfamily protein(ARI12)",837098
"88","AT1G06000",622.375783676806,1.25095615118268,0.0923113689004672,2.82674887529489e-20,1.2375219804416e-18,"UGT89C1","UDP-Glycosyltransferase superfamily protein(AT1G06000)",837109
"89","AT1G06120",33.1820225167485,1.86981312965347,0.442090412997836,0.000156081450124989,0.00141480282210071,"AT1G06120","Fatty acid desaturase family protein(AT1G06120)",837121
"90","AT1G06460",1909.19596854467,-0.918747297578291,0.141043065372786,0.000154017630509648,0.00139766806567636,"ACD32.1","alpha-crystallin domain 32.1(ACD32.1)",837158
"91","AT1G06520",109.003814852003,2.93798249078005,0.347285038708781,5.3773377307514e-14,1.44387492890376e-12,"GPAT1","glycerol-3-phosphate acyltransferase 1(GPAT1)",837163
"92","AT1G06645",255.663077811606,-1.34754945588323,0.192041765912114,3.11733357712525e-07,4.30723174527209e-06,"AT1G06645","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein(AT1G06645)",3766668
"93","AT1G06680",29527.4652938724,-1.68646469397795,0.138577924590873,4.97318563662933e-21,2.31119238643816e-19,"PSBP1","photosystem II subunit P-1(PSBP-1)",837178
"94","AT1G06830",90.5799097930874,1.33235729628701,0.301179554756987,0.000614255645481563,0.0049246855911086,"GRXS11","Glutaredoxin family protein(AT1G06830)",837195
"95","AT1G07050",152.209680002836,-1.6963940622616,0.304374953067912,4.57857324432698e-06,5.36854929754516e-05,"AT1G07050","CCT motif family protein(AT1G07050)",837216
"96","AT1G07090",314.28404736204,0.795567950614406,0.143279060838915,0.00418712288688542,0.0279983430228205,"LSH6","LIGHT-DEPENDENT SHORT HYPOCOTYLS-like protein (DUF640)(LSH6)",837220
"97","AT1G07150",267.383885034335,1.09831853467083,0.175453333060554,3.5398349313029e-05,0.000356135099708017,"MAPKKK13","mitogen-activated protein kinase kinase kinase 13(MAPKKK13)",837226
"98","AT1G07180",858.986906828606,-1.48784589531033,0.169596585640691,5.33394065120765e-11,1.11505198769104e-09,"NDA1","alternative NAD(P)H dehydrogenase 1(NDA1)",837229
"99","AT1G07320",5445.39851131405,-0.906345375675875,0.152588210839404,0.00057552500154154,0.00464437805426714,"RPL4","ribosomal protein L4(RPL4)",837243
"100","AT1G07410",64.043358727648,1.16850020318703,0.307348915363,0.00439267665277446,0.0292353136851962,"RABA2B","RAB GTPase homolog A2B(RABA2b)",837253
"101","AT1G07550",3.00268535305417,-4.84188076965342,2.70150042433071,0.00155080997265168,0.0114154352114226,"AT1G07550","Leucine-rich repeat protein kinase family protein(AT1G07550)",837269
"102","AT1G07560",24.0625343177428,-3.36231686553255,0.567034999510053,2.98358822003639e-08,4.71944613179001e-07,"AT1G07560","Leucine-rich repeat protein kinase family protein(AT1G07560)",837270
"103","AT1G07610",692.342956125065,-0.875372530770006,0.154053735720604,0.0013116829437933,0.00978369714207233,"MT1C","metallothionein 1C(MT1C)",837274
"104","AT1G07620",44.0793841371029,-2.68723244538467,0.405540473445205,2.36153381314422e-09,4.17169781640666e-08,"TRM32","GTP-binding protein Obg/CgtA(ATOBGM)",837275
"105","AT1G07640",570.638962275673,-0.872843751850923,0.108672786458513,1.11845552147744e-05,0.00012268995066738,"DOF1.1","Dof-type zinc finger DNA-binding family protein(OBP2)",837277
"106","AT1G07645",90.3159643676318,4.83078611695678,0.685393591126417,8.96401347795739e-12,2.00207347235045e-10,"ATDSI-1VOC","dessication-induced 1VOC superfamily protein(DSI-1VOC)",2745745
"107","AT1G07690",8.07868946550812,-5.86495191535494,2.5181612958744,5.19087577775645e-05,0.000507704985119125,"AT1G07690","transmembrane protein(AT1G07690)",837282
"108","AT1G07720",939.942244109706,0.858582342741591,0.107794456570266,1.747645823744e-05,0.000185969216101265,"KCS3","3-ketoacyl-CoA synthase 3(KCS3)",837286
"109","AT1G07750",772.26469482337,0.835673008487049,0.121053935987372,0.000252616298445564,0.00220228191494787,"AT1G07750","RmlC-like cupins superfamily protein(AT1G07750)",837290
"110","AT1G07985",385.630892012466,2.90388462545411,0.380046473056858,5.62103204080277e-12,1.27308210213721e-10,"AT1G07985","Expressed protein(AT1G07985)",2745747
"111","AT1G08100",38.0527363685892,-3.71837878110508,0.489201428897666,1.32660759995924e-12,3.14301953535441e-11,"NRT2.2","nitrate transporter 2.2(NRT2.2)",837328
"112","AT1G08200",5508.87648996481,0.653670393213757,0.0688047815359187,0.000315543835010855,0.00268217809246301,"AXS2","UDP-D-apiose/UDP-D-xylose synthase 2(AXS2)",837341
"113","AT1G08380",20354.717220431,-1.90094971265754,0.141830619259248,1.31266067324162e-26,8.30412508627144e-25,"PSAO","photosystem I subunit O(PSAO)",837358
"114","AT1G08430",14.3745079573243,3.60641344845732,0.73940725835498,1.66711727773147e-06,2.09068791560242e-05,"ALMT1","aluminum-activated malate transporter 1(ALMT1)",837363
"115","AT1G08450",1554.88326797541,-0.818165524593808,0.143310630434804,0.00248815861623255,0.017550741716251,"CRT3","calreticulin 3(CRT3)",837365
"116","AT1G08500",862.810117436779,2.39699960044009,0.1303085824281,2.50088378766298e-53,6.42939974602803e-51,"ENODL18","early nodulin-like protein 18(ENODL18)",837371
"117","AT1G08520",3890.5922378924,-0.872271093856696,0.0994840091986538,1.82718982901976e-06,2.27960089871407e-05,"CHLD","ALBINA 1(ALB1)",837374
"118","AT1G08550",1225.02284356751,-1.27074634574834,0.164133592093799,5.12172382613083e-08,7.82868930944197e-07,"VDE1","non-photochemical quenching 1(NPQ1)",837377
"119","AT1G08590",1127.42160339754,1.73372962390519,0.14484130531328,1.34561696721278e-20,6.07816441675964e-19,"PXL1","Leucine-rich receptor-like protein kinase family protein(AT1G08590)",837381
"120","AT1G08810",116.599246978298,-1.88600827188803,0.25149890726533,8.0477818712499e-10,1.48233762729135e-08,"MYB60","myb domain protein 60(MYB60)",837403
"121","AT1G08890",583.399359774586,0.997237180105083,0.115850690716344,1.77342760352589e-07,2.51801712495926e-06,"SUGTL4","Major facilitator superfamily protein(AT1G08890)",837410
"122","AT1G08900",407.272311743078,-2.08189838650011,0.143081225949941,2.41738060644016e-32,2.17168846599379e-30,"SUGTL3","Major facilitator superfamily protein(AT1G08900)",837411
"123","AT1G08980",1321.18001066747,-1.50376901762687,0.157224382387714,1.00166842153722e-12,2.40858896267347e-11,"AMI1","amidase 1(AMI1)",837418
"124","AT1G09080",214.989101755385,-2.9990443336503,0.522216841410955,6.78153827232405e-08,1.01664177350486e-06,"MED37B","Heat shock protein 70 (Hsp 70) family protein(BIP3)",837429
"125","AT1G09240",192.45159513657,2.58614994042223,0.283902082820589,3.41583279215607e-15,1.01160557910838e-13,"NAS3","nicotianamine synthase 3(NAS3)",837444
"126","AT1G09250",1878.53538325808,1.40478955082121,0.10120167399383,2.80950553239841e-23,1.47596762382478e-21,"BHLH149","basic helix-loop-helix (bHLH) DNA-binding superfamily protein(AT1G09250)",837446
"127","AT1G09260",113.973728034792,4.87294311040876,2.13733196623048,0.000134243110595084,0.00123397451907219,"AT1G09260","Chaperone DnaJ-domain superfamily protein(AT1G09260)",837447
"128","AT1G09270",2170.13357753845,0.650337336437402,0.0702208973458394,0.000451182283559808,0.00371364818273376,"IMPA4","importin alpha isoform 4(IMPA-4)",837448
"129","AT1G09310",8668.23529214224,0.957938441375802,0.0968456890746367,6.181426754594e-09,1.04608094503865e-07,"AT1G09310","plant/protein (Protein of unknown function, DUF538)(AT1G09310)",837452
"130","AT1G09340",8131.51029223677,-0.992913028545073,0.140594034374467,2.20909517549549e-05,0.000229909534931197,"CSP41B","chloroplast RNA binding protein(CRB)",837455
"131","AT1G09380",31.212551592306,-3.22579023982417,0.503417874363152,3.36592341965767e-09,5.85186369492427e-08,"AT1G09380","nodulin MtN21 /EamA-like transporter family protein(UMAMIT25)",837460
"132","AT1G09415",261.13516233763,-0.83163754917655,0.160678700538927,0.00479545966987432,0.0315510695295897,"NIMIN-3","NIM1-interacting 3(NIMIN-3)",837464
"133","AT1G09460",591.692944761211,0.951127943847525,0.126613668838194,9.55763293197563e-06,0.000106095432904972,"AT1G09460","Carbohydrate-binding X8 domain superfamily protein(AT1G09460)",837469
"134","AT1G09500",117.27597020916,2.8114997309634,0.299627866407157,1.38638429865049e-16,4.58322338730339e-15,"AT1G09500","NAD(P)-binding Rossmann-fold superfamily protein(AT1G09500)",837475
"135","AT1G09540",71.5838739928884,1.89409516533165,0.303079915215086,1.72201394259472e-07,2.44789346686729e-06,"MYB61","myb domain protein 61(MYB61)",837480
"136","AT1G09560",2827.66247391582,0.623430174569379,0.0738362163848751,0.00299029311494958,0.0207058519816251,"GLP4","germin-like protein 5(GLP5)",837482
"137","AT1G09750",2994.9966166531,-1.17402624969993,0.134872947237114,5.20800982000187e-09,8.87565340692279e-08,"AT1G09750","Eukaryotic aspartyl protease family protein(AT1G09750)",837504
"138","AT1G09780",3942.80177270083,0.718553354793169,0.0834531502711664,0.000173748251732756,0.0015620536649456,"PGM1","Phosphoglycerate mutase, 2,3-bisphosphoglycerate-independent(iPGAM1)",837507
"139","AT1G09850",702.213506344327,0.6441285570056,0.0912209436163475,0.00756915153411387,0.0472407324311456,"XBCP3","xylem bark cysteine peptidase 3(XBCP3)",837517
"140","AT1G09960",263.866360671663,0.831557492648357,0.119378404775294,0.00024088299259535,0.00210944636971068,"SUC4","sucrose transporter 4(SUT4)",837530
"141","AT1G10060",213.466396227037,-2.05457714038983,0.250384920405394,8.51639692604967e-12,1.90562266773071e-10,"BCAT1","branched-chain amino acid transaminase 1(BCAT-1)",837542
"142","AT1G10070",1687.17202866594,-2.93508975077063,0.227812688145066,1.8599515234457e-29,1.42239204163255e-27,"BCAT2","branched-chain amino acid transaminase 2(BCAT-2)",837543
"143","AT1G10340",209.439710343819,-2.04201380339984,0.357920391527212,7.68914737910888e-07,1.01372578048852e-05,"AT1G10340","Ankyrin repeat family protein(AT1G10340)",837573
"144","AT1G10360",510.126069609001,-1.17713986366477,0.165110153605774,1.18048183726384e-06,1.51179247903116e-05,"GSTU18","glutathione S-transferase TAU 18(GSTU18)",837575
"145","AT1G10370",313.356129428025,1.06655626039887,0.200078710021302,0.000407988111582396,0.00338696004963937,"GSTU17","Glutathione S-transferase family protein(ERD9)",837576
"146","AT1G10550",272.281924933538,2.80320516803927,0.237902195250245,9.67890130861136e-25,5.60912060009358e-23,"XTH33","xyloglucan:xyloglucosyl transferase 33(XTH33)",837596
"147","AT1G10560",130.266175922159,1.53345423145002,0.265221193043154,5.33838500374941e-06,6.18147637760462e-05,"PUB18","plant U-box 18(PUB18)",837597
"148","AT1G10600",406.413714836815,-0.940541935580061,0.134603648611472,4.0024222667692e-05,0.000399185045393085,"AMSH2","associated molecule with the SH3 domain of STAM 2(AMSH2)",837603
"149","AT1G10610",304.107399676763,-1.03635248934646,0.137493028017195,2.29387901035339e-06,2.81676220346544e-05,"BHLH90","basic helix-loop-helix (bHLH) DNA-binding superfamily protein(AT1G10610)",837604
"150","AT1G10657",147.303510445662,-1.89922157979998,0.174832003164917,3.09563049860911e-18,1.17255496284307e-16,"AT1G10657","transmembrane protein(AT1G10657)",5007676
"151","AT1G10760",5034.32366998165,-0.656097289986079,0.0907991383275308,0.00543055049839037,0.0353256213577663,"GWD1","Pyruvate phosphate dikinase, PEP/pyruvate binding domain-containing protein(SEX1)",837619
"152","AT1G10910",819.605914248773,-0.896526293887863,0.0766748983596057,1.22538801342396e-10,2.45748769563513e-09,"AT1G10910","Pentatricopeptide repeat (PPR) superfamily protein(EMB3103)",837634
"153","AT1G10920",146.245729586859,-1.39591720315238,0.241101747454164,1.17446454058961e-05,0.000128251740116984,"LOV1","NB-ARC domain-containing disease resistance protein(LOV1)",837635
"154","AT1G10970",534.699327357893,2.09784323617147,0.203612532080924,1.87095743931826e-17,6.74829216097987e-16,"ZIP4","zinc transporter(ZIP4)",837640
"155","AT1G11070",17.8929633315936,-2.20156823003146,0.652735474855406,0.000756260119811029,0.0059472118631153,"AT1G11070","hydroxyproline-rich glycoprotein family protein(AT1G11070)",837648
"156","AT1G11080",66.1703487810815,-1.78536992777466,0.27759944422681,1.32364057951486e-07,1.90512794785921e-06,"SCPL31","serine carboxypeptidase-like 31(scpl31)",837649
