"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006364","BP","GO:0006364","rRNA processing","51/1597","255/22026",2.65589525671442e-11,4.671961201584e-09,4.12998066235495e-09,"AtPEIP1/NA/PES/TOZ/NA/NA/NA/NA/NA/NA/NA/NA/AtTRM4d/RPS28/NA/NA/ATRH9/ATFIB2/NA/ERI-1/NA/NA/ARRS1/NA/NA/NA/PCP2/AtCBF5/EBP2/NA/PCP1/NA/NA/NA/NA/AtRH57/AtLa1/atBRX1-2/NA/NA/RPL7B/MEE49/EMB2777/ATNUC-L1/NA/NA/NA/ALBA1/NA/PGY1/NA",51
"GO:0042274","BP","GO:0042274","ribosomal small subunit biogenesis","27/1597","88/22026",6.0451044026664e-11,9.74773084929957e-09,8.61692513537974e-09,"TOZ/NA/NA/NA/NA/NA/NA/NA/NA/RPS28/NA/NA/NA/RPS15/NA/NA/ARRS1/AP40/NA/NA/NA/ATRPS5B/NA/NA/AtRH57/NA/EMB2777",27
"GO:0016072","BP","GO:0016072","rRNA metabolic process","51/1597","264/22026",9.95278965187801e-11,1.48143445972184e-08,1.30957758577342e-08,"AtPEIP1/NA/PES/TOZ/NA/NA/NA/NA/NA/NA/NA/NA/AtTRM4d/RPS28/NA/NA/ATRH9/ATFIB2/NA/ERI-1/NA/NA/ARRS1/NA/NA/NA/PCP2/AtCBF5/EBP2/NA/PCP1/NA/NA/NA/NA/AtRH57/AtLa1/atBRX1-2/NA/NA/RPL7B/MEE49/EMB2777/ATNUC-L1/NA/NA/NA/ALBA1/NA/PGY1/NA",51
"GO:0033260","BP","GO:0033260","nuclear DNA replication","11/1597","16/22026",8.75437870427809e-10,1.20998019948415e-07,1.06961393943247e-07,"MCM3/ATCDT1A/ATMCM2/MCM5/MCM6/MCM7/ATORC3/MCM4/ICU2/ATCDT1B/CDC45",11
"GO:0000470","BP","GO:0000470","maturation of LSU-rRNA","18/1597","46/22026",1.10683669652175e-09,1.42781933851306e-07,1.26218219778796e-07,"AtPEIP1/NA/PES/NA/AtTRM4d/NA/NA/NA/NA/NA/NA/RPL7B/MEE49/NA/NA/NA/PGY1/NA",18
"GO:0006928","BP","GO:0006928","movement of cell or subcellular component","25/1597","89/22026",2.41834772089544e-09,2.92468927495792e-07,2.58540463582572e-07,"ATXIC/ATVIIIB/Kin7.5/NA/ATXIA/NA/NA/NA/NA/ATNACK1/ATK3/POK2/NA/KINESIN-12B/NA/PAKRP2/NA/RSW7/NA/ATK5/ATK1/NA/ZCF125/NA/ATXID",25
"GO:0000278","BP","GO:0000278","mitotic cell cycle","51/1597","289/22026",2.70377936325245e-09,3.07753709876088e-07,2.72052103113637e-07,"APC1/ATCSLB06/CYCJ18/CYCD6;1/GIG1/CYCB2;3/CYCA2;3/EOL1/MCM3/ATCDT1A/TUB6/ATMCM2/ZAR1/DDM2/MCM6/HIT4/CDC6b/TUBG1/CESA4/NA/ATGCP4/MCM4/ABO4/NA/ICU2/AtTOP3alpha/NA/CYCA2;4/SDS/ATCDT1B/CDKB1;2/CDKB2;2/POK2/NA/NA/KINESIN-12B/CYCB2;4/CYC1BAT/UBC20/TRM7/CYCD3/SMR113/CDC45/NA/CYCB1;4/RSW7/CYCA1;1/ATN/CYC1/CYCB2;1/AtTPX2",51
"GO:0007018","BP","GO:0007018","microtubule-based movement","21/1597","67/22026",5.21146719618089e-09,5.60232723589445e-07,4.95241765718944e-07,"Kin7.5/NA/NA/NA/NA/NA/ATNACK1/ATK3/POK2/NA/KINESIN-12B/NA/PAKRP2/NA/RSW7/NA/ATK5/ATK1/NA/ZCF125/NA",21
"GO:0006260","BP","GO:0006260","DNA replication","35/1597","167/22026",9.5712096193794e-09,9.74752137552586e-07,8.61673996204516e-07,"ATXR5/CYCA2;3/NA/GIS5/PYM/EOL1/MCM3/ATCDT1A/ATMCM2/EMB2811/ATPCNA2/MCM5/MCM6/ATLIG1/STI/DAR2/ATRPA32B/NF-YB11/MCM7/CDC6b/RECQI1/ATORC3/ATRECQ4A/NA/NA/EMB2814/MCM4/ABO4/ICU2/ATIM/ATCDT1B/CDKB1;2/DEL1/SMR113/CDC45",35
"GO:0006270","BP","GO:0006270","DNA replication initiation","13/1597","27/22026",1.11648471776333e-08,1.08019896443602e-06,9.5488824545548e-07,"MCM3/ATCDT1A/ATMCM2/MCM5/MCM6/MCM7/CDC6b/ATORC3/EMB2814/MCM4/ICU2/ATCDT1B/CDC45",13
"GO:0034470","BP","GO:0034470","ncRNA processing","60/1597","384/22026",1.35478166800444e-08,1.24833453694695e-06,1.10351890250988e-06,"AtPEIP1/NA/PES/TOZ/NA/NA/NA/NA/AtTRM3/NA/PRORP1/NA/NA/NA/AtTRM4d/RPS28/NA/NA/ATRH9/ATFIB2/NA/ERI-1/NA/NA/AtTRM82/NA/ARRS1/AtTRM11/NA/NA/NA/PCP2/NA/AtCBF5/EBP2/NA/PCP1/NA/NA/NA/NA/NA/NA/AtRH57/AtLa1/atBRX1-2/NA/NA/RPL7B/MEE49/EMB2777/ATNUC-L1/NA/NA/NA/NA/ALBA1/NA/PGY1/NA",60
"GO:0006261","BP","GO:0006261","DNA-dependent DNA replication","32/1597","148/22026",1.85738507003574e-08,1.63365459569052e-06,1.44413910947755e-06,"CYCA2;3/NA/GIS5/PYM/EOL1/MCM3/ATCDT1A/ATMCM2/EMB2811/ATPCNA2/MCM5/MCM6/ATLIG1/STI/DAR2/NF-YB11/MCM7/CDC6b/RECQI1/ATORC3/ATRECQ4A/NA/EMB2814/MCM4/ABO4/ICU2/ATIM/ATCDT1B/CDKB1;2/DEL1/SMR113/CDC45",32
"GO:1903047","BP","GO:1903047","mitotic cell cycle process","42/1597","236/22026",5.21208280050125e-08,4.38494792129127e-06,3.87626295231786e-06,"APC1/ATCSLB06/CYCJ18/CYCD6;1/GIG1/CYCB2;3/CYCA2;3/MCM3/ATMCM2/ZAR1/DDM2/MCM6/HIT4/CDC6b/TUBG1/CESA4/NA/MCM4/ICU2/CYCA2;4/SDS/CDKB1;2/CDKB2;2/POK2/NA/NA/KINESIN-12B/CYCB2;4/CYC1BAT/UBC20/TRM7/CYCD3/SMR113/CDC45/NA/CYCB1;4/RSW7/CYCA1;1/ATN/CYC1/CYCB2;1/AtTPX2",42
"GO:0007017","BP","GO:0007017","microtubule-based process","42/1597","241/22026",9.5873885009622e-08,7.72983197890077e-06,6.83311680441385e-06,"QWRF7/AtCCP1/ATNEK3/Kin7.5/NA/NA/NA/CHO/TUB6/BPP3/NA/AUG4/TUBG1/QWRF4/MUS/ATGCP4/MAP65-2/NA/NA/NA/NA/ATNACK1/ATEB1C/ATK3/POK2/NA/KINESIN-12B/NA/PAKRP2/TRM7/NA/NA/RSW7/NA/ATMAP65-3/ATK5/ATK1/NA/EDE1/ZCF125/NA/AtTPX2",42
"GO:0051301","BP","GO:0051301","cell division","45/1597","269/22026",1.17347927318423e-07,9.08272957444591e-06,8.0290687112605e-06,"AtPEIP1/TOZ/AN3/ATCSLB06/BASL/FU/ORTH2/CLE42/AtRLP17/ER/CYL1/CHO/IDD3/ZAR1/DDM2/AESP/CENH3/ATRPS13A/NRP1/JKD/ATTSO1/ATRANGAP1/ACR4/TUBG1/CESA4/ATL5/NA/ATTPS1/MAP65-2/CPI1/AGC2-3/ABO4/CYCA2;4/SIN2/ATNACK1/POK2/KINESIN-12B/TRM7/OLI7/RSW7/ATMAP65-3/EDE1/ATN/NA/POLAR",45
"GO:0007389","BP","GO:0007389","pattern specification process","38/1597","212/22026",1.83269127927877e-07,1.36394524054016e-05,1.20571794689393e-05,"CVP2/ANAC033/PLT2/TOZ/YAB5/AN3/SOL1/ZPR1/atEPF1/TCL2/ATMYC1/ATPIN7/ETC1/AtTAR2/AtRLP17/ER/ATPIN1/LAX2/ATHD2A/IFL/FKD1/PGY2/AHL4/FL2/ATL5/NA/SCM/ATNUC-L1/CRM2/ATCEL2/CDKB1;2/AtIAMT1/CKRC1/ATTCX2/RPL24/OLI7/ABCG13/PGY1",38
"GO:0003002","BP","GO:0003002","regionalization","34/1597","179/22026",1.93774088321968e-07,1.38871429964077e-05,1.22761361997348e-05,"CVP2/ANAC033/YAB5/AN3/SOL1/ZPR1/atEPF1/TCL2/ATMYC1/ETC1/AtTAR2/AtRLP17/ER/ATPIN1/LAX2/ATHD2A/IFL/FKD1/PGY2/AHL4/FL2/ATL5/NA/SCM/ATNUC-L1/CRM2/CDKB1;2/AtIAMT1/CKRC1/ATTCX2/RPL24/OLI7/ABCG13/PGY1",34
"GO:0000725","BP","GO:0000725","recombinational repair","24/1597","102/22026",2.06757326061978e-07,1.41432694391771e-05,1.25025501638312e-05,"NA/FDM2/GMI1/SMC6A/NA/ATRAD54/IDN2/ATBRCA2(V)/MCM3/ATMCM2/MCM5/MCM6/ATRPA32B/ATRMI1/MCM7/NRP1/RECQI1/ATRECQ4A/SWIB5/FAS2/BRCA2(IV)/MCM4/SDS/CDC45",24
"GO:0009834","BP","GO:0009834","plant-type secondary cell wall biogenesis","22/1597","88/22026",2.11966312008339e-07,1.41432694391771e-05,1.25025501638312e-05,"CBB1/ANAC033/IRX11/AtMYB43/ANAC010/AtCOBL4/ANAC015/FLA7/AtFLA12/CESA4/ATMYB46/GXM1/ATLMCO4/ATFLA11/VRLK1/GUX2/TBL33/IRX15-L/IRX9/UMAMIT5/TED6/GUX1",22
"GO:0034660","BP","GO:0034660","ncRNA metabolic process","64/1597","460/22026",3.70356062057349e-07,2.3887966002699e-05,2.11167930120418e-05,"AtPEIP1/NA/PES/TOZ/NA/NA/NA/NA/AtTRM3/NA/PRORP1/NA/NA/AGO10/NA/AtTRM4d/RPS28/NA/NA/ATRH9/ATFIB2/NA/ERI-1/NA/NA/AtTRM82/NA/ARRS1/AtTRM11/NA/NA/NA/PCP2/NA/AtCBF5/EBP2/NA/PCP1/NA/NA/NA/NA/EMB2755/NA/NA/AtRH57/AtLa1/atBRX1-2/NA/NA/RPL7B/MEE49/NA/EMB2777/ATNUC-L1/NA/NA/NA/CRM2/NA/ALBA1/NA/PGY1/NA",64
"GO:0010374","BP","GO:0010374","stomatal complex development","18/1597","66/22026",6.64791788667324e-07,4.14958745506862e-05,3.66820596463294e-05,"MUTE/BASL/SOL1/atEPF1/CYCA2;3/AtSDD1/SPCH/AtRLP17/ER/ATTSO1/TUBG1/MUS/CYCA2;4/CDKB1;2/ERL1/CYCD3/ATTCX2/AtEPFL6",18
"GO:0071669","BP","GO:0071669","plant-type cell wall organization or biogenesis","46/1597","303/22026",1.47700744007661e-06,8.93127936421323e-05,7.89518779646213e-05,"RGXT1/CBB1/ANAC033/IRX11/AtGATL5/AtMYB43/RHS13/ATCSLB06/ANAC010/BDR1/AtGH9B18/COBL1/AtPRX25/ER/SLP2/AtEDT1/AtCOBL4/AtkdsA1/ANAC015/FLA7/CGR3/NA/NA/DGL1/RRT1/NA/AtFLA12/CESA4/ATMYB46/GXM1/ATTPS1/ATLMCO4/ATFLA11/VRLK1/GUX2/TBL33/IRX15-L/ATEXP6/AtKDO8PS/IRX9/ATEXP5/UMAMIT5/RIC4/TED6/GUX1/AtPPa2",46
"GO:0009832","BP","GO:0009832","plant-type cell wall biogenesis","33/1597","188/22026",1.86152945162415e-06,0.000109153317845234,9.64907610490986e-05,"RGXT1/CBB1/ANAC033/IRX11/AtGATL5/AtMYB43/RHS13/ATCSLB06/ANAC010/BDR1/COBL1/AtCOBL4/AtkdsA1/ANAC015/FLA7/CGR3/AtFLA12/CESA4/ATMYB46/GXM1/ATTPS1/ATLMCO4/ATFLA11/VRLK1/GUX2/TBL33/IRX15-L/AtKDO8PS/IRX9/UMAMIT5/RIC4/TED6/GUX1",33
"GO:0006302","BP","GO:0006302","double-strand break repair","27/1597","139/22026",2.17570883858461e-06,0.000123823429490036,0.000109459035996904,"NA/FDM2/GMI1/SMC6A/ATRAD54/IDN2/ATBRCA2(V)/MCM3/ATMCM2/MCM5/MCM6/ATLIG1/ATRPA32B/NA/ATRMI1/MCM7/NRP1/NSE3/RECQI1/ATRECQ4A/SWIB5/FAS2/BRCA2(IV)/MCM4/NA/SDS/CDC45",27
"GO:0065004","BP","GO:0065004","protein-DNA complex assembly","21/1597","93/22026",2.39345819479482e-06,0.000132324045912228,0.000116973520798243,"NA/ORTH2/H1.1/NA/NA/MCM3/ATCDT1A/ATMCM2/MCM5/MCM6/CENH3/MCM7/NRP1/ATORC3/FAS2/ATFKBP53/MCM4/HTB1/ATCDT1B/H2B/CDC45",21
"GO:0030490","BP","GO:0030490","maturation of SSU-rRNA","15/1597","53/22026",3.38511641242603e-06,0.000181950007167899,0.000160842519596266,"TOZ/NA/NA/NA/RPS28/NA/NA/NA/ARRS1/NA/NA/NA/NA/AtRH57/EMB2777",15
"GO:0009955","BP","GO:0009955","adaxial/abaxial pattern specification","13/1597","41/22026",3.75231482371969e-06,0.000196235923889124,0.000173471168948634,"YAB5/AN3/ZPR1/ER/ATHD2A/IFL/PGY2/ATL5/NA/AtIAMT1/RPL24/OLI7/PGY1",13
"GO:0006310","BP","GO:0006310","DNA recombination","31/1597","177/22026",3.95888883748395e-06,0.000201590786856091,0.000178204829942145,"NA/NA/FDM2/GMI1/SMC6A/NA/ATRAD54/H1.1/IDN2/ATBRCA2(V)/DYAD/MCM3/ATMCM2/MCM5/MCM6/ATMSH7/ATRPA32B/ATRMI1/MCM7/NRP1/RECQI1/ATRECQ4A/SWIB5/FAS2/BRCA2(IV)/MCM4/NA/AtTOP3alpha/SDS/CDC45/ASY1",31
"GO:0000724","BP","GO:0000724","double-strand break repair via homologous recombination","21/1597","96/22026",4.10498039127308e-06,0.000203670180951626,0.00018004299961724,"FDM2/GMI1/SMC6A/ATRAD54/IDN2/ATBRCA2(V)/MCM3/ATMCM2/MCM5/MCM6/ATRPA32B/ATRMI1/MCM7/NRP1/RECQI1/ATRECQ4A/FAS2/BRCA2(IV)/MCM4/SDS/CDC45",21
"GO:0000028","BP","GO:0000028","ribosomal small subunit assembly","12/1597","36/22026",4.91946620644746e-06,0.000237979177736896,0.000210371910144135,"NA/NA/NA/RPS28/NA/NA/NA/RPS15/AP40/NA/NA/ATRPS5B",12
"GO:0006271","BP","GO:0006271","DNA strand elongation involved in DNA replication","8/1597","16/22026",5.69910366562912e-06,0.000255888621032768,0.000226203731363116,"MCM3/ATPCNA2/ATLIG1/NF-YB11/MCM7/MCM4/ABO4/ICU2",8
"GO:0022616","BP","GO:0022616","DNA strand elongation","8/1597","16/22026",5.69910366562912e-06,0.000255888621032768,0.000226203731363116,"MCM3/ATPCNA2/ATLIG1/NF-YB11/MCM7/MCM4/ABO4/ICU2",8
"GO:0042546","BP","GO:0042546","cell wall biogenesis","41/1597","271/22026",5.87026375531931e-06,0.000255888621032768,0.000226203731363116,"RGXT1/CBB1/GALS1/ANAC033/F8H/IRX11/AtGATL5/AtMYB43/RHS13/ATCSLB06/ANAC010/BDR1/COBL1/ATTRANS11/AtCOBL4/AtkdsA1/ANAC015/FLA7/CGR3/AtFLA12/CESA4/ATMYB46/GXM1/ATTPS1/ATLMCO4/ATFLA11/VRLK1/GUX2/TBL33/ATFUT5/IRX15-L/AtKDO8PS/BGLC3/XTH9/GAUT12/IRX9/ATGT18/UMAMIT5/RIC4/TED6/GUX1",41
"GO:0000727","BP","GO:0000727","double-strand break repair via break-induced replication","7/1597","12/22026",5.95089816355275e-06,0.000255888621032768,0.000226203731363116,"MCM3/ATMCM2/MCM5/MCM6/MCM7/MCM4/CDC45",7
"GO:0010088","BP","GO:0010088","phloem development","7/1597","12/22026",5.95089816355275e-06,0.000255888621032768,0.000226203731363116,"BRX/AtSEOR2/AtSEOR1/AGC1-3/DAR2/OPL1/OPL2",7
"GO:0090558","BP","GO:0090558","plant epidermis development","42/1597","283/22026",7.40919192439915e-06,0.000311669268993747,0.000275513429683035,"NA/RSL4/RHS13/ATMYB66/MUTE/RRA1/BASL/SOL1/atEPF1/TCL2/CYCA2;3/ATMYC1/AtSDD1/ETC1/SPCH/AtRLP17/GL2/ER/AtEDT1/NA/PYM/STI/PIN6/ATRPS13A/ATTSO1/TUBG1/HDG12/MUS/FAS2/SCM/CYCA2;4/AtSFH1/MDIS2/DCR/CDKB1;2/ERL1/CYCD3/ATTCX2/SVB/NA/AtEPFL6/RSL2",42
"GO:0044772","BP","GO:0044772","mitotic cell cycle phase transition","19/1597","85/22026",8.35329008910865e-06,0.000343906730264367,0.00030401111746476,"APC1/CYCJ18/CYCD6;1/CYCB2;3/CYCA2;3/CDC6b/CYCA2;4/SDS/CDKB1;2/CDKB2;2/CYCB2;4/CYC1BAT/UBC20/CYCD3/CDC45/CYCB1;4/CYCA1;1/CYC1/CYCB2;1",19
"GO:0008283","BP","GO:0008283","cell population proliferation","20/1597","93/22026",9.07046613042446e-06,0.000361374265276758,0.000319452294886295,"AN3/CLEL/GLV5/AtSDD1/SPL15/DEL2/ATH1/MCM3/ATMCM2/MCM5/MCM6/MCM7/ATHB-8/AtGRF2/MCM4/SCM/CDKB1;2/CDKB2;2/CYCD3/CLEL",20
"GO:0000911","BP","GO:0000911","cytokinesis by cell plate formation","17/1597","71/22026",9.33783631206094e-06,0.000361374265276758,0.000319452294886295,"FU/CHO/AESP/ATRPS13A/ATTSO1/ATRANGAP1/TUBG1/MAP65-2/CPI1/SIN2/ATNACK1/POK2/KINESIN-12B/TRM7/RSW7/ATMAP65-3/ATN",17
"GO:0044786","BP","GO:0044786","cell cycle DNA replication","17/1597","71/22026",9.33783631206094e-06,0.000361374265276758,0.000319452294886295,"CYCA2;3/PYM/MCM3/ATCDT1A/ATMCM2/MCM5/MCM6/DAR2/MCM7/ATORC3/MCM4/ICU2/ATCDT1B/CDKB1;2/DEL1/SMR113/CDC45",17
"GO:0044262","BP","GO:0044262","cellular carbohydrate metabolic process","56/1597","424/22026",9.59772153345753e-06,0.000364148846416477,0.000321905004992126,"RGXT1/ATMIPS3/ATXYL1/CVP2/ATTPPB/F8H/TBL1/ATGSL04/ATCSLB06/MEE25/TPPE/AtDPE1/ATSUC2/BDR1/COBL1/BE1/FRK3/BGLU42/GPP2/A/N-InvI/ATPHS2/AtCOBL4/AtkdsA1/PGD1/ACLA-1/PGI/ATIDD15/RRT1/ATGSL07/CESA4/GXM1/ATSUS5/ATTPS1/GBSS1/GUX2/TBL33/ATFUT5/IRX15-L/LSF2/AtMYB28/AtKDO8PS/BGLC3/NA/XTH9/DPE2/GAUT12/IRX9/ATGT18/AtBE2/ATMYB29/LESV/GUX1/ATIPS2/ATSUS4/NA/NA",56
"GO:0000079","BP","GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity","15/1597","59/22026",1.42899031584451e-05,0.000514434798155245,0.000454756723515448,"CYCJ18/CYCD6;1/CYCB2;3/CYCA2;3/cycp3;1/CYCA2;4/SDS/CYCB2;4/CYC1BAT/AtKRP7/CYCD3/CYCB1;4/CYCA1;1/CYC1/CYCB2;1",15
"GO:1904029","BP","GO:1904029","regulation of cyclin-dependent protein kinase activity","15/1597","59/22026",1.42899031584451e-05,0.000514434798155245,0.000454756723515448,"CYCJ18/CYCD6;1/CYCB2;3/CYCA2;3/cycp3;1/CYCA2;4/SDS/CYCB2;4/CYC1BAT/AtKRP7/CYCD3/CYCB1;4/CYCA1;1/CYC1/CYCB2;1",15
"GO:0007051","BP","GO:0007051","spindle organization","16/1597","66/22026",1.43563199485185e-05,0.000514434798155245,0.000454756723515448,"QWRF7/AUG4/TUBG1/QWRF4/ATGCP4/NA/NA/ATEB1C/ATK3/NA/NA/RSW7/ATK5/ATK1/EDE1/AtTPX2",16
"GO:0000910","BP","GO:0000910","cytokinesis","22/1597","112/22026",1.53504216266729e-05,0.000540055742683855,0.00047740545728887,"ATCSLB06/FU/CHO/ZAR1/DDM2/AESP/ATRPS13A/ATTSO1/ATRANGAP1/TUBG1/CESA4/MAP65-2/CPI1/SIN2/ATNACK1/POK2/KINESIN-12B/TRM7/RSW7/ATMAP65-3/ATN/NA",22
"GO:0044770","BP","GO:0044770","cell cycle phase transition","19/1597","89/22026",1.6837353324571e-05,0.000581790690768659,0.000514298856248644,"APC1/CYCJ18/CYCD6;1/CYCB2;3/CYCA2;3/CDC6b/CYCA2;4/SDS/CDKB1;2/CDKB2;2/CYCB2;4/CYC1BAT/UBC20/CYCD3/CDC45/CYCB1;4/CYCA1;1/CYC1/CYCB2;1",19
"GO:0071824","BP","GO:0071824","protein-DNA complex subunit organization","22/1597","113/22026",1.7773146237825e-05,0.000603351543336692,0.000533358497441656,"NA/ORTH2/H1.1/NA/NA/MCM3/ATCDT1A/ATMCM2/MCM5/MCM6/NF-YB11/CENH3/MCM7/NRP1/ATORC3/FAS2/ATFKBP53/MCM4/HTB1/ATCDT1B/H2B/CDC45",22
