"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0015995","BP","GO:0015995","chlorophyll biosynthetic process","15/593","64/22026",1.12066094966868e-10,1.25310269826588e-08,1.12924017224987e-08,"CHLM/ATGLK2/NA/LIL3:2/ACSF/ATG4/GUN4/NA/AtCLA1/ABAR/CH-42/HEMG1/ATCAO/NTRC/ALB-1V",15
"GO:0015994","BP","GO:0015994","chlorophyll metabolic process","17/593","87/22026",1.40840497389823e-10,1.34240529976592e-08,1.2097156873372e-08,"CHLM/CLD1/ATGLK2/NA/LIL3:2/ACSF/ATG4/GUN4/NA/AtCLA1/ABAR/PSB29/CH-42/HEMG1/ATCAO/NTRC/ALB-1V",17
"GO:0006778","BP","GO:0006778","porphyrin-containing compound metabolic process","18/593","99/22026",1.4188023493461e-10,1.34240529976592e-08,1.2097156873372e-08,"ATFC-II/CHLM/CLD1/ATGLK2/NA/LIL3:2/ACSF/ATG4/GUN4/NA/AtCLA1/ABAR/PSB29/CH-42/HEMG1/ATCAO/NTRC/ALB-1V",18
"GO:0033013","BP","GO:0033013","tetrapyrrole metabolic process","18/593","100/22026",1.68754160663019e-10,1.48262584011081e-08,1.33607617427187e-08,"ATFC-II/CHLM/CLD1/ATGLK2/NA/LIL3:2/ACSF/ATG4/GUN4/NA/AtCLA1/ABAR/PSB29/CH-42/HEMG1/ATCAO/NTRC/ALB-1V",18
"GO:0046148","BP","GO:0046148","pigment biosynthetic process","21/593","149/22026",5.91466858096265e-10,4.85002823638937e-08,4.37062878298503e-08,"ATFC-II/PDE181/CHLM/ATGLK2/ATHST/NA/LIL3:2/PSY/ACSF/ATG4/GUN4/B2/NA/AtCLA1/ABAR/CH-42/HEMG1/ATCAO/NTRC/ABA1/ALB-1V",21
"GO:0042440","BP","GO:0042440","pigment metabolic process","23/593","181/22026",7.34593652447312e-10,5.64718870318871e-08,5.08899418438829e-08,"ATFC-II/PDE181/CHLM/ATGLK2/ATHST/NA/LIL3:2/PSY/ACSF/ATG4/GUN4/B2/NA/AtCLA1/ABAR/PSB29/CH-42/HEMG1/ATCAO/ATCRY1/NTRC/ABA1/ALB-1V",23
"GO:0043467","BP","GO:0043467","regulation of generation of precursor metabolites and energy","10/593","30/22026",3.43085718092053e-09,2.48232607796015e-07,2.23696136935561e-07,"YCF9/PGK1/ATCYP38/OEC33/PSAG/MSP-1/PSBY/PSBW/STN7/ATNSI",10
"GO:0042548","BP","GO:0042548","regulation of photosynthesis, light reaction","9/593","24/22026",6.37624502019311e-09,4.35710076379863e-07,3.92642456506629e-07,"YCF9/ATCYP38/OEC33/PSAG/MSP-1/PSBY/PSBW/STN7/ATNSI",9
"GO:0010027","BP","GO:0010027","thylakoid membrane organization","12/593","51/22026",7.9061464463842e-09,5.11818954160661e-07,4.61228377176873e-07,"SCY1/PGK1/EDA3/RIQ1/ANU7/EMB2797/APG3/SECE1/PSB29/FZL/ALB3/PTAC4",12
"GO:0009668","BP","GO:0009668","plastid membrane organization","12/593","58/22026",3.74024911151399e-08,2.19896010426372e-06,1.98160461257142e-06,"SCY1/PGK1/EDA3/RIQ1/ANU7/EMB2797/APG3/SECE1/PSB29/FZL/ALB3/PTAC4",12
"GO:0009658","BP","GO:0009658","chloroplast organization","24/593","240/22026",3.81823604443586e-08,2.19896010426372e-06,1.98160461257142e-06,"EMB2279/AtPHOT2/EMB3103/mTERF10/EMB3114/AtCEST/SGRL/ATSULA/NA/RIQ1/ATGLK2/CSP41A/PAB/ACSF/APG3/ATCNFU3/CURT1A/GDC1/RNE/NA/CURT1B/AtCGL160/ATCOL2/MSL3",24
"GO:1901259","BP","GO:1901259","chloroplast rRNA processing","8/593","21/22026",3.93309937347983e-08,2.19896010426372e-06,1.98160461257142e-06,"NA/NA/ATRBP31/CP29/CP33/NA/RNE/NA",8
"GO:0010109","BP","GO:0010109","regulation of photosynthesis","10/593","42/22026",1.25588168755501e-07,6.71623685083766e-06,6.05237261782803e-06,"YCF9/ATCYP38/PPH1/OEC33/PSAG/MSP-1/PSBY/PSBW/STN7/ATNSI",10
"GO:0009768","BP","GO:0009768","photosynthesis, light harvesting in photosystem I","8/593","24/22026",1.32353970661033e-07,6.78314099637796e-06,6.11266364500299e-06,"LHCA2*1/AB140/LHCB4.1/LHCB5/LHCB4.2/LHCA2/LHB1B2/LHCB2",8
"GO:0010207","BP","GO:0010207","photosystem II assembly","8/593","28/22026",5.08566624719016e-07,2.50214779361756e-05,2.25482381401736e-05,"ATCYP38/PSBR/PSB29/OEC33/LPA3/NA/MSP-1/LHCB5",8
"GO:0009642","BP","GO:0009642","response to light intensity","17/593","150/22026",6.40259806968068e-07,3.02892139450278e-05,2.72952865075861e-05,"AtMYB60/ATF1/HRT/SPPA/FdC1/ATF2/SEP1/abc1k8/OEC33/MSP-1/APE2/PSBY/LHCA2/STN7/ATCRY1/AtSOD2/LHCB2",17
"GO:0045454","BP","GO:0045454","cell redox homeostasis","11/593","75/22026",5.04898326219282e-06,0.000230009237499895,0.000207274049711074,"ATHM1/Aty2/ATF1/ATF2/ATHM2/PSBY/2-Cys/ATCDSP32/NTRC/TrxL2.1/CBSX2",11
"GO:0010275","BP","GO:0010275","NAD(P)H dehydrogenase complex assembly","5/593","11/22026",5.61754319438198e-06,0.000246770647467494,0.000222378683597151,"CRR6/CRR23/CRR9/NDH-M/NdhN",5
"GO:0010206","BP","GO:0010206","photosystem II repair","5/593","12/22026",9.41658667991778e-06,0.00039939315918272,0.000359915273101758,"DEG5/MPH2/LQY1/AtTLP18.3/DEG1",5
"GO:0010196","BP","GO:0010196","nonphotochemical quenching","5/593","15/22026",3.33851084202043e-05,0.0013246349469952,0.0011937018392691,"RIQ1/BSF/LHCB5/NA/PIFI",5
"GO:1990066","BP","GO:1990066","energy quenching","5/593","15/22026",3.33851084202043e-05,0.0013246349469952,0.0011937018392691,"RIQ1/BSF/LHCB5/NA/PIFI",5
"GO:0009644","BP","GO:0009644","response to high light intensity","9/593","61/22026",3.48222743357174e-05,0.00133848116977914,0.00120617943669442,"FdC1/SEP1/abc1k8/OEC33/MSP-1/PSBY/LHCA2/ATCRY1/LHCB2",9
"GO:0034599","BP","GO:0034599","cellular response to oxidative stress","10/593","79/22026",5.03345496106236e-05,0.00187610594003233,0.00169066286251951,"APX6/TAPX/abc1k8/APX4/AtOxR/ATCCS/NA/ATCRY1/NTRC/AtSOD2",10
"GO:0048564","BP","GO:0048564","photosystem I assembly","5/593","18/22026",8.90764564668979e-05,0.00322247180747895,0.00290394763652147,"AtCEST/EDA3/ATCNFU3/PDE329/PPD1",5
"GO:0062197","BP","GO:0062197","cellular response to chemical stress","12/593","126/22026",0.000155313960348458,0.00530656031190564,0.00478203509493936,"LecRK-I.3/mTERF10/APX6/TAPX/abc1k8/APX4/AtOxR/ATCCS/NA/ATCRY1/NTRC/AtSOD2",12
"GO:0072593","BP","GO:0072593","reactive oxygen species metabolic process","12/593","126/22026",0.000155313960348458,0.00530656031190564,0.00478203509493936,"HCF106/APX6/TAPX/PSB29/APX4/2-Cys/ATCCS/NA/ATCRY1/NTRC/AtSOD2/LHCB2",12
"GO:0009814","BP","GO:0009814","defense response, incompatible interaction","16/593","208/22026",0.000172375134831664,0.00573030853629587,0.00516389806480064,"CBRLK1/NA/RPS5/DIR1-like/ATBCA1/NdhN/ATLFNR2/NIMIN-3/FZL/BAL/RPP5/ADR2/ACP4/CLB4/ATCRY1/RPP4",16
"GO:0045087","BP","GO:0045087","innate immune response","23/593","372/22026",0.000207899734930537,0.00672938615696213,0.00606422218509296,"CBRLK1/NA/RPS4/RPS5/DIR1-like/NA/HRT/ATRBP31/ATBCA1/NdhN/NA/ATLFNR2/NIMIN-3/FZL/LAZ5/BAL/RPP5/ADR2/ACP4/CLB4/ATCRY1/SOC3/RPP4",23
"GO:0010189","BP","GO:0010189","vitamin E biosynthetic process","4/593","13/22026",0.000306379376572921,0.00942116582961732,0.0084899337771391,"APG1/LIL3:2/NA/VTE5",4
"GO:0042360","BP","GO:0042360","vitamin E metabolic process","4/593","13/22026",0.000306379376572921,0.00942116582961732,0.0084899337771391,"APG1/LIL3:2/NA/VTE5",4
"GO:0006955","BP","GO:0006955","immune response","23/593","388/22026",0.000378458044647635,0.0113537413394291,0.0102314844932981,"CBRLK1/NA/RPS4/RPS5/DIR1-like/NA/HRT/ATRBP31/ATBCA1/NdhN/NA/ATLFNR2/NIMIN-3/FZL/LAZ5/BAL/RPP5/ADR2/ACP4/CLB4/ATCRY1/SOC3/RPP4",23
"GO:0006775","BP","GO:0006775","fat-soluble vitamin metabolic process","4/593","14/22026",0.000419826988466361,0.0120090045538052,0.0108219784297449,"APG1/LIL3:2/NA/VTE5",4
"GO:0042362","BP","GO:0042362","fat-soluble vitamin biosynthetic process","4/593","14/22026",0.000419826988466361,0.0120090045538052,0.0108219784297449,"APG1/LIL3:2/NA/VTE5",4
"GO:0016109","BP","GO:0016109","tetraterpenoid biosynthetic process","5/593","26/22026",0.000572301176056521,0.0153028357945548,0.0137902319997143,"PDE181/ATHST/PSY/B2/ABA1",5
"GO:0016117","BP","GO:0016117","carotenoid biosynthetic process","5/593","26/22026",0.000572301176056521,0.0153028357945548,0.0137902319997143,"PDE181/ATHST/PSY/B2/ABA1",5
"GO:0030091","BP","GO:0030091","protein repair","5/593","26/22026",0.000572301176056521,0.0153028357945548,0.0137902319997143,"DEG5/MPH2/LQY1/AtTLP18.3/DEG1",5
"GO:0009817","BP","GO:0009817","defense response to fungus, incompatible interaction","7/593","54/22026",0.000584999707907026,0.0153095668239498,0.0137962977027122,"NA/ATBCA1/NdhN/ATLFNR2/RPP5/ADR2/RPP4",7
"GO:0002376","BP","GO:0002376","immune system process","24/593","429/22026",0.000651549332933956,0.0163552179491585,0.0147385917847359,"CBRLK1/NA/RPS4/RPS5/DIR1-like/NA/HRT/AGO3/ATRBP31/ATBCA1/NdhN/NA/ATLFNR2/NIMIN-3/FZL/LAZ5/BAL/RPP5/ADR2/ACP4/CLB4/ATCRY1/SOC3/RPP4",24
"GO:0009409","BP","GO:0009409","response to cold","24/593","429/22026",0.000651549332933956,0.0163552179491585,0.0147385917847359,"AtMYB60/CHS3/PGK1/NA/RBCS1A/ATHM1/ATNRP1/HCF106/AOR/cfbp1/ATRBP31/CP29/ATBCA1/NA/TAPX/ATPD/2-Cys/AtRbcX1/LHCA2/EMB2728/STMP2/LHCB2/AGL20/RPP4",24
"GO:0042744","BP","GO:0042744","hydrogen peroxide catabolic process","5/593","27/22026",0.000686951878863581,0.0168990162200441,0.0152286384935442,"APX6/TAPX/APX4/2-Cys/NTRC",5
"GO:0019253","BP","GO:0019253","reductive pentose-phosphate cycle","4/593","16/22026",0.000731306284597334,0.0176373868638181,0.0158940251327346,"PGK1/GAPA-2/cfbp1/EMB2728",4
"GO:0019685","BP","GO:0019685","photosynthesis, dark reaction","4/593","17/22026",0.00093608182261667,0.0221419354195866,0.0199533230610396,"PGK1/GAPA-2/cfbp1/EMB2728",4
"GO:0006006","BP","GO:0006006","glucose metabolic process","6/593","44/22026",0.00109815915664735,0.0254855804278536,0.0229664665729823,"AtFBA5/PGK1/GAPA-2/cfbp1/NA/G6PD1",6
"GO:1901401","BP","GO:1901401","regulation of tetrapyrrole metabolic process","5/593","30/22026",0.00113461011387851,0.0258438970383438,0.023289365495401,"ATGLK2/NA/LIL3:2/ACSF/NTRC",5
"GO:0015977","BP","GO:0015977","carbon fixation","4/593","18/22026",0.00117808335580232,0.0263462277752156,0.023742043515021,"PGK1/GAPA-2/cfbp1/EMB2728",4
"GO:0034644","BP","GO:0034644","cellular response to UV","4/593","19/22026",0.00146071317255824,0.0320835214686898,0.0289122362914252,"NA/SEP1/ADR2/AtSOD2",4
"GO:0019725","BP","GO:0019725","cellular homeostasis","17/593","278/22026",0.00151245594142967,0.0326372071571666,0.0294111930992695,"COPT2/GDPDL1/ATHM1/Aty2/ATF1/ATF2/ATHM2/PSBY/2-Cys/ATCDSP32/ATCCS/ATCRY1/NTRC/TrxL2.1/MICU/CBSX2/AtVTL5",17
"GO:0032544","BP","GO:0032544","plastid translation","4/593","20/22026",0.00178735339751588,0.0379042186024919,0.0341575885223996,"CSP41A/BSF/APG3/PSRP5",4
"GO:0016108","BP","GO:0016108","tetraterpenoid metabolic process","5/593","34/22026",0.00202791436840921,0.0415722445523889,0.0374630496479807,"PDE181/ATHST/PSY/B2/ABA1",5
"GO:0016116","BP","GO:0016116","carotenoid metabolic process","5/593","34/22026",0.00202791436840921,0.0415722445523889,0.0374630496479807,"PDE181/ATHST/PSY/B2/ABA1",5
"GO:0061024","BP","GO:0061024","membrane organization","16/593","265/22026",0.00233511495447247,0.0470851048196908,0.042430993046756,"PICALM2b/SCY1/PGK1/EDA3/RIQ1/ANU7/EMB2797/APG3/CURT1A/SECE1/CURT1B/PSB29/FZL/ALB3/PTAC4/ARV1",16
"GO:0042743","BP","GO:0042743","hydrogen peroxide metabolic process","6/593","51/22026",0.00239105932095473,0.0474355316899084,0.0427467820876966,"APX6/TAPX/APX4/2-Cys/ATCRY1/NTRC",6
"GO:0010380","BP","GO:0010380","regulation of chlorophyll biosynthetic process","4/593","22/22026",0.00258600142105928,0.0504885991730621,0.0454980701148776,"ATGLK2/NA/LIL3:2/NTRC",4
"GO:0010205","BP","GO:0010205","photoinhibition","3/593","11/22026",0.00272593366705268,0.0515830524688431,0.0464843425328984,"OEC33/MSP-1/PSBY",3
"GO:0043155","BP","GO:0043155","negative regulation of photosynthesis, light reaction","3/593","11/22026",0.00272593366705268,0.0515830524688431,0.0464843425328984,"OEC33/MSP-1/PSBY",3
"GO:0031425","BP","GO:0031425","chloroplast RNA processing","4/593","23/22026",0.00306454067215163,0.0554321327462721,0.0499529617302734,"EMB2279/PPR_66/CP33/RNE",4
"GO:0043487","BP","GO:0043487","regulation of RNA stability","4/593","23/22026",0.00306454067215163,0.0554321327462721,0.0499529617302734,"BSF/ATRBP31/CP29/ATCTH",4
"GO:1901463","BP","GO:1901463","regulation of tetrapyrrole biosynthetic process","4/593","23/22026",0.00306454067215163,0.0554321327462721,0.0499529617302734,"ATGLK2/NA/LIL3:2/NTRC",4
"GO:0030388","BP","GO:0030388","fructose 1,6-bisphosphate metabolic process","3/593","12/22026",0.0035623406289983,0.0632594139426659,0.0570065578790134,"AtFBA5/cfbp1/NA",3
"GO:0009638","BP","GO:0009638","phototropism","4/593","24/22026",0.0036001292487696,0.0632594139426659,0.0570065578790134,"AtPHOT2/NA/PKS4/ATCRY1",4
"GO:0006094","BP","GO:0006094","gluconeogenesis","4/593","25/22026",0.00419584434953295,0.0726885711257117,0.0655036931068673,"AtFBA5/PGK1/cfbp1/NA",4
"GO:0018904","BP","GO:0018904","ether metabolic process","3/593","13/22026",0.00453912900472592,0.0744417156775051,0.0670835486593178,"ATHM1/Aty2/ATHM2",3
"GO:0019430","BP","GO:0019430","removal of superoxide radicals","3/593","13/22026",0.00453912900472592,0.0744417156775051,0.0670835486593178,"ATCCS/NTRC/AtSOD2",3
"GO:0071450","BP","GO:0071450","cellular response to oxygen radical","3/593","13/22026",0.00453912900472592,0.0744417156775051,0.0670835486593178,"ATCCS/NTRC/AtSOD2",3
"GO:0071451","BP","GO:0071451","cellular response to superoxide","3/593","13/22026",0.00453912900472592,0.0744417156775051,0.0670835486593178,"ATCCS/NTRC/AtSOD2",3
"GO:0031324","BP","GO:0031324","negative regulation of cellular metabolic process","24/593","499/22026",0.00472444092903481,0.0764613466146423,0.0689035498375853,"HTA4/FMA/ATOFP15/ATOFP5/DRT112/BSF/HON4/HCF107/GRXC11/ATRBP31/CP29/FIP/OEC33/MSP-1/ROXY10/PSBY/HLH1/NA/NF-YC4/NOT9c/APRR5/ANAC083/ATCTH/NA",24
"GO:1905156","BP","GO:1905156","negative regulation of photosynthesis","3/593","14/22026",0.00566257500916035,0.0904541202761979,0.0815132123669973,"OEC33/MSP-1/PSBY",3
"GO:0044093","BP","GO:0044093","positive regulation of molecular function","10/593","145/22026",0.00596952062472686,0.0941347483130005,0.0848300299303291,"ATHM1/Aty2/ATF1/GUN4/NA/ATF2/ATHM2/ATCRY1/NTRC/ATXRCC1",10
"GO:0042742","BP","GO:0042742","defense response to bacterium","22/593","455/22026",0.0062711073979211,0.0967764315920451,0.0872105968903924,"DM2h/CBRLK1/CSA1/LecRK-I.3/RPS4/RPS5/CRK22/LecRK-V.9/ATCYP38/TROL/BETA/ATBCA1/ATPD/ATLFNR2/MSP-1/2-Cys/OE23/FZL/APD1/BAL/ATCRY1/STMP2",22
"GO:0019319","BP","GO:0019319","hexose biosynthetic process","4/593","28/22026",0.00637308208045175,0.0967764315920451,0.0872105968903924,"AtFBA5/PGK1/cfbp1/NA",4
"GO:0090056","BP","GO:0090056","regulation of chlorophyll metabolic process","4/593","28/22026",0.00637308208045175,0.0967764315920451,0.0872105968903924,"ATGLK2/NA/LIL3:2/NTRC",4
"GO:0010114","BP","GO:0010114","response to red light","6/593","63/22026",0.00688498732055689,0.100398835873241,0.090474945806181,"CSA1/HCF107/ATCRY1/ABA1/LHCB2/APRR5",6
"GO:0000303","BP","GO:0000303","response to superoxide","3/593","15/22026",0.00693813093432964,0.100398835873241,0.090474945806181,"ATCCS/NTRC/AtSOD2",3
"GO:0000305","BP","GO:0000305","response to oxygen radical","3/593","15/22026",0.00693813093432964,0.100398835873241,0.090474945806181,"ATCCS/NTRC/AtSOD2",3
"GO:1903426","BP","GO:1903426","regulation of reactive oxygen species biosynthetic process","3/593","15/22026",0.00693813093432964,0.100398835873241,0.090474945806181,"HCF106/PSB29/LHCB2",3
"GO:0043085","BP","GO:0043085","positive regulation of catalytic activity","9/593","127/22026",0.00747689941834262,0.106116391589784,0.0956273515995228,"ATHM1/Aty2/ATF1/GUN4/NA/ATF2/ATHM2/NTRC/ATXRCC1",9
"GO:0071214","BP","GO:0071214","cellular response to abiotic stimulus","12/593","198/22026",0.0075920670405699,0.106116391589784,0.0956273515995228,"LecRK-I.3/PKS4/NA/mTERF10/ATSIG6/AFL1/SIG4/SEP1/AtOxR/ADR2/ATCRY1/AtSOD2",12
"GO:0104004","BP","GO:0104004","cellular response to environmental stimulus","12/593","198/22026",0.0075920670405699,0.106116391589784,0.0956273515995228,"LecRK-I.3/PKS4/NA/mTERF10/ATSIG6/AFL1/SIG4/SEP1/AtOxR/ADR2/ATCRY1/AtSOD2",12
"GO:0010257","BP","GO:0010257","NADH dehydrogenase complex assembly","4/593","30/22026",0.00817710507694086,0.110706283372575,0.0997635570315118,"CRR23/CRR9/NDH-M/NdhN",4
"GO:0071482","BP","GO:0071482","cellular response to light stimulus","8/593","107/22026",0.00835668784590785,0.110706283372575,0.0997635570315118,"PKS4/NA/ATSIG6/SIG4/SEP1/ADR2/ATCRY1/AtSOD2",8
"GO:0006801","BP","GO:0006801","superoxide metabolic process","3/593","16/22026",0.00837047508426787,0.110706283372575,0.0997635570315118,"ATCCS/NTRC/AtSOD2",3
"GO:0032365","BP","GO:0032365","intracellular lipid transport","3/593","16/22026",0.00837047508426787,0.110706283372575,0.0997635570315118,"ABCD2/PDE320/ARV1",3
"GO:0070071","BP","GO:0070071","proton-transporting two-sector ATPase complex assembly","3/593","16/22026",0.00837047508426787,0.110706283372575,0.0997635570315118,"PAB/AtCGLD11/AtCGL160",3
"GO:0043269","BP","GO:0043269","regulation of ion transport","5/593","48/22026",0.00917581246877217,0.120066482304146,0.108198550163685,"ATCBL10/AtPHOT2/AtGDU5/ATMYB59/ATCRY1",5
"GO:0031330","BP","GO:0031330","negative regulation of cellular catabolic process","3/593","17/22026",0.0099635593546217,0.126776021282995,0.114244886958488,"BSF/ATRBP31/CP29",3
"GO:2000904","BP","GO:2000904","regulation of starch metabolic process","3/593","17/22026",0.0099635593546217,0.126776021282995,0.114244886958488,"MFP1/NTRC/NF-YC4",3
"GO:0017148","BP","GO:0017148","negative regulation of translation","5/593","49/22026",0.00999778379223617,0.126776021282995,0.114244886958488,"DRT112/FIP/NA/NOT9c/ATCTH",5
"GO:0009637","BP","GO:0009637","response to blue light","7/593","89/22026",0.0101905629881098,0.127901964034439,0.115259536267235,"AtPHOT2/AtMYB60/NA/PKS4/HRT/ATSIG6/ATCRY1",7
"GO:0009895","BP","GO:0009895","negative regulation of catabolic process","3/593","18/22026",0.0117206545543856,0.140797667194159,0.126880567869448,"BSF/ATRBP31/CP29",3
"GO:0016119","BP","GO:0016119","carotene metabolic process","3/593","18/22026",0.0117206545543856,0.140797667194159,0.126880567869448,"PDE181/B2/CCD4",3
"GO:0055070","BP","GO:0055070","copper ion homeostasis","3/593","18/22026",0.0117206545543856,0.140797667194159,0.126880567869448,"COPT2/DRT112/ATCCS",3
"GO:1903959","BP","GO:1903959","regulation of anion transmembrane transport","3/593","18/22026",0.0117206545543856,0.140797667194159,0.126880567869448,"AtPHOT2/AtGDU5/ATCRY1",3
"GO:0034249","BP","GO:0034249","negative regulation of cellular amide metabolic process","5/593","51/22026",0.0117903737569093,0.140797667194159,0.126880567869448,"DRT112/FIP/NA/NOT9c/ATCTH",5
"GO:0071478","BP","GO:0071478","cellular response to radiation","8/593","114/22026",0.012004800465628,0.141979851660793,0.127945899699457,"PKS4/NA/ATSIG6/SIG4/SEP1/ADR2/ATCRY1/AtSOD2",8
"GO:0000302","BP","GO:0000302","response to reactive oxygen species","10/593","162/22026",0.0125378815283259,0.146306330695707,0.131844729330406,"APX6/TAPX/abc1k8/CLPR4/NA/APX4/ATCCS/ATCRY1/NTRC/AtSOD2",10
"GO:0006417","BP","GO:0006417","regulation of translation","8/593","115/22026",0.0126085130518252,0.146306330695707,0.131844729330406,"DRT112/CSP41A/BSF/HCF107/FIP/NA/NOT9c/ATCTH",8
"GO:0006081","BP","GO:0006081","cellular aldehyde metabolic process","5/593","52/22026",0.0127635450968834,0.146721125880062,0.132218524220544,"AtPLR1/NA/AtCLA1/ALDH3/CLB4",5
"GO:0034248","BP","GO:0034248","regulation of cellular amide metabolic process","8/593","118/22026",0.0145531908112266,0.165744673127859,0.149361695167852,"DRT112/CSP41A/BSF/HCF107/FIP/NA/NOT9c/ATCTH",8
"GO:0009645","BP","GO:0009645","response to low light intensity stimulus","3/593","20/22026",0.0157368124162951,0.177580543780211,0.160027653059959,"LHCA2/ATCRY1/LHCB2",3
"GO:0006979","BP","GO:0006979","response to oxidative stress","21/593","468/22026",0.0162345950061347,0.181532289614052,0.163588789870429,"AtOZF1/AtCEST/ATHM1/APX6/NDH18/TAPX/abc1k8/ATHM2/CLPR4/NA/APX4/2-Cys/AtOxR/ATCDSP32/ATCCS/NA/ATCRY1/NTRC/AtSOD2/NA/NA",21
