"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0071669","BP","GO:0071669","plant-type cell wall organization or biogenesis","44/1280","303/22026",1.94170131678238e-08,1.42598544704498e-06,1.25904001172415e-06,"XTH25/ATEPR1/GDPDL4/ANAC070/FLA6/ATCSLB05/RIC1/EXT6/EXT10/ATRGP1/ATRGP2/ATEXP18/EXT12/NA/PME46/AO1/CGR2/AtMSR2/ATHRGP1/NA/EXT13/COBL9/AtGXMT1/ATEXP7/XET/AT-EXP10/ATEXP17/ATEXT3/AT-EXP1/NA/TEB/ATEXP8/UGD2/ATSEB1/GAUT8/ATEXP4/IRX15/AtMAN7/RGP5/UGD3/ATFT1/GXM2/MIDD1/RGP4",44
"GO:0009259","BP","GO:0009259","ribonucleotide metabolic process","36/1280","222/22026",2.16328569021407e-08,1.48518224531058e-06,1.31130642000819e-06,"CER4/DHOASE/GAPCP-1/NA/iPGAM1/GAPCP-2/ASE1/NA/AtFBA3/AtMDD1/APT4/CTPS4/NA/PYR6/NA/MAB1/NA/iPGAM2/NA/ATP5/FAR5/PFK5/GAPC/NA/NA/NA/PGM/ENO1/NA/PGK/ENO2/AtFBA8/ATHXK1/IAR4/NA/NA",36
"GO:0009225","BP","GO:0009225","nucleotide-sugar metabolic process","16/1280","52/22026",2.18409153722144e-08,1.48518224531058e-06,1.31130642000819e-06,"GMD1/ATRGP1/ATMUM4/ATRGP2/ATUXS2/NRS/ER/UDG4/ATUXS3/ATRHM1/UGD2/UXS5/GER2/RGP5/AtUGP1/UGD3/RGP4",16
"GO:0045333","BP","GO:0045333","cellular respiration","27/1280","138/22026",2.30468273450363e-08,1.49755608313494e-06,1.32223160648309e-06,"AtVDAC-3/SDH2-3/AOX2/ACO3/NA/c-NAD-MDH2/SDH3-2/ATCS/SDH4/SDH6/ATPEPC1/NA/ATCYTC-A/NA/IDH-V/NA/AtKIN14h/SDH3-1/NA/IDH-I/SDH1-1/IDH-VI/NA/CI76/NA/NA/NDB2",27
"GO:0046939","BP","GO:0046939","nucleotide phosphorylation","18/1280","66/22026",2.4139514167072e-08,1.49755608313494e-06,1.32223160648309e-06,"GAPCP-1/iPGAM1/GAPCP-2/AtFBA3/NA/NA/iPGAM2/NA/PFK5/GAPC/NA/PGM/ENO1/PGK/ENO2/AtFBA8/ATHXK1/NA",18
"GO:0016052","BP","GO:0016052","carbohydrate catabolic process","37/1280","233/22026",2.44698706394597e-08,1.49755608313494e-06,1.32223160648309e-06,"AT-BETA-AMY/NA/RHS14/GAPCP-1/iPGAM1/GAPCP-2/PME46/AtFBA3/RHS12/MIOX1/ATPME3/NA/AtPME41/NA/NA/NA/PGD3/NA/NA/NA/ABI4/iPGAM2/NA/PFK5/GAPC/NA/PGM/PGD2/ENO1/PGK/ENO2/PLL18/AtFBA8/ATHXK1/NA/NA/NA",37
"GO:0046686","BP","GO:0046686","response to cadmium ion","45/1280","320/22026",3.59330840320385e-08,2.05339230635352e-06,1.81299400973766e-06,"TRA2/ATHSP23.6-MITO/GLT1/ATGSTU28/NA/AtTudor1/TKL2/CCoAOMT1/ATCIMS/ATRGP2/iPGAM1/SHM4/NA/mMDH1/AtFBA3/AtTudor2/PCK1/AtNIT3/ACO3/TBB7/HSC70-5/PGD3/ASP1/NA/LEA26/NA/G6PD5/mtLPD2/AtPCBER1/ATCS/AtGGCT2;1/NA/NA/iPGAM2/ATMS2/ANN1/AtHsp90-7/GAPC/NA/NA/TPPJ/ENO2/AtFBA8/NA/PGM3",45
"GO:0045229","BP","GO:0045229","external encapsulating structure organization","46/1280","331/22026",3.65594747799631e-08,2.05339230635352e-06,1.81299400973766e-06,"ATEPR1/GDPDL4/RIC1/NA/EXT6/ATXTH21/EXT10/RUBY/ATEXP18/EXT12/NA/PME46/CGR2/AtMSR2/ATHRGP1/NA/RHS12/EXT13/COBL9/ATEXP7/XET/AT-EXP10/ATEXP17/ATPME3/ATEXT3/AT-EXP1/AtPME41/NA/PAE11/NA/TEB/ATEXP8/UGD2/ATSEB1/GAUT8/ATEXP4/AtSWEET13/4CL3/ATSPS2F/CYP79B2/AtMAN7/PAE3/AtUGP1/UGD3/TMEM18/MIDD1",46
"GO:0009132","BP","GO:0009132","nucleoside diphosphate metabolic process","19/1280","75/22026",3.69073780553737e-08,2.05339230635352e-06,1.81299400973766e-06,"GAPCP-1/iPGAM1/GAPCP-2/AtFBA3/NA/PYR6/NA/iPGAM2/NA/PFK5/GAPC/NA/PGM/ENO1/PGK/ENO2/AtFBA8/ATHXK1/NA",19
"GO:0019693","BP","GO:0019693","ribose phosphate metabolic process","36/1280","231/22026",6.15916559374474e-08,3.32594942062216e-06,2.93656811590307e-06,"CER4/DHOASE/GAPCP-1/NA/iPGAM1/GAPCP-2/ASE1/NA/AtFBA3/AtMDD1/APT4/CTPS4/NA/PYR6/NA/MAB1/NA/iPGAM2/NA/ATP5/FAR5/PFK5/GAPC/NA/NA/NA/PGM/ENO1/NA/PGK/ENO2/AtFBA8/ATHXK1/IAR4/NA/NA",36
"GO:0009150","BP","GO:0009150","purine ribonucleotide metabolic process","32/1280","196/22026",1.10186495024844e-07,5.78006871044611e-06,5.10337450641383e-06,"CER4/GAPCP-1/NA/iPGAM1/GAPCP-2/ASE1/AtFBA3/AtMDD1/APT4/NA/NA/MAB1/NA/iPGAM2/NA/ATP5/FAR5/PFK5/GAPC/NA/NA/NA/PGM/ENO1/NA/PGK/ENO2/AtFBA8/ATHXK1/IAR4/NA/NA",32
"GO:0042594","BP","GO:0042594","response to starvation","32/1280","197/22026",1.24352155408238e-07,6.34195992582012e-06,5.59948302130661e-06,"NA/FEP3/FEP2/BHLH100/FEP1/BHLH038/BHLH039/ATSDI1/CBSX4/ALMT3/HHO1/NA/ATPRP3/PCK1/AHK4/AtNIT3/ATMGD3/BTS/BHLH101/ATFRD3/LSU1/AtPPsPase1/CEP5/NPC3/ATPEPC1/GRF3/ATSPX1/NA/LSU2/F6'H1/NA/AtUGP1",32
"GO:0044036","BP","GO:0044036","cell wall macromolecule metabolic process","30/1280","181/22026",1.94218307193401e-07,9.63742735154284e-06,8.50913778315329e-06,"ATXTH20/NA/ATXTH19/XTH25/GUX4/GDPDL4/NA/ATXTH21/AtXTH13/AtMSR2/AtXTH12/NA/ATXTH26/ATXTH14/AtGXMT1/ATXTH17/XET/XTH7/ATXTH18/NA/XTH8/GAUT8/EXGT-A4/IRX15/ATFUT3/ExAD/GALT6/ATFT1/GXM2/TBL31",30
"GO:0010431","BP","GO:0010431","seed maturation","19/1280","84/22026",2.57842055591439e-07,1.22485650590119e-05,1.08145798594647e-05,"AtSWEET15/ATPER1/AtCLO1/ATCRA1/ATEM6/SEIPIN1/ATNCED5/ATNCED9/CRC/AGP30/RGL2/NA/DOG18/CRB/SMP1/AIP1/ATM10/CYP707A1/RSL1",19
"GO:0010411","BP","GO:0010411","xyloglucan metabolic process","16/1280","61/22026",2.6018193752803e-07,1.22485650590119e-05,1.08145798594647e-05,"ATXTH20/ATXTH19/XTH25/ATXTH21/AtXTH13/AtXTH12/ATXTH26/ATXTH14/ATXTH17/XET/XTH7/ATXTH18/XTH8/EXGT-A4/ATFUT3/ATFT1",16
"GO:0006163","BP","GO:0006163","purine nucleotide metabolic process","33/1280","214/22026",2.77788567510818e-07,1.27504952487465e-05,1.12577472096489e-05,"CER4/GAPCP-1/NA/iPGAM1/GAPCP-2/ASE1/AtFBA3/AtMDD1/APT4/NA/PYR6/NA/MAB1/NA/iPGAM2/NA/ATP5/FAR5/PFK5/GAPC/NA/NA/NA/PGM/ENO1/NA/PGK/ENO2/AtFBA8/ATHXK1/IAR4/NA/NA",33
"GO:0019915","BP","GO:0019915","lipid storage","11/1280","29/22026",3.20192702162071e-07,1.43383853943796e-05,1.26597371329805e-05,"OLE1/AtCLO1/OLE2/OBAP1a/SEIPIN1/NA/OLEO3/NA/NA/OLE3/NA",11
"GO:0031669","BP","GO:0031669","cellular response to nutrient levels","29/1280","176/22026",3.51028807735645e-07,1.53449735953011e-05,1.35484802985688e-05,"NA/BHLH100/BHLH038/BHLH039/ATSDI1/CBSX4/ALMT3/HHO1/NA/AFB1/ATPRP3/PCK1/AHK4/AtNIT3/ATMGD3/BTS/BHLH101/ATFRD3/LSU1/AtPPsPase1/CEP5/NPC3/ATPEPC1/GRF3/ATSPX1/LSU2/NA/AtUGP1/AtNIP5;1",29
"GO:0031667","BP","GO:0031667","response to nutrient levels","34/1280","227/22026",3.72501738876862e-07,1.59049579669283e-05,1.40429052110249e-05,"NA/FEP3/FEP2/BHLH100/FEP1/BHLH038/BHLH039/ATSDI1/CBSX4/ALMT3/HHO1/NA/AFB1/ATPRP3/PCK1/AHK4/AtNIT3/ATMGD3/BTS/BHLH101/ATFRD3/LSU1/AtPPsPase1/CEP5/NPC3/ATPEPC1/GRF3/ATSPX1/NA/LSU2/F6'H1/NA/AtUGP1/AtNIP5;1",34
"GO:0042546","BP","GO:0042546","cell wall biogenesis","38/1280","271/22026",4.39114685821577e-07,1.83230582538276e-05,1.61779094776371e-05,"ATXTH20/ATXTH19/XTH25/GUX4/ANAC070/FLA6/ATCSLB05/RIC1/RHS8/ATXTH21/AtXTH13/ATRGP1/ATRGP2/AO1/CGR2/AtMSR2/AtXTH12/ATRAB-A2B/COBL9/ATXTH26/ATXTH14/AtGXMT1/ATXTH17/XET/XTH7/ATXTH18/ATHSGBP/XTH8/ATSEB1/GAUT8/EXGT-A4/IRX15/ATFUT3/RGP5/ATFT1/GXM2/TBL31/RGP4",38
"GO:1901657","BP","GO:1901657","glycosyl compound metabolic process","31/1280","200/22026",5.63510042212775e-07,2.29912097222812e-05,2.02995430411152e-05,"UF3GT/ATSDI1/BGLU19/FMOGS-OX6/ATNSP2/NSP4/BGLU22/GIS3/NA/NSH2/ASE1/NA/NA/IGMT5/NA/CYP79A2/AOP3/AHK4/AtNIT3/CYP81F3/APT4/DF1/ATSOT16/ATSOT18/IPMI1/FMO/ATLEUD1/FMO/ATMLP-470/BGLU15/BGLU34",31
"GO:0006790","BP","GO:0006790","sulfur compound metabolic process","47/1280","375/22026",5.87669367236575e-07,2.34556730053555e-05,2.07096298751562e-05,"ATSDI1/BGLU19/FMOGS-OX6/ATNSP2/NSP4/ATGSTU26/ATGSTU28/CER4/ATGSTU14/BGLU22/GIS3/ATCIMS/NA/IGMT5/NA/CYP79A2/AtMDD1/ATGSTU6/ATHMT-1/AOP3/ATGSTU25/ATGSTU27/MAT3/AtNIT3/CYP81F3/AtSAMS3/DF1/ATSOT16/AtGGCT2;1/MAB1/ATSOT18/IPMI1/ALX8/FMO/ATGSTU20/ATLEUD1/NA/CYP79B2/FMO/ATMLP-470/ATMS2/FAR5/NA/BGLU15/ATSAHH2/IAR4/BGLU34",47
"GO:0009267","BP","GO:0009267","cellular response to starvation","27/1280","161/22026",6.15407863953265e-07,2.40401880471956e-05,2.12257135607621e-05,"NA/BHLH100/BHLH038/BHLH039/ATSDI1/CBSX4/ALMT3/HHO1/NA/ATPRP3/PCK1/AHK4/AtNIT3/ATMGD3/BTS/BHLH101/ATFRD3/LSU1/AtPPsPase1/CEP5/NPC3/ATPEPC1/GRF3/ATSPX1/LSU2/NA/AtUGP1",27
"GO:0051552","BP","GO:0051552","flavone metabolic process","9/1280","20/22026",6.88571831248174e-07,2.58003649422785e-05,2.27798199811426e-05,"ATGSTF12/ATMYB12/UGT89C1/ATMUM4/CYP705A5/ATRHM1/ATFLS2/ATMYB11/ATMYB111",9
"GO:0051554","BP","GO:0051554","flavonol metabolic process","9/1280","20/22026",6.88571831248174e-07,2.58003649422785e-05,2.27798199811426e-05,"ATGSTF12/ATMYB12/UGT89C1/ATMUM4/CYP705A5/ATRHM1/ATFLS2/ATMYB11/ATMYB111",9
"GO:0009117","BP","GO:0009117","nucleotide metabolic process","38/1280","277/22026",7.6529040883566e-07,2.7004940707482e-05,2.38433715683536e-05,"CER4/DHOASE/GAPCP-1/NA/iPGAM1/GAPCP-2/ASE1/NA/AtFBA3/AtMDD1/ATTSO2/APT4/NA/CTPS4/NA/PYR6/NA/MAB1/NA/iPGAM2/NA/ATP5/FAR5/PFK5/GAPC/NA/NA/NA/PGM/ENO1/NA/PGK/ENO2/AtFBA8/ATHXK1/IAR4/NA/NA",38
"GO:0016143","BP","GO:0016143","S-glycoside metabolic process","23/1280","125/22026",7.79554388614677e-07,2.7004940707482e-05,2.38433715683536e-05,"ATSDI1/BGLU19/FMOGS-OX6/ATNSP2/NSP4/BGLU22/GIS3/IGMT5/NA/CYP79A2/AOP3/AtNIT3/CYP81F3/DF1/ATSOT16/ATSOT18/IPMI1/FMO/ATLEUD1/FMO/ATMLP-470/BGLU15/BGLU34",23
"GO:0019757","BP","GO:0019757","glycosinolate metabolic process","23/1280","125/22026",7.79554388614677e-07,2.7004940707482e-05,2.38433715683536e-05,"ATSDI1/BGLU19/FMOGS-OX6/ATNSP2/NSP4/BGLU22/GIS3/IGMT5/NA/CYP79A2/AOP3/AtNIT3/CYP81F3/DF1/ATSOT16/ATSOT18/IPMI1/FMO/ATLEUD1/FMO/ATMLP-470/BGLU15/BGLU34",23
"GO:0019760","BP","GO:0019760","glucosinolate metabolic process","23/1280","125/22026",7.79554388614677e-07,2.7004940707482e-05,2.38433715683536e-05,"ATSDI1/BGLU19/FMOGS-OX6/ATNSP2/NSP4/BGLU22/GIS3/IGMT5/NA/CYP79A2/AOP3/AtNIT3/CYP81F3/DF1/ATSOT16/ATSOT18/IPMI1/FMO/ATLEUD1/FMO/ATMLP-470/BGLU15/BGLU34",23
"GO:0044550","BP","GO:0044550","secondary metabolite biosynthetic process","28/1280","173/22026",8.07375878992658e-07,2.74507798857504e-05,2.42370146910077e-05,"TRA2/ANS/ATSDI1/FMOGS-OX6/CER4/CCoAOMT1/ATCHS/IGMT5/CYP79A2/ATPRR1/AOP3/ATPAL1/AtSAMS3/DAISY/AtPCBER1/ATSOT16/ATCAD7/ATSOT18/IPMI1/FMO/ATLEUD1/NA/CYP79B2/FMO/FAR5/F6'H1/AtTT8/LAC11",28
"GO:0010054","BP","GO:0010054","trichoblast differentiation","23/1280","127/22026",1.04156578195073e-06,3.47693595574827e-05,3.06987809417059e-05,"ATXIB/AtSFH1/ATCSLB05/NA/RHS8/MRH6/AtPRPL1/ARK1/AtDTX31/LRX1/ATPRP3/MRI/COBL9/ATEXP7/CAP1/DROP2/PIP5K3/PIP2;4/AGC1-6/AtRHD6/AAc1/ExAD/BST1",23
"GO:0006753","BP","GO:0006753","nucleoside phosphate metabolic process","38/1280","281/22026",1.09568732997386e-06,3.59228917470002e-05,3.17172648150329e-05,"CER4/DHOASE/GAPCP-1/NA/iPGAM1/GAPCP-2/ASE1/NA/AtFBA3/AtMDD1/ATTSO2/APT4/NA/CTPS4/NA/PYR6/NA/MAB1/NA/iPGAM2/NA/ATP5/FAR5/PFK5/GAPC/NA/NA/NA/PGM/ENO1/NA/PGK/ENO2/AtFBA8/ATHXK1/IAR4/NA/NA",38
"GO:0072521","BP","GO:0072521","purine-containing compound metabolic process","34/1280","238/22026",1.13695844191789e-06,3.66220298133551e-05,3.23345521801209e-05,"CER4/GAPCP-1/NA/NSH2/iPGAM1/GAPCP-2/ASE1/AtFBA3/AtMDD1/APT4/NA/PYR6/NA/MAB1/NA/iPGAM2/NA/ATP5/FAR5/PFK5/GAPC/NA/NA/NA/PGM/ENO1/NA/PGK/ENO2/AtFBA8/ATHXK1/IAR4/NA/NA",34
