"","gene","symbol","Description","Entrez"
"50","AT5G65470","AT5G65470","O-fucosyltransferase family protein(AT5G65470)",836672
"51","AT1G65920","AT1G65920","Regulator of chromosome condensation (RCC1) family with FYVE zinc finger domain-containing protein(AT1G65920)",842904
"52","AT1G76690","OPR2","12-oxophytodienoate reductase 2(OPR2)",844002
"53","AT1G62790","AT1G62790","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein(AT1G62790)",842578
"54","AT3G06860","MFP2","multifunctional protein 2(MFP2)",819870
"55","AT1G16850","AT1G16850","transmembrane protein(AT1G16850)",838256
"56","AT1G50630","AT1G50630","extracellular ligand-gated ion channel protein (DUF3537)(AT1G50630)",841485
"57","AT3G14380","AT3G14380","Uncharacterized protein family (UPF0497)(AT3G14380)",820659
"58","AT3G11210","CPRD49","SGNH hydrolase-type esterase superfamily protein(AT3G11210)",820291
"59","AT5G25460","AT5G25460","transmembrane protein, putative (Protein of unknown function, DUF642)(DGR2)",832620
"60","AT3G12610","DRT100","Leucine-rich repeat (LRR) family protein(DRT100)",820441
"61","AT4G14550","IAA14","indole-3-acetic acid inducible 14(IAA14)",827102
"62","AT2G38530","LTP2","lipid transfer protein 2(LTP2)",818435
"63","AT4G31330","AT4G31330","transmembrane protein, putative (Protein of unknown function, DUF599)(AT4G31330)",829260
"64","AT1G02940","GSTF5","glutathione S-transferase (class phi) 5(GSTF5)",839479
"65","AT3G11180","AT3G11180","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein(AT3G11180)",820289
"66","AT4G01630","EXPA17","expansin A17(EXPA17)",827983
"67","AT2G25810","TIP4-1","tonoplast intrinsic protein 4;1(TIP4;1)",817123
"68","AT2G43580","AT2G43580","Chitinase family protein(AT2G43580)",818960
"69","AT3G14520","TPS18","Terpenoid cyclases/Protein prenyltransferases superfamily protein(AT3G14520)",820677
"70","AT5G04120","IPSP","Phosphoglycerate mutase family protein(AT5G04120)",830290
"71","AT5G23220","NIC3","nicotinamidase 3(NIC3)",832386
"72","AT1G30690","PATL4","Sec14p-like phosphatidylinositol transfer family protein(AT1G30690)",839949
"73","AT4G19120","ERD3","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(ERD3)",827650
"74","AT1G53470","MSL4","mechanosensitive channel of small conductance-like 4(MSL4)",841782
"75","AT2G40610","EXPA8","expansin A8(EXPA8)",818656
"76","AT4G15160","DL3625W","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein(AT4G15160)",827182
"77","AT2G22470","AGP2","arabinogalactan protein 2(AGP2)",816779
"78","AT5G40730","AGP24","arabinogalactan protein 24(AGP24)",834073
"79","AT3G28345","ABCB15","ABC transporter family protein(ABCB15)",822463
"80","AT3G59220","PRN1","pirin(PRN)",825091
"81","AT2G21450","CHR34","chromatin remodeling 34(CHR34)",816684
"82","AT1G74670","GASA6","Gibberellin-regulated family protein(GASA6)",843806
"83","AT3G05640","AT3G05640","Protein phosphatase 2C family protein(AT3G05640)",819731
"84","AT4G25433","AT4G25433","peptidoglycan-binding LysM domain-containing protein(AT4G25433)",828647
"85","AT5G11930","GRXC10","Thioredoxin superfamily protein(AT5G11930)",831066
"86","AT1G18710","AtMYB47","myb domain protein 47(MYB47)",838453
"87","AT4G39210","APL3","Glucose-1-phosphate adenylyltransferase family protein(APL3)",830076
"88","AT2G02120","PDF2.1","Scorpion toxin-like knottin superfamily protein(PDF2.1)",814743
"89","AT5G52310","LTI78","low-temperature-responsive protein 78 (LTI78) / desiccation-responsive protein 29A (RD29A)(LTI78)",835307
"90","AT2G42540","COR15A","cold-regulated 15a(COR15A)",818854
"91","AT5G15960","KIN1","stress-responsive protein (KIN1) / stress-induced protein (KIN1)(KIN1)",831453
"92","AT1G20450","ERD10","Dehydrin family protein(ERD10)",838633
"93","AT5G44550","AT5G44550","Uncharacterized protein family (UPF0497)(AT5G44550)",834482
"94","AT3G08040","FRD3","MATE efflux family protein(FRD3)",819995
"95","AT5G05365","AT5G05365","Heavy metal transport/detoxification superfamily protein(AT5G05365)",5008200
"96","AT3G63060","EDL3","EID1-like 3(EDL3)",825481
"97","AT4G24380","AT4G24380","dihydrofolate reductase(AT4G24380)",828540
"98","AT1G53080","AT1G53080","Legume lectin family protein(AT1G53080)",841742
"99","AT2G40435","AT2G40435","transcription factor SCREAM-like protein(AT2G40435)",818637
"100","AT1G46480","WOX4","WUSCHEL related homeobox 4(WOX4)",841113
"101","AT5G50800","SWEET13","Nodulin MtN3 family protein(SWEET13)",835152
"102","AT1G67856","AT1G67856","RING/U-box superfamily protein(AT1G67856)",6240476
"103","AT1G73010","PS2","inorganic pyrophosphatase 1(PS2)",843632
"104","AT2G22500","PUMP5","uncoupling protein 5(UCP5)",816783
"105","AT1G70130","LECRK52","Concanavalin A-like lectin protein kinase family protein(AT1G70130)",843349
"106","AT4G38830","CRK26","cysteine-rich RLK (RECEPTOR-like protein kinase) 26(CRK26)",830038
"107","AT4G28550","AT4G28550","Ypt/Rab-GAP domain of gyp1p superfamily protein(AT4G28550)",828973
"108","AT3G04720","HEL","pathogenesis-related 4(PR4)",819632
"109","AT4G17940","AT4G17940","Tetratricopeptide repeat (TPR)-like superfamily protein(AT4G17940)",827519
"110","AT5G64990","RABH1A","RAB GTPase homolog H1A(RABH1a)",836623
"111","AT3G12500","CHI-B","basic chitinase(HCHIB)",820429
"112","AT5G62520","SRO5","similar to RCD one 5(SRO5)",836372
"113","AT2G21100","DIR23","Disease resistance-responsive (dirigent-like protein) family protein(AT2G21100)",816645
"114","AT4G20320","AT4G20320","CTP synthase family protein(AT4G20320)",827780
"115","AT1G25370","AT1G25370","hypothetical protein (DUF1639)(AT1G25370)",839122
"116","AT2G03760","SOT12","sulfotransferase 12(SOT12)",814903
"117","AT1G76040","CPK29","calcium-dependent protein kinase 29(CPK29)",843936
"118","AT4G16260","AT4G16260","Glycosyl hydrolase superfamily protein(AT4G16260)",827320
"119","AT2G37700","AT2G37700","Fatty acid hydroxylase superfamily(AT2G37700)",818347
"120","AT4G33020","ZIP9","ZIP metal ion transporter family(ZIP9)",829439
"121","AT1G19190","CXE1","alpha/beta-Hydrolases superfamily protein(AT1G19190)",838502
"122","AT5G42280","AT5G42280","Cysteine/Histidine-rich C1 domain family protein(AT5G42280)",834233
"123","AT2G03680","SPR1","spiral1(SPR1)",814896
"124","AT4G37980","CAD7","cinnamyl alcohol dehydrogenase 7(ELI3-1)",829954
"125","AT1G12845","AT1G12845","transmembrane protein(AT1G12845)",837841
"126","AT1G65840","PAO4","polyamine oxidase 4(PAO4)",842894
"127","AT5G63650","SRK2H","SNF1-related protein kinase 2.5(SNRK2.5)",836485
"128","AT1G15640","AT1G15640","transmembrane protein(AT1G15640)",838134
"129","AT1G70890","MLP43","MLP-like protein 43(MLP43)",843427
"130","AT3G45960","EXLA3","expansin-like A3(EXLA3)",823739
"131","AT1G69295","PDCB4","plasmodesmata callose-binding protein 4(PDCB4)",843261
"132","AT5G60460","AT5G60460","Preprotein translocase Sec, Sec61-beta subunit protein(AT5G60460)",28721282
"133","AT3G05790","LON4","lon protease 4(LON4)",819748
"134","AT2G43290","CML5","Calcium-binding EF-hand family protein(MSS3)",818931
"135","AT3G54200","AT3G54200","Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family(AT3G54200)",824587
"136","AT1G77450","anac032","NAC domain containing protein 32(NAC032)",844081
"137","AT5G51810","GA20OX2","gibberellin 20 oxidase 2(GA20OX2)",835256
"138","AT5G35525","PCR3","PLAC8 family protein(AT5G35525)",833517
"139","AT5G66590","AT5G66590","CAP (Cysteine-rich secretory proteins, Antigen 5, and Pathogenesis-related 1 protein) superfamily protein(AT5G66590)",836791
"140","AT1G09950","RAS1","RESPONSE TO ABA AND SALT 1(RAS1)",837529
"141","AT5G67280","RLK","receptor-like kinase(RLK)",836863
"142","AT2G42610","LSH10","LIGHT-DEPENDENT SHORT HYPOCOTYLS-like protein (DUF640)(LSH10)",818861
"143","AT4G24110","AT4G24110","NADP-specific glutamate dehydrogenase(AT4G24110)",828511
"144","AT1G78850","AT1G78850","D-mannose binding lectin protein with Apple-like carbohydrate-binding domain-containing protein(AT1G78850)",844222
"145","AT1G62045","AT1G62045","ankyrin repeat protein(AT1G62045)",842500
"146","AT3G05980","AT3G05980","hypothetical protein(AT3G05980)",819769
"147","AT2G40280","AT2G40280","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(AT2G40280)",818620
"148","AT3G27580","D6PKL3","Protein kinase superfamily protein(ATPK7)",822380
"149","AT3G54400","AT3G54400","Eukaryotic aspartyl protease family protein(AT3G54400)",824606
"150","AT5G50400","PAP27","purple acid phosphatase 27(PAP27)",835108
"151","AT4G24275","AT4G24275","hypothetical protein(AT4G24275)",828530
"152","AT5G26230","MAKR1","membrane-associated kinase regulator(MAKR1)",832692
"153","AT5G17380","HACL","Thiamine pyrophosphate dependent pyruvate decarboxylase family protein(AT5G17380)",831604
"154","AT5G61240","AT5G61240","Leucine-rich repeat (LRR) family protein(AT5G61240)",836245
"155","AT1G04680","AT1G04680","Pectin lyase-like superfamily protein(AT1G04680)",839452
"156","AT1G62800","ASP4","aspartate aminotransferase 4(ASP4)",842579
"157","AT3G44310","NIT1","nitrilase 1(NIT1)",823556
"158","AT3G50900","AT3G50900","hypothetical protein(AT3G50900)",824254
"159","AT1G02220","NAC003","NAC domain containing protein 3(NAC003)",839476
"160","AT1G15310","SRP-54A","signal recognition particle 54 kDa subunit(ATHSRP54A)",838100
"161","AT1G29290","AT1G29290","B-cell lymphoma 6 protein(AT1G29290)",28717277
"162","AT5G42930","AT5G42930","alpha/beta-Hydrolases superfamily protein(AT5G42930)",834305
"163","AT1G02360","AT1G02360","Chitinase family protein(AT1G02360)",837724
"164","AT5G01640","PRA1B5","prenylated RAB acceptor 1.B5(PRA1.B5)",831708
"165","AT3G08860","PYD4","PYRIMIDINE 4(PYD4)",820034
"166","AT5G11100","SYT4","Calcium-dependent lipid-binding (CaLB domain) family protein(SYTD)",830978
"167","AT5G49280","AT5G49280","hydroxyproline-rich glycoprotein family protein(AT5G49280)",834988
"168","AT2G31680","RABA5D","RAB GTPase homolog A5D(RABA5d)",817724
"169","AT5G12880","AT5G12880","proline-rich family protein(AT5G12880)",831128
"170","AT1G17810","TIP3-2","beta-tonoplast intrinsic protein(BETA-TIP)",838359
"171","AT1G55440","AT1G55440","Cysteine/Histidine-rich C1 domain family protein(AT1G55440)",841991
"172","AT2G37290","AT2G37290","Ypt/Rab-GAP domain of gyp1p superfamily protein(AT2G37290)",818306
"173","AT3G05390","AT3G05390","S-adenosyl-L-methionine-dependent methyltransferase(AT3G05390)",819703
"174","AT1G05660","AT1G05660","Pectin lyase-like superfamily protein(AT1G05660)",837073
"175","AT1G79180","ATMYB63","myb domain protein 63(MYB63)",844259
"176","AT1G54860","AT1G54860","Glycoprotein membrane precursor GPI-anchored(AT1G54860)",841925
"177","AT2G20560","AT2G20560","DNAJ heat shock family protein(AT2G20560)",816578
"178","AT4G11910","SGR2","STAY-GREEN-like protein(AT4G11910)",826798
"179","AT1G01480","ACS2","1-amino-cyclopropane-1-carboxylate synthase 2(ACS2)",837082
"180","AT1G59940","ARR3","response regulator 3(ARR3)",842288
"181","AT4G32000","AT4G32000","Protein kinase superfamily protein(AT4G32000)",829331
"182","AT5G41830","AT5G41830","RNI-like superfamily protein(AT5G41830)",834188
"183","AT2G43150","AT2G43150","Proline-rich extensin-like family protein(AT2G43150)",818917
"184","AT4G22460","AT4G22460","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein(AT4G22460)",828341
"185","AT5G35935","AT5G35935","hypothetical protein(AT5G35935)",3771313
"186","AT4G24220","VEP1","NAD(P)-binding Rossmann-fold superfamily protein(VEP1)",828523
"187","AT1G70230","AXY4","TRICHOME BIREFRINGENCE-LIKE 27(TBL27)",843359
"188","AT3G16180","NPF1.1","Major facilitator superfamily protein(AT3G16180)",820864
"189","AT5G20670","AT5G20670","DUF1677 family protein (DUF1677)(AT5G20670)",832190
"190","AT5G21105","AT5G21105","Plant L-ascorbate oxidase(AT5G21105)",832235
"191","AT5G21280","AT5G21280","hydroxyproline-rich glycoprotein family protein(AT5G21280)",832258
"192","AT5G05290","EXPA2","expansin A2(EXPA2)",830411
"193","AT5G65170","AT5G65170","VQ motif-containing protein(AT5G65170)",836641
"194","AT5G67020","AT5G67020","hypothetical protein(AT5G67020)",836837
"195","AT3G45530","AT3G45530","Cysteine/Histidine-rich C1 domain family protein(AT3G45530)",823694
"196","AT3G59850","AT3G59850","Pectin lyase-like superfamily protein(AT3G59850)",825155
"197","AT2G18980","PER16","Peroxidase superfamily protein(AT2G18980)",816415
"198","AT3G44190","AT3G44190","FAD/NAD(P)-binding oxidoreductase family protein(AT3G44190)",823541
"199","AT2G35210","AGD10","root and pollen arfgap(RPA)",818088
"200","AT5G24090","CHIB1","chitinase A(CHIA)",832474
"201","AT3G54030","AT3G54030","kinase with tetratricopeptide repeat domain-containing protein(BSK6)",824570
"202","AT5G04870","CPK1","calcium dependent protein kinase 1(CPK1)",830366
"203","AT5G16590","LRR1","Leucine-rich repeat protein kinase family protein(AT5G16590)",831521
"204","AT3G23820","GAE6","UDP-D-glucuronate 4-epimerase 6(GAE6)",821965
"205","AT3G52500","AT3G52500","Eukaryotic aspartyl protease family protein(AT3G52500)",824415
"206","AT1G67330","AT1G67330","glucuronoxylan 4-O-methyltransferase-like protein (DUF579)(AT1G67330)",843054
"207","AT1G31770","ABCG14","ATP-binding cassette 14(ABCG14)",840064
"208","AT2G19760","PRO1","profilin 1(PRF1)",816495
"209","AT5G38790","AT5G38790","hypothetical protein(AT5G38790)",833870
"210","AT2G47260","WRKY23","WRKY DNA-binding protein 23(WRKY23)",819339
"211","AT1G62440","LRX2","leucine-rich repeat/extensin 2(LRX2)",842542
"212","AT4G02290","AtGH9B13","glycosyl hydrolase 9B13(GH9B13)",828080
"213","AT1G66450","AT1G66450","Cysteine/Histidine-rich C1 domain family protein(AT1G66450)",842963
"214","AT1G16858","CPuORF55",NA,NA
"215","AT2G29390","SMO2-1","sterol 4-alpha-methyl-oxidase 2-2(SMO2-2)",817488
"216","AT3G24450","AT3G24450","Heavy metal transport/detoxification superfamily protein(AT3G24450)",822035
"217","AT2G26870","NPC2","non-specific phospholipase C2(NPC2)",817228
"218","AT5G09810","ACT7","actin 7(ACT7)",830841
"219","AT3G01930","AT3G01930","Major facilitator superfamily protein(AT3G01930)",821218
"220","AT5G11740","AGP15","arabinogalactan protein 15(AGP15)",831046
"221","AT5G40382","AT5G40382","Cytochrome c oxidase subunit Vc family protein(AT5G40382)",6241321
"222","AT3G01900","CYP94B2","cytochrome P450, family 94, subfamily B, polypeptide 2(CYP94B2)",821263
"223","AT5G26010","AT5G26010","Protein phosphatase 2C family protein(AT5G26010)",832670
"224","AT2G43340","AT2G43340","hypothetical protein (DUF1685)(AT2G43340)",818935
"225","AT3G15115","AT3G15115","serine/arginine repetitive matrix protein(AT3G15115)",820742
"226","AT5G56540","AGP14","arabinogalactan protein 14(AGP14)",835755
"227","AT5G01330","PDC3","pyruvate decarboxylase-3(PDC3)",831414
"228","AT5G22310","AT5G22310","trichohyalin-like protein(AT5G22310)",832291
"229","AT2G28690","AT2G28690","TOX high mobility group box protein, putative (DUF1635)(AT2G28690)",817418
"230","AT2G34300","AT2G34300","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(AT2G34300)",817991
"231","AT5G24100","AT5G24100","Leucine-rich repeat protein kinase family protein(AT5G24100)",832475
"232","AT2G19570","CDA1","cytidine deaminase 1(CDA1)",816476
"233","AT3G49570","LSU3","response to low sulfur 3(LSU3)",824119
"234","AT2G18150","PER15","Peroxidase superfamily protein(AT2G18150)",816328
"235","AT5G19720","AT5G19720","Ribosomal protein L25/Gln-tRNA synthetase, anti-codon-binding domain-containing protein(AT5G19720)",832092
"236","AT2G39530","AT2G39530","Uncharacterized protein family (UPF0497)(AT2G39530)",818538
"237","AT1G05710","AT1G05710","basic helix-loop-helix (bHLH) DNA-binding superfamily protein(AT1G05710)",837078
"238","AT5G38530","TSBtype2","tryptophan synthase beta type 2(TSBtype2)",833841
"239","AT5G24600","AT5G24600","TRP-like ion channel protein (Protein of unknown function, DUF599)(AT5G24600)",832531
"240","AT5G04010","NSFBX","F-box family protein(AT5G04010)",830280
"241","AT1G54870","AT1G54870","NAD(P)-binding Rossmann-fold superfamily protein(AT1G54870)",841926
"242","AT2G23240","AT2G23240","Plant EC metallothionein-like protein, family 15(AtMT4b)",816856
"243","AT1G22210","TPPC","Haloacid dehalogenase-like hydrolase (HAD) superfamily protein(TPPC)",838826
"244","AT5G60350","AT5G60350","hypothetical protein(AT5G60350)",836157
"245","AT5G40590","AT5G40590","Cysteine/Histidine-rich C1 domain family protein(AT5G40590)",834057
"246","AT2G28420","AT2G28420","Lactoylglutathione lyase / glyoxalase I family protein(GLYI8)",817390
"247","AT4G12510","AT4G12510","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein(AT4G12510)",826863
"248","AT2G31083","CLE5","CLAVATA3/ESR-RELATED 5(CLE5)",817663
"249","AT2G42570","TBL39","TRICHOME BIREFRINGENCE-LIKE 39(TBL39)",818857
"250","AT3G48280","CYP71A25","cytochrome P450, family 71, subfamily A, polypeptide 25(CYP71A25)",823986
"251","AT3G20300","AT3G20300","extracellular ligand-gated ion channel protein (DUF3537)(AT3G20300)",821574
"252","AT4G30280","XTH18","xyloglucan endotransglucosylase/hydrolase 18(XTH18)",829151
"253","AT1G23720","AT1G23720","Proline-rich extensin-like family protein(AT1G23720)",838982
"254","AT1G26960","ATHB-23","homeobox protein 23(AtHB23)",839587
"255","AT5G45280","PAE11","Pectinacetylesterase family protein(AT5G45280)",834564
"256","AT5G40390","RFS5","Raffinose synthase family protein(SIP1)",834037
"257","AT2G34930","AT2G34930","disease resistance family protein / LRR family protein(AT2G34930)",818058
"258","AT3G02410","ICMEL2","alpha/beta-Hydrolases superfamily protein(ICME-LIKE2)",821191
"259","AT3G01780","TPLATE","ARM repeat superfamily protein(TPLATE)",821081
"260","AT2G22970","SCPL11","serine carboxypeptidase-like 11(SCPL11)",816828
"261","AT3G54770","ARP1","RNA-binding (RRM/RBD/RNP motifs) family protein(ARP1)",824642
"262","AT3G45280","SYP72","syntaxin of plants 72(SYP72)",823666
"263","AT4G27970","SLAH2","SLAC1 homologue 2(SLAH2)",828910
"264","AT4G32500","AKT5","K+ transporter 5(KT5)",829385
"265","AT3G03280","AT3G03280","hypothetical protein(AT3G03280)",821302
"266","AT4G23690","DIR6","Disease resistance-responsive (dirigent-like protein) family protein(DIR6)",828469
"267","AT1G07985","AT1G07985","Expressed protein(AT1G07985)",2745747
"268","AT5G60220","TET4","tetraspanin4(TET4)",836144
"269","AT1G04250","IAA17","AUX/IAA transcriptional regulator family protein(AXR3)",839568
"270","AT2G41660","MIZ1","MIZU-KUSSEI-like protein (Protein of unknown function, DUF617)(MIZ1)",818764
"271","AT5G51040","SDHAF2","succinate dehydrogenase assembly factor(SDHAF2)",835177
"272","AT1G76240","AT1G76240","DUF241 domain protein (DUF241)(AT1G76240)",843957
"273","AT5G46900","AT5G46900","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein(AT5G46900)",834735
"274","AT3G24020","DIR16","Disease resistance-responsive (dirigent-like protein) family protein(AT3G24020)",821987
"275","AT2G41475","AT2G41475","Embryo-specific protein 3, (ATS3)(AT2G41475)",6240499
"276","AT3G63470","SCPL40","serine carboxypeptidase-like 40(scpl40)",825522
"277","AT3G25290","AT3G25290","Auxin-responsive family protein(AT3G25290)",822123
"278","AT4G04830","MSRB5","methionine sulfoxide reductase B5(MSRB5)",825820
"279","AT1G53830","PME2","pectin methylesterase 2(PME2)",841820
"280","AT5G14360","AT5G14360","Ubiquitin-like superfamily protein(AT5G14360)",831287
"281","AT3G55100","ABCG17","ABC-2 type transporter family protein(ABCG17)",824676
"282","AT4G15300","CYP702A2","cytochrome P450, family 702, subfamily A, polypeptide 2(CYP702A2)",827196
"283","AT4G34810","AT4G34810","SAUR-like auxin-responsive protein family(AT4G34810)",829633
"284","AT5G38550","JAL44","Mannose-binding lectin superfamily protein(AT5G38550)",833843
"285","AT1G51830","AT1G51830","Leucine-rich repeat protein kinase family protein(AT1G51830)",841610
"286","AT5G16920","AT5G16920","Fasciclin-like arabinogalactan family protein(AT5G16920)",831555
"287","AT1G44970","PER9","Peroxidase superfamily protein(AT1G44970)",841062
"288","AT2G04680","AT2G04680","Cysteine/Histidine-rich C1 domain family protein(AT2G04680)",815011
"289","AT1G08890","SUGTL4","Major facilitator superfamily protein(AT1G08890)",837410
"290","AT2G32430","B3GALT3","Galactosyltransferase family protein(AT2G32430)",817804
"291","AT1G02770","AT1G02770","hypothetical protein(AT1G02770)",839421
"292","AT4G37340","CYP81D3","cytochrome P450, family 81, subfamily D, polypeptide 3(CYP81D3)",829889
"293","AT3G12700","AT3G12700","Eukaryotic aspartyl protease family protein(NANA)",820452
"294","AT3G51160","MUR1","NAD(P)-binding Rossmann-fold superfamily protein(MUR1)",824280
"295","AT3G08030","AT3G08030","DNA-directed RNA polymerase subunit beta (Protein of unknown function, DUF642)(AT3G08030)",819994
"296","AT4G02330","PME41","Plant invertase/pectin methylesterase inhibitor superfamily(ATPMEPCRB)",828064
"297","AT3G59130","AT3G59130","Cysteine/Histidine-rich C1 domain family protein(AT3G59130)",825082
"298","AT1G28390","AT1G28390","Protein kinase superfamily protein(AT1G28390)",839736
"299","AT4G13660","PRR2","pinoresinol reductase 2(PRR2)",827000
"300","AT2G17480","MLO8","Seven transmembrane MLO family protein(MLO8)",816254
"301","AT4G30190","AHA2","H[+]-ATPase 2(HA2)",829142
"302","AT2G39350","ABCG1","ABC-2 type transporter family protein(ABCG1)",818520
"303","AT4G01610","AT4G01610","Cysteine proteinases superfamily protein(AT4G01610)",826792
"304","AT3G52780","PAP20","Purple acid phosphatases superfamily protein(PAP20)",824444
"305","AT5G24030","SLAH3","SLAC1 homologue 3(SLAH3)",832468
"306","AT1G24430","AT1G24430","HXXXD-type acyl-transferase family protein(AT1G24430)",839059
"307","AT2G43120","AT2G43120","RmlC-like cupins superfamily protein(AT2G43120)",818914
"308","AT1G51420","SPP1","sucrose-phosphatase 1(SPP1)",841567
"309","AT4G12330","CYP706A7","cytochrome P450, family 706, subfamily A, polypeptide 7(CYP706A7)",826842
"310","AT1G74010","AT1G74010","Calcium-dependent phosphotriesterase superfamily protein(AT1G74010)",843739
"311","AT4G28940","AT4G28940","Phosphorylase superfamily protein(AT4G28940)",829015
"312","AT4G22530","AT4G22530","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(AT4G22530)",828348
"313","AT5G02420","SMR3","cyclin-dependent kinase inhibitor SMR3-like protein(AT5G02420)",831836
"314","AT5G20860","PME54","Plant invertase/pectin methylesterase inhibitor superfamily(AT5G20860)",832209
"315","AT5G43660","AT5G43660","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein(AT5G43660)",834386
"316","AT1G73120","AT1G73120","F-box/RNI superfamily protein(AT1G73120)",843643
"317","AT1G66350","RGL1","RGA-like 1(RGL1)",842953
"318","AT4G30960","CIPK6","SOS3-interacting protein 3(SIP3)",829221
"319","AT5G13740","ZIF1","zinc induced facilitator 1(ZIF1)",831219
"320","AT3G14440","NCED3","nine-cis-epoxycarotenoid dioxygenase 3(NCED3)",820667
"321","AT5G59300","UBC7","ubiquitin-conjugating enzyme E2(UBC7)",836048
"322","AT1G47750","PEX11A","peroxin 11A(PEX11A)",841186
