"","gene","symbol","Description","Entrez"
"95","AT3G54640","TSA1","tryptophan synthase alpha chain(TSA1)",824629
"96","AT5G09480","AT5G09480","hydroxyproline-rich glycoprotein family protein(AT5G09480)",830807
"97","AT2G47200","AT2G47200","hypothetical protein(AT2G47200)",819333
"98","AT4G03540","AT4G03540","Uncharacterized protein family (UPF0497)(AT4G03540)",825651
"99","AT2G43018","CPuORF17",NA,NA
"100","AT2G32930","ZFN2","zinc finger nuclease 2(ZFN2)",817855
"101","AT5G19410","ABCG23","ABC-2 type transporter family protein(ABCG23)",832061
"102","AT2G02990","RNS1","ribonuclease 1(RNS1)",814828
"103","AT5G49890","CLC-C","chloride channel C(CLC-C)",835052
"104","AT5G07475","AT5G07475","Cupredoxin superfamily protein(AT5G07475)",830639
"105","AT5G23190","CYP86B1","cytochrome P450, family 86, subfamily B, polypeptide 1(CYP86B1)",832383
"106","AT3G47780","ABCA7","ABC2 homolog 6(ABCA7)",823932
"107","AT1G62570","FMOGS-OX4","flavin-monooxygenase glucosinolate S-oxygenase 4(FMO GS-OX4)",842554
"108","AT1G74460","AT1G74460","GDSL-like Lipase/Acylhydrolase superfamily protein(AT1G74460)",843787
"109","AT5G37600","GLN1-1","hypothetical protein(GSR 1)",833738
"110","AT5G27760","AT5G27760","Hypoxia-responsive family protein(AT5G27760)",832838
"111","AT5G58860","CYP86A1","cytochrome P450, family 86, subfamily A, polypeptide 1(CYP86A1)",836003
"112","AT1G69410","ELF5A-3","eukaryotic elongation factor 5A-3(ELF5A-3)",843273
"113","AT5G07830","AtGUS2","glucuronidase 2(GUS2)",830676
"114","AT5G45100","BRG1","SBP (S-ribonuclease binding protein) family protein(BRG1)",834543
"115","AT1G12200","AT1G12200","Flavin-binding monooxygenase family protein(FMO)",837773
"116","AT2G26230","AT2G26230","uricase / urate oxidase / nodulin 35(AT2G26230)",817163
"117","AT1G30220","INT2","inositol transporter 2(INT2)",839902
"118","AT3G62730","AT3G62730","desiccation-like protein(AT3G62730)",825448
"119","AT5G44820","AT5G44820","Nucleotide-diphospho-sugar transferase family protein(AT5G44820)",834512
"120","AT5G40780","LHT1","lysine histidine transporter 1(LHT1)",834078
"121","AT1G26690","AT1G26690","emp24/gp25L/p24 family/GOLD family protein(AT1G26690)",839210
"122","AT4G35985","AT4G35985","Senescence/dehydration-associated protein-like protein(AT4G35985)",829753
"123","AT1G72280","AERO1","endoplasmic reticulum oxidoreductins 1(ERO1)",843560
"124","AT4G10860","AT4G10860","hypothetical protein(AT4G10860)",826683
"125","AT2G29460","GSTU4","glutathione S-transferase tau 4(GSTU4)",817495
"126","AT2G29990","NDA2","alternative NAD(P)H dehydrogenase 2(NDA2)",817549
"127","AT5G18270","ANAC087","NAC domain containing protein 87(ANAC087)",831945
"128","AT1G72520","LOX4","PLAT/LH2 domain-containing lipoxygenase family protein(LOX4)",843584
"129","AT5G53870","ENODL1","early nodulin-like protein 1(ENODL1)",835468
"130","AT1G22180","AT1G22180","Sec14p-like phosphatidylinositol transfer family protein(AT1G22180)",838823
"131","AT5G18470","AT5G18470","Curculin-like (mannose-binding) lectin family protein(AT5G18470)",831965
"132","AT2G18193","AT2G18193","P-loop containing nucleoside triphosphate hydrolases superfamily protein(AT2G18193)",816333
"133","AT2G35380","PER20","Peroxidase superfamily protein(AT2G35380)",818105
"134","AT1G34060","TAR4","Pyridoxal phosphate (PLP)-dependent transferases superfamily protein(AT1G34060)",840303
"135","AT2G46600","KIC","Calcium-binding EF-hand family protein(AT2G46600)",819272
"136","AT1G54575","AT1G54575","hypothetical protein(AT1G54575)",2745830
"137","AT2G38340","DREB2E","Integrase-type DNA-binding superfamily protein(DREB19)",818414
"138","AT2G02010","GAD4","glutamate decarboxylase 4(GAD4)",814732
"139","AT4G04460","APA3","Saposin-like aspartyl protease family protein(AT4G04460)",825776
"140","AT5G37490","PUB21","ARM repeat superfamily protein(AT5G37490)",833727
"141","AT1G76150","ECH2","enoyl-CoA hydratase 2(ECH2)",843947
"142","AT1G67650","AT1G67650","SRP72 RNA-binding domain-containing protein(AT1G67650)",843090
"143","AT2G37360","ABCG2","ABC-2 type transporter family protein(ABCG2)",818312
"144","AT2G23540","AT2G23540","GDSL-like Lipase/Acylhydrolase superfamily protein(AT2G23540)",816886
"145","AT3G28950","AT3G28950","AIG2-like (avirulence induced gene) family protein(AT3G28950)",822532
"146","AT4G29010","AIM1","Enoyl-CoA hydratase/isomerase family(AIM1)",829022
"147","AT5G42300","UBL5","ubiquitin-like protein 5(UBL5)",834235
"148","AT5G37480","AT5G37480","maltase-glucoamylase, intestinal protein(AT5G37480)",833726
"149","AT5G64370","PYD3","beta-ureidopropionase(BETA-UP)",836558
"150","AT3G25770","AOC2","allene oxide cyclase 2(AOC2)",822168
"151","AT4G27840","AT4G27840","SNARE-like superfamily protein(AT4G27840)",828897
"152","AT2G31200","ADF6","actin depolymerizing factor 6(ADF6)",817676
"153","AT3G14430","AT3G14430","GRIP/coiled-coil protein(AT3G14430)",820666
"154","AT4G34630","AT4G34630","prostatic spermine-binding-like protein(AT4G34630)",829615
"155","AT3G48450","AT3G48450","RPM1-interacting protein 4 (RIN4) family protein(AT3G48450)",824004
"156","AT4G21580","AT4G21580","oxidoreductase, zinc-binding dehydrogenase family protein(AT4G21580)",828243
"157","AT1G55265","AT1G55265","DUF538 family protein, putative (Protein of unknown function, DUF538)(AT1G55265)",841971
"158","AT2G18950","HPT1","homogentisate phytyltransferase 1(HPT1)",816412
"159","AT5G01225","AT5G01225","josephin-like protein(AT5G01225)",831779
"160","AT1G15520","ABCG40","pleiotropic drug resistance 12(ABCG40)",838122
"161","AT1G76970","AT1G76970","Target of Myb protein 1(AT1G76970)",844033
"162","AT1G68450","VQ8","VQ motif-containing protein(PDE337)",843174
"163","AT5G47635","AT5G47635","Pollen Ole e 1 allergen and extensin family protein(AT5G47635)",834814
"164","AT2G02930","GSTF3","glutathione S-transferase F3(GSTF3)",814822
"165","AT1G13340","AT1G13340","Regulator of Vps4 activity in the MVB pathway protein(AT1G13340)",837894
"166","AT4G29520","AT4G29520","nucleophosmin(AT4G29520)",829073
"167","AT2G05910","AT2G05910","LURP-one-like protein (DUF567)(AT2G05910)",815143
"168","AT3G50260","ERF011","cooperatively regulated by ethylene and jasmonate 1(CEJ1)",824188
"169","AT4G37370","CYP81D8","cytochrome P450, family 81, subfamily D, polypeptide 8(CYP81D8)",829891
"170","AT5G54860","AT5G54860","Major facilitator superfamily protein(AT5G54860)",835577
"171","AT2G43390","AT2G43390","hypothetical protein(AT2G43390)",818940
"172","AT1G70810","AT1G70810","Calcium-dependent lipid-binding (CaLB domain) family protein(AT1G70810)",843418
"173","AT5G52210","ATARLB1","GTP-binding protein 1(GB1)",835297
"174","AT3G15710","AT3G15710","Peptidase S24/S26A/S26B/S26C family protein(AT3G15710)",820814
"175","AT1G80820","CCR2","cinnamoyl coa reductase(CCR2)",844421
"176","AT3G27210","Y-2","hypothetical protein(AT3G27210)",822340
"177","AT5G08335","ICMTB","Isoprenylcysteine carboxyl methyltransferase (ICMT) family(ATSTE14B)",830731
"178","AT5G35110","AT5G35110","hypothetical protein(AT5G35110)",28721214
"179","AT1G18835","MIF3","mini zinc finger(MIF3)",5007704
"180","AT1G10640","AT1G10640","Pectin lyase-like superfamily protein(AT1G10640)",837607
"181","AT2G42530","COR15B","cold regulated 15b(COR15B)",818853
"182","AT1G09530","PIF3","phytochrome interacting factor 3(PIF3)",837479
"183","AT3G20470","GRP-5","glycine-rich protein 5(GRP5)",3768804
"184","AT1G49960","NAT4","Xanthine/uracil permease family protein(AT1G49960)",841419
"185","AT3G59010","PME35","pectin methylesterase 61(PME61)",825070
"186","AT5G24080","AT5G24080","Protein kinase superfamily protein(AT5G24080)",832473
"187","AT5G61490","AT5G61490","transmembrane protein(AT5G61490)",836270
"188","AT4G21930","AT4G21930","senescence regulator (Protein of unknown function, DUF584)(AT4G21930)",828282
"189","AT1G67865","AT1G67865","hypothetical protein(AT1G67865)",28717407
"190","AT3G27250","AT3G27250","hypothetical protein(AT3G27250)",822344
"191","AT3G58270","AT3G58270","phospholipase-like protein (PEARLI 4) with TRAF-like domain protein(AT3G58270)",824996
"192","AT5G20000","RPT6B","AAA-type ATPase family protein(AT5G20000)",832122
"193","AT3G48510","AT3G48510","AtIII18x5-like protein(AT3G48510)",824010
"194","AT5G59220","HAI1","PP2C protein (Clade A protein phosphatases type 2C)(HAI1)",836040
