"","gene","symbol","Description","Entrez"
"71","AT1G13920","AT1G13920","Remorin family protein(AT1G13920)",837952
"72","AT3G02610","S-ACP-DES2","plant stearoyl-acyl-carrier desaturase family protein(AT3G02610)",820709
"73","AT2G17060","AT2G17060","Disease resistance protein (TIR-NBS-LRR class) family(AT2G17060)",816211
"74","AT4G04990","AT4G04990","serine/arginine repetitive matrix-like protein (DUF761)(AT4G04990)",825841
"75","AT2G17050","AT2G17050","disease resistance protein (TIR-NBS-LRR class)(AT2G17050)",816210
"76","AT5G16570","GLN1-4","glutamine synthetase 1;4(GLN1;4)",831519
"77","AT3G24300","AMT1-3","ammonium transporter 1;3(AMT1;3)",822018
"78","AT4G39795","AT4G39795","hypothetical protein (DUF581)(AT4G39795)",830138
"79","AT2G15042","AT2G15042","Leucine-rich repeat (LRR) family protein(AT2G15042)",7922469
"80","AT2G26750","AT2G26750","alpha/beta-Hydrolases superfamily protein(AT2G26750)",817216
"81","AT4G24450","GWD2","phosphoglucan, water dikinase(PWD)",828547
"82","AT1G67860","AT1G67860","transmembrane protein(AT1G67860)",843113
"83","AT5G55450","AT5G55450","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein(AT5G55450)",835638
"84","AT5G28030","DES1","L-cysteine desulfhydrase 1(DES1)",832873
"85","AT5G67180","TOE3","target of early activation tagged (EAT) 3(TOE3)",836853
"86","AT1G10657","AT1G10657","transmembrane protein(AT1G10657)",5007676
"87","AT3G47295","PSY2","hypothetical protein(AT3G47295)",823883
"88","AT1G49130","COL8","B-box type zinc finger protein with CCT domain-containing protein(BBX17)",841336
"89","AT4G27440","PORB","protochlorophyllide oxidoreductase B(PORB)",828853
"90","AT5G16030","AT5G16030","mental retardation GTPase activating protein(AT5G16030)",831460
"91","AT4G01130","AT4G01130","GDSL-like Lipase/Acylhydrolase superfamily protein(AT4G01130)",828207
"92","AT2G40670","ARR16","response regulator 16(RR16)",818662
"93","AT1G04800","AT1G04800","glycine-rich protein(AT1G04800)",839406
"94","AT1G09750","AT1G09750","Eukaryotic aspartyl protease family protein(AT1G09750)",837504
"95","AT3G06880","AT3G06880","Transducin/WD40 repeat-like superfamily protein(AT3G06880)",819873
"96","AT3G18960","AT3G18960","AP2/B3-like transcriptional factor family protein(AT3G18960)",821429
"97","AT3G61700","AT3G61700","helicase with zinc finger protein(AT3G61700)",825343
"98","AT3G62750","BGLU8","beta glucosidase 8(BGLU8)",825450
"99","AT4G13560","UNE15","Late embryogenesis abundant protein (LEA) family protein(UNE15)",826989
"100","AT2G20570","GLK1","GBF's pro-rich region-interacting factor 1(GPRI1)",816579
"101","AT4G00780","AT4G00780","TRAF-like family protein(AT4G00780)",828009
"102","AT4G19840","PP2A1","phloem protein 2-A1(PP2-A1)",827728
"103","AT1G69970","CLE26","CLAVATA3/ESR-RELATED 26(CLE26)",843334
"104","AT3G58720","AT3G58720","RING/U-box superfamily protein(AT3G58720)",825041
"105","AT1G15125","AT1G15125","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(AT1G15125)",838076
"106","AT5G49780","AT5G49780","Leucine-rich repeat protein kinase family protein(AT5G49780)",835041
"107","AT4G15370","BARS1","baruol synthase 1(BARS1)",827203
"108","AT5G67430","AT5G67430","Acyl-CoA N-acyltransferases (NAT) superfamily protein(AT5G67430)",836879
"109","AT5G44255","AT5G44255","hypothetical protein(AT5G44255)",3771424
"110","AT2G28160","FIT","FER-like regulator of iron uptake(FRU)",817362
"111","AT4G32280","IAA29","indole-3-acetic acid inducible 29(IAA29)",829361
"112","AT5G02540","AT5G02540","NAD(P)-binding Rossmann-fold superfamily protein(AT5G02540)",831913
"113","AT3G14760","AT3G14760","transmembrane protein(AT3G14760)",820704
"114","AT2G29310","AT2G29310","NAD(P)-binding Rossmann-fold superfamily protein(AT2G29310)",817480
"115","AT5G02760","AT5G02760","Protein phosphatase 2C family protein(AT5G02760)",831234
"116","AT5G18030","SAUR21","SAUR-like auxin-responsive protein family(AT5G18030)",831670
"117","AT3G03850","AT3G03850","SAUR-like auxin-responsive protein family(SAUR26)",821111
"118","AT5G11190","SHN2","Integrase-type DNA-binding superfamily protein(SHN2)",830989
"119","AT4G38860","AT4G38860","SAUR-like auxin-responsive protein family(AT4G38860)",830041
"120","AT5G18020","SAUR20","SAUR-like auxin-responsive protein family(SAUR20)",831669
"121","AT5G43180","AT5G43180","transmembrane protein, putative (Protein of unknown function, DUF599)(AT5G43180)",834336
"122","AT1G48820","AT1G48820","Terpenoid cyclases/Protein prenyltransferases superfamily protein(AT1G48820)",841304
"123","AT3G23840","CER26L","HXXXD-type acyl-transferase family protein(AT3G23840)",821967
"124","AT5G56490","GULLO4","D-arabinono-1,4-lactone oxidase family protein(GulLO4)",835750
"125","AT2G04032","ZIP7","zinc transporter 7 precursor(ZIP7)",814931
