"","gene","symbol","Description","Entrez"
"47","AT1G66960","LUP5","Terpenoid cyclases family protein(LUP5)",843014
"48","AT2G44070","AT2G44070","NagB/RpiA/CoA transferase-like superfamily protein(AT2G44070)",819013
"49","AT2G29130","LAC2","laccase 2(LAC2)",817462
"50","AT1G66950","ABCG39","pleiotropic drug resistance 11(ABCG39)",843013
"51","AT1G73220","1-Oct","organic cation/carnitine transporter1(OCT1)",843656
"52","AT1G64710","AT1G64710","GroES-like zinc-binding alcohol dehydrogenase family protein(AT1G64710)",842779
"53","AT2G39510","AT2G39510","nodulin MtN21 /EamA-like transporter family protein(UMAMIT14)",818536
"54","AT1G23160","AT1G23160","Auxin-responsive GH3 family protein(AT1G23160)",838924
"55","AT3G13540","MYB5","myb domain protein 5(MYB5)",820556
"56","AT1G19780","CNGC8","cyclic nucleotide gated channel 8(CNGC8)",838566
"57","AT3G57380","AT3G57380","Glycosyltransferase family 61 protein(AT3G57380)",824905
"58","AT5G19870","AT5G19870","transmembrane epididymal protein (DUF716)(AT5G19870)",832108
"59","AT2G15220","AT2G15220","Plant basic secretory protein (BSP) family protein(AT2G15220)",816011
"60","AT5G24655","LSU4","response to low sulfur 4(LSU4)",832537
"61","AT3G29630","UGT79B4","UDP-Glycosyltransferase superfamily protein(AT3G29630)",822631
"62","AT2G45450","ZPR1","binding protein(ZPR1)",819153
"63","AT4G19810","AT4G19810","Glycosyl hydrolase family protein with chitinase insertion domain-containing protein(ChiC)",827725
"64","AT4G19970","AT4G19970","nucleotide-diphospho-sugar transferase family protein(AT4G19970)",827741
"65","AT2G04080","DTXL3","MATE efflux family protein(AT2G04080)",814944
"66","AT1G52000","JAL5","Mannose-binding lectin superfamily protein(AT1G52000)",841629
"67","AT2G35570","AT2G35570","miscRNA(AT2G35570)",3768501
"68","AT2G46130","WRKY43","WRKY DNA-binding protein 43(WRKY43)",819220
"69","AT4G34650","SQS2","squalene synthase 2(SQS2)",829617
"70","AT2G37870","AT2G37870","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein(AT2G37870)",818363
"71","AT4G24010","CSLG1","cellulose synthase like G1(CSLG1)",828501
"72","AT3G56080","AT3G56080","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(AT3G56080)",824774
"73","AT5G37590","AT5G37590","Tetratricopeptide repeat (TPR)-like superfamily protein(AT5G37590)",833737
"74","AT5G57810","TET15","tetraspanin15(TET15)",835890
"75","AT3G28150","AXY4L","TRICHOME BIREFRINGENCE-LIKE 22(TBL22)",822439
"76","AT5G01520","AT5G01520","RING/U-box superfamily protein(AIRP2)",831747
"77","AT2G46535","AT2G46535","hypothetical protein(AT2G46535)",819265
"78","AT3G62455","AT3G62455","hypothetical protein(AT3G62455)",3769769
"79","AT5G24280","GMI1","gamma-irradiation and mitomycin c induced 1(GMI1)",832495
"80","AT1G01070","AT1G01070","nodulin MtN21 /EamA-like transporter family protein(UMAMIT28)",839550
"81","AT2G37680","AT2G37680","glucose-induced degradation-like protein(AT2G37680)",818345
"82","AT4G23250","EMB1290","cysteine-rich receptor-like protein kinase 17(EMB1290)",828424
"83","AT1G69680","AT1G69680","ran guanine nucleotide release factor, putative (Mog1/PsbP/DUF1795-like photosystem II reaction center PsbP family protein)(AT1G69680)",843304
"84","AT5G38930","AT5G38930","RmlC-like cupins superfamily protein(AT5G38930)",833885
"85","AT1G47620","CYP96A8","cytochrome P450, family 96, subfamily A, polypeptide 8(CYP96A8)",841171
"86","AT1G28470","NAC010","NAC domain containing protein 10(NAC010)",839747
"87","AT2G31230","ERF15","ethylene-responsive element binding factor 15(ERF15)",817680
"88","AT4G22840","BASS6","Sodium Bile acid symporter family(AT4G22840)",828383
"89","AT1G12880","NUDT12","nudix hydrolase homolog 12(NUDT12)",837845
"90","AT2G01350","QPT","quinolinate phoshoribosyltransferase(QPT)",814663
"91","AT5G53902","U3B","ncRNA(U3B)",3771501
"92","AT1G64970","VTE4","gamma-tocopherol methyltransferase(G-TMT)",842805
"93","AT3G14170","AT3G14170","hypothetical protein (DUF936)(AT3G14170)",820634
"94","AT5G25970","AT5G25970","Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein(AT5G25970)",832666
"95","AT4G27590","AT4G27590","Heavy metal transport/detoxification superfamily protein(AT4G27590)",828869
"96","AT5G01870","LTP10","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein(AT5G01870)",831705
"97","AT4G08570","AT4G08570","Heavy metal transport/detoxification superfamily protein(AT4G08570)",826418
"98","AT5G59320","LTP3","lipid transfer protein 3(LTP3)",836051
"99","AT2G24800","PER18","Peroxidase superfamily protein(AT2G24800)",817017
"100","AT3G19620","BXL5","Glycosyl hydrolase family protein(AT3G19620)",821499
"101","AT3G17380","AT3G17380","TRAF-like family protein(AT3G17380)",821002
"102","AT5G60800","AT5G60800","Heavy metal transport/detoxification superfamily protein(AT5G60800)",836201
"103","AT1G67220","HAC2","histone acetyltransferase of the CBP family 2(HAC2)",843042
"104","AT2G23270","AT2G23270","transmembrane protein(AT2G23270)",816859
"105","AT1G61120","GES","terpene synthase 04(TPS04)",842405
"106","AT3G23120","AtRLP38","receptor like protein 38(RLP38)",821887
"107","AT1G07900","LBD1","LOB domain-containing protein 1(LBD1)",837305
"108","AT4G05380","AT4G05380","P-loop nucleoside triphosphate hydrolase superfamily protein(AT4G05380)",825886
"109","AT3G28570","AT3G28570","P-loop containing nucleoside triphosphate hydrolases superfamily protein(AT3G28570)",822487
"110","AT3G43828","AT3G43828","hypothetical protein(AT3G43828)",3769606
"111","AT1G67810","SUFE2","sulfur E2(SUFE2)",843107
"112","AT5G55460","AT5G55460","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein(AT5G55460)",835639
"113","AT4G26120","NPR2","Ankyrin repeat family protein / BTB/POZ domain-containing protein(AT4G26120)",828718
"114","AT4G28490","RLK5","Leucine-rich receptor-like protein kinase family protein(HAE)",828967
"115","AT2G04070","DTXL2","MATE efflux family protein(AT2G04070)",814943
"116","AT2G43000","JUB1","NAC domain containing protein 42(NAC042)",818902
"117","AT3G50330","HEC2","basic helix-loop-helix (bHLH) DNA-binding superfamily protein(HEC2)",824195
"118","AT1G69560","MYB105","myb domain protein 105(MYB105)",843292
"119","AT4G10260","AT4G10260","pfkB-like carbohydrate kinase family protein(AT4G10260)",826617
"120","AT4G31500","CYP83B1","cytochrome P450, family 83, subfamily B, polypeptide 1(CYP83B1)",829277
"121","AT4G37030","AT4G37030","membrane protein(AT4G37030)",829857
"122","AT1G20620","CAT3","catalase 3(CAT3)",838651
"123","AT1G70690","CRRSP2","Receptor-like protein kinase-related family protein(HWI1)",843406
"124","AT2G21460","AT2G21460","hypothetical protein(AT2G21460)",3768354
"125","AT1G34050","AT1G34050","Ankyrin repeat family protein(AT1G34050)",840302
"126","AT4G04990","AT4G04990","serine/arginine repetitive matrix-like protein (DUF761)(AT4G04990)",825841
"127","AT1G26240","AT1G26240","Proline-rich extensin-like family protein(AT1G26240)",839165
"128","AT3G24290","AMT1-5","ammonium transporter 1;5(AMT1;5)",822017
"129","AT1G80660","AHA9","H[+]-ATPase 9(HA9)",844405
"130","AT3G23010","AtRLP36","receptor like protein 36(RLP36)",821875
"131","AT5G40990","GLIP1","GDSL lipase 1(GLIP1)",834101
"132","AT1G57650","AT1G57650","ATP binding protein(AT1G57650)",842141
"133","AT1G65250","AT1G65250","Protein kinase superfamily protein(AT1G65250)",842832
"134","AT1G75040","PR5","pathogenesis-related protein 5(PR5)",843842
"135","AT2G33080","AtRLP28","receptor like protein 28(RLP28)",817870
"136","AT2G14610","PR1","pathogenesis-related protein 1(PR1)",815949
"137","AT4G31970","CYP82C2","cytochrome P450, family 82, subfamily C, polypeptide 2(CYP82C2)",829327
"138","AT5G61160","ACT","anthocyanin 5-aromatic acyltransferase 1(AACT1)",836237
"139","AT1G52315","AT1G52315","Regulator of Vps4 activity in the MVB pathway protein(AT1G52315)",2745821
"140","AT2G26750","AT2G26750","alpha/beta-Hydrolases superfamily protein(AT2G26750)",817216
"141","AT4G24450","GWD2","phosphoglucan, water dikinase(PWD)",828547
"142","AT1G29020","AT1G29020","Calcium-binding EF-hand family protein(AT1G29020)",839776
"143","AT2G39850","AT2G39850","Subtilisin-like serine endopeptidase family protein(AT2G39850)",818572
"144","AT1G65484","AT1G65484","transmembrane protein(AT1G65484)",6240315
"145","AT2G18180","SFH10","Sec14p-like phosphatidylinositol transfer family protein(AT2G18180)",816331
"146","AT2G32140","AT2G32140","transmembrane receptor(AT2G32140)",817773
"147","AT5G44570","AT5G44570","transmembrane protein(AT5G44570)",834484
"148","AT1G08450","CRT3","calreticulin 3(CRT3)",837365
"149","AT3G11010","AtRLP34","receptor like protein 34(RLP34)",820272
"150","AT2G18660","EGC2","plant natriuretic peptide A(PNP-A)",816381
"151","AT4G23140","CRK6","cysteine-rich RLK (RECEPTOR-like protein kinase) 6(CRK6)",828413
"152","AT4G13820","AT4G13820","Leucine-rich repeat (LRR) family protein(AT4G13820)",827016
"153","AT5G59662","AT5G59662","ncRNA(AT5G59662)",6240888
"154","AT5G27830","AT5G27830","folate receptor family protein(AT5G27830)",832845
"155","AT2G17040","anac036","NAC domain containing protein 36(NAC036)",816209
"156","AT3G09010","AT3G09010","Protein kinase superfamily protein(AT3G09010)",820053
"157","AT4G23150","CRK7","cysteine-rich RLK (RECEPTOR-like protein kinase) 7(CRK7)",828414
"158","AT5G26170","WRKY50","WRKY DNA-binding protein 50(WRKY50)",832686
"159","AT1G24145","AT1G24145","transmembrane protein(AT1G24145)",839027
"160","AT3G13433","AT3G13433","transmembrane protein(AT3G13433)",7922438
"161","AT2G20720","AT2G20720","Pentatricopeptide repeat (PPR) superfamily protein(AT2G20720)",816600
"162","AT4G15540","AT4G15540","EamA-like transporter family(UMAMIT38)",827227
"163","AT2G15042","AT2G15042","Leucine-rich repeat (LRR) family protein(AT2G15042)",7922469
"164","AT1G17960","AT1G17960","Threonyl-tRNA synthetase(AT1G17960)",838375
"165","AT2G07213","AT2G07213","ncRNA(AT2G07213)",6240276
"166","AT4G26070","MKK1","MAP kinase/ ERK kinase 1(MEK1)",828713
"167","AT5G64000","SAL2","Inositol monophosphatase family protein(SAL2)",836521
"168","AT5G13210","AT5G13210","Uncharacterized conserved protein UCP015417, vWA(AT5G13210)",831161
"169","AT1G58225","AT1G58225","hypothetical protein(AT1G58225)",842190
"170","AT1G66700","PXMT1","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(PXMT1)",842988
"171","AT1G12940","NRT2.5","nitrate transporter2.5(NRT2.5)",837852
"172","AT2G01040","AT2G01040","hypothetical protein(AT2G01040)",3767893
"173","AT4G23310","CRK23","cysteine-rich RLK (RECEPTOR-like protein kinase) 23(CRK23)",828430
"174","AT1G19960","AT1G19960","transcription factor(AT1G19960)",838585
"175","AT3G25010","AtRLP41","receptor like protein 41(RLP41)",822092
"176","AT1G74590","GSTU10","glutathione S-transferase TAU 10(GSTU10)",843799
"177","AT1G76960","AT1G76960","transmembrane protein(AT1G76960)",844031
"178","AT3G24900","AtRLP39","receptor like protein 39(RLP39)",822088
"179","AT1G73810","AT1G73810","Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein(AT1G73810)",843717
"180","AT2G43570","CHI","chitinase(CHI)",818959
"181","AT2G14620","XTH10","xyloglucan endotransglucosylase/hydrolase 10(XTH10)",815950
"182","AT2G38823","AT2G38823","hypothetical protein(AT2G38823)",818465
"183","AT5G19880","PER58","Peroxidase superfamily protein(AT5G19880)",832110
"184","AT5G22555","AT5G22555","transmembrane protein(AT5G22555)",832318
"185","AT2G18680","AT2G18680","transmembrane protein(AT2G18680)",816383
"186","AT5G52740","AT5G52740","Copper transport protein family(AT5G52740)",835351
"187","AT2G26400","ARD1","acireductone dioxygenase 3(ARD3)",817180
"188","AT5G38910","AT5G38910","RmlC-like cupins superfamily protein(AT5G38910)",833883
"189","AT1G32960","SBT3.3","Subtilase family protein(SBT3.3)",840190
"190","AT4G10500","AT4G10500","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein(AT4G10500)",826642
"191","AT4G10510","AT4G10510","Subtilase family protein(AT4G10510)",826643
"192","AT1G21240","WAK3","wall associated kinase 3(WAK3)",838719
"193","AT3G57460","AT3G57460","catalytic/ metal ion binding / metalloendopeptidase/ zinc ion binding protein(AT3G57460)",824913
"194","AT1G14880","PCR1","PLANT CADMIUM RESISTANCE 1(PCR1)",838053
"195","AT1G65790","SD17","receptor kinase 1(RK1)",842890
"196","AT3G57260","BG2","beta-1,3-glucanase 2(BGL2)",824893
"197","AT3G28510","AT3G28510","P-loop containing nucleoside triphosphate hydrolases superfamily protein(AT3G28510)",822481
"198","AT3G28890","AtRLP43","receptor like protein 43(RLP43)",822523
"199","AT5G24205","AT5G24205","ncRNA(AT5G24205)",5008221
"200","AT3G25020","AtRLP42","receptor like protein 42(RLP42)",822093
"201","AT5G09290","SAL4","Inositol monophosphatase family protein(AT5G09290)",830788
"202","AT1G34047","AT1G34047","Defensin-like (DEFL) family protein(AT1G34047)",3766907
"203","AT3G44350","NAC061","NAC domain containing protein 61(NAC061)",823560
"204","AT2G14580","PRB1","basic pathogenesis-related protein 1(PRB1)",815945
"205","AT5G02780","GSTL1","glutathione transferase lambda 1(GSTL1)",831800
"206","AT1G25460","AT1G25460","NAD(P)-binding Rossmann-fold superfamily protein(AT1G25460)",839132
"207","AT4G01390","AT4G01390","TRAF-like family protein(AT4G01390)",828075
"208","AT1G77160","AT1G77160","hypothetical protein (DUF506)(AT1G77160)",844053
"209","AT5G25390","SHN3","Integrase-type DNA-binding superfamily protein(SHN3)",832611
"210","AT1G64360","AT1G64360","hypothetical protein(AT1G64360)",842743
"211","AT5G59310","LTP4","lipid transfer protein 4(LTP4)",836050
"212","AT2G23970","AT2G23970","Class I glutamine amidotransferase-like superfamily protein(AT2G23970)",816930
"213","AT2G43050","PME16","Plant invertase/pectin methylesterase inhibitor superfamily(ATPMEPCRD)",818907
"214","AT5G43370","PHT1-2","phosphate transporter 2(PHT1;2)",834355
"215","AT1G08100","NRT2.2","nitrate transporter 2.2(NRT2.2)",837328
"216","AT5G42610","AT5G42610","calcium uniporter (DUF607)(AT5G42610)",834268
"217","AT5G45070","PP2A8","phloem protein 2-A8(PP2-A8)",834538
"218","AT3G61460","BRH1","brassinosteroid-responsive RING-H2(BRH1)",825319
"219","AT4G29110","AT4G29110","cotton fiber protein(AT4G29110)",829032
"220","AT4G10720","AT4G10720","Ankyrin repeat family protein(AT4G10720)",826666
"221","AT2G17050","AT2G17050","disease resistance protein (TIR-NBS-LRR class)(AT2G17050)",816210
"222","AT5G45080","PP2A6","phloem protein 2-A6(PP2-A6)",834539
"223","AT1G78410","VQ10","VQ motif-containing protein(AT1G78410)",844177
"224","AT4G01380","AT4G01380","plastocyanin-like domain-containing protein(AT4G01380)",826657
"225","AT1G22240","APUM8","pumilio 8(PUM8)",838829
"226","AT2G04190","AT2G04190","TRAF-like family protein(AT2G04190)",814956
"227","AT1G02400","GA2OX6","gibberellin 2-oxidase 6(GA2OX6)",839508
"228","AT5G36140","CYP716A2","cytochrome P450, family 716, subfamily A, polypeptide 2(CYP716A2)",833611
"229","AT3G05660","AtRLP33","receptor like protein 33(RLP33)",819733
"230","AT5G55590","QRT1","Pectin lyase-like superfamily protein(QRT1)",835653
"231","AT1G51035","AT1G51035","hypothetical protein(AT1G51035)",10723057
"232","AT2G04050","DTXL1","MATE efflux family protein(AT2G04050)",814939
"233","AT1G60470","GOLS4","galactinol synthase 4(GolS4)",842342
"234","AT3G05650","AtRLP32","receptor like protein 32(RLP32)",819732
"235","AT5G50260","CEP1","Cysteine proteinases superfamily protein(CEP1)",835091
"236","AT3G03910","GSH3","glutamate dehydrogenase 3(GDH3)",821072
"237","AT3G07600","AT3G07600","Heavy metal transport/detoxification superfamily protein(AT3G07600)",819951
"238","AT1G48800","TPS28","Terpenoid cyclases/Protein prenyltransferases superfamily protein(AT1G48800)",841302
"239","AT3G01420","DOX1","Peroxidase superfamily protein(DOX1)",821135
"240","AT2G44000","AT2G44000","Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family(AT2G44000)",819005
"241","AT1G22150","SULTR1","sulfate transporter 1;3(SULTR1;3)",838820
"242","AT4G15320","ATCSLB06","cellulose synthase-like B6(CSLB06)",827198
"243","AT2G15780","AT2G15780","Cupredoxin superfamily protein(AT2G15780)",816073
"244","AT5G49340","TBL4","TRICHOME BIREFRINGENCE-LIKE 4(TBL4)",834994
"245","AT3G21330","BHLH87","basic helix-loop-helix (bHLH) DNA-binding superfamily protein(AT3G21330)",821687
"246","AT5G36130","AT5G36130","Cytochrome P450 superfamily protein(AT5G36130)",833610
"247","AT3G61410","AT3G61410","U-box kinase family protein(AT3G61410)",825313
"248","AT5G37940","AT5G37940","Zinc-binding dehydrogenase family protein(AT5G37940)",833773
"249","AT3G15390","SDE5","silencing defective 5(SDE5)",820778
"250","AT3G27000","ARP2","actin related protein 2(ARP2)",822317
"251","AT1G28230","PUP1","purine permease 1(PUP1)",839717
"252","AT5G60250","AT5G60250","zinc finger (C3HC4-type RING finger) family protein(AT5G60250)",836147
"253","AT3G51000","AT3G51000","alpha/beta-Hydrolases superfamily protein(AT3G51000)",824264
"254","AT4G17030","EXLB1","expansin-like B1(EXLB1)",827411
"255","AT1G59660","NUP98B","Nucleoporin autopeptidase(AT1G59660)",842256
"256","AT4G17670","AT4G17670","senescence-associated family protein (DUF581)(AT4G17670)",827487
"257","AT1G63530","AT1G63530","hypothetical protein(AT1G63530)",842658
"258","AT5G55150","AT5G55150","F-box SKIP23-like protein (DUF295)(AT5G55150)",835608
"259","AT4G25860","ORP4A","OSBP(oxysterol binding protein)-related protein 4A(ORP4A)",828692
"260","AT1G56600","GOLS2","galactinol synthase 2(GolS2)",842114
"261","AT4G12735","AT4G12735","hypothetical protein(AT4G12735)",2745703
"262","AT1G55760","AT1G55760","BTB/POZ domain-containing protein(AT1G55760)",842025
"263","AT5G14490","anac085","NAC domain containing protein 85(NAC085)",831300
"264","AT5G45350","AT5G45350","proline-rich family protein(AT5G45350)",834571
"265","AT3G56275","AT3G56275","miscRNA(AT3G56275)",3769724
"266","AT2G26820","PP2A3","phloem protein 2-A3(PP2-A3)",817223
"267","AT3G44770","AT3G44770","transmembrane protein, putative (DUF626)(AT3G44770)",823608
"268","AT3G17730","anac057","NAC domain containing protein 57(NAC057)",821041
"269","AT3G50390","AT3G50390","Transducin/WD40 repeat-like superfamily protein(AT3G50390)",824203
"270","AT3G45160","AT3G45160","Putative membrane lipoprotein(AT3G45160)",823652
"271","AT3G53235","AT3G53235","hypothetical protein(AT3G53235)",824490
"272","AT5G15970","KIN2","stress-responsive protein (KIN2) / stress-induced protein (KIN2) / cold-responsive protein (COR6.6) / cold-regulated protein (COR6.6)(KIN2)",831454
"273","AT5G60840","AT5G60840","hypothetical protein(AT5G60840)",836205
"274","AT4G36280","AT4G36280","Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase family protein(CRH1)",829785
"275","AT4G26255","AT4G26255","ncRNA(AT4G26255)",5008165
"276","AT1G30170","AT1G30170","hypothetical protein (DUF295)(AT1G30170)",839897
"277","AT1G73040","JAL19","Mannose-binding lectin superfamily protein(AT1G73040)",843635
"278","AT3G28930","AIG2","AIG2-like (avirulence induced gene) family protein(AIG2)",822529
"279","AT5G55270","AT5G55270","hypothetical protein (DUF295)(AT5G55270)",835620
"280","AT4G23920","UGE2","UDP-D-glucose/UDP-D-galactose 4-epimerase 2(UGE2)",828492
"281","AT4G12580","AT4G12580","hypothetical protein(AT4G12580)",826871
"282","AT4G36740","ATHB-40","homeobox protein 40(HB40)",829827
"283","AT5G59330","AT5G59330","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein(AT5G59330)",836052
"284","AT2G38920","RF178","SPX (SYG1/Pho81/XPR1) domain-containing protein / zinc finger (C3HC4-type RING finger) protein-like protein(AT2G38920)",818477
"285","AT3G44610","AT3G44610","Protein kinase superfamily protein(AT3G44610)",823587
"286","AT1G55940","CYP708A1","cytochrome P450 family protein(CYP708A1)",842045
"287","AT5G40240","AT5G40240","nodulin MtN21 /EamA-like transporter family protein(UMAMIT40)",834022
"288","AT4G32690","GLB3","hemoglobin 3(GLB3)",829404
"289","AT5G03230","AT5G03230","senescence regulator (Protein of unknown function, DUF584)(AT5G03230)",831900
"290","AT3G13677","AT3G13677","hypothetical protein(AT3G13677)",820575
"291","AT1G68585","AT1G68585","hypothetical protein(AT1G68585)",843188
"292","AT4G22960","AT4G22960","FAM63A-like protein (DUF544)(AT4G22960)",828395
"293","AT1G34340","AT1G34340","alpha/beta-Hydrolases superfamily protein(AT1G34340)",840335
"294","AT5G58980","AT5G58980","Neutral/alkaline non-lysosomal ceramidase(AT5G58980)",836015
"295","AT2G40600","AT2G40600","appr-1-p processing enzyme family protein(AT2G40600)",818655
"296","AT3G57680","CTPA3","Peptidase S41 family protein(AT3G57680)",824937
"297","AT3G48850","MPT2","phosphate transporter 3;2(PHT3;2)",824046
"298","AT3G55700","UGT76F1","UDP-Glycosyltransferase superfamily protein(AT3G55700)",824736
"299","AT4G23160","CRK8","cysteine-rich RECEPTOR-like kinase(CRK8)",828415
"300","AT5G22380","NAC090","NAC domain containing protein 90(NAC090)",832299
"301","AT2G44930","AT2G44930","transmembrane protein, putative (DUF247)(AT2G44930)",819102
"302","AT4G19000","IWS2","Transcription elongation factor (TFIIS) family protein(IWS2)",827636
"303","AT5G51440","HSP23.5","HSP20-like chaperones superfamily protein(AT5G51440)",835218
"304","AT1G49150","AT1G49150","transmembrane protein(AT1G49150)",841338
"305","AT1G70440","SRO3","similar to RCD one 3(SRO3)",843380
"306","AT1G32950","AT1G32950","Subtilase family protein(AT1G32950)",840189
"307","AT2G18190","AT2G18190","P-loop containing nucleoside triphosphate hydrolases superfamily protein(AT2G18190)",816332
"308","AT3G61111","AT3G61111","Zinc-binding ribosomal protein family protein(AT3G61111)",6241410
"309","AT3G60640","ATG8G","Ubiquitin-like superfamily protein(ATG8G)",825235
"310","AT1G53110","PPI4","proton pump-interactor(AT1G53110)",841745
"311","AT3G13080","ABCC3","multidrug resistance-associated protein 3(ABCC3)",820496
"312","AT3G61960","AT3G61960","Protein kinase superfamily protein(AT3G61960)",825369
"313","AT3G26830","CYP71B15","Cytochrome P450 superfamily protein(PAD3)",822298
"314","AT3G26840","AT3G26840","Esterase/lipase/thioesterase family protein(PES2)",822299
"315","AT1G21520","AT1G21520","hypothetical protein(AT1G21520)",838752
"316","AT5G52390","AT5G52390","PAR1 protein(AT5G52390)",835315
"317","AT2G30750","CYP71A12","cytochrome P450 family 71 polypeptide(CYP71A12)",817626
"318","AT3G51430","SSL5","Calcium-dependent phosphotriesterase superfamily protein(YLS2)",824306
"319","AT3G47540","AT3G47540","Chitinase family protein(AT3G47540)",823908
"320","AT2G34610","AT2G34610","cotton fiber protein(AT2G34610)",818026
"321","AT3G09405","PAE4","Pectinacetylesterase family protein(AT3G09405)",7922320
"322","AT1G09180","ATSAR1","secretion-associated RAS super family 1(SARA1A)",837438
"323","AT5G03495","AT5G03495","RNA-binding (RRM/RBD/RNP motifs) family protein(AT5G03495)",5008197
"324","AT5G47220","ERF2","ethylene responsive element binding factor 2(ERF2)",834768
"325","AT1G34380","AT1G34380","5'-3' exonuclease family protein(AT1G34380)",840340
"326","AT5G41960","AT5G41960","zinc finger matrin-type protein(AT5G41960)",834201
"327","AT5G64060","anac103","NAC domain containing protein 103(NAC103)",836527
"328","AT3G02810","AT3G02810","Protein kinase superfamily protein(AT3G02810)",821236
"329","AT3G24730","AT3G24730","mRNA splicing factor, thioredoxin-like U5 snRNP(AT3G24730)",822071
