"","gene","symbol","Description","Entrez"
"28","AT2G30362","AT2G30362","ncRNA(AT2G30362)",5007913
"29","AT1G68450","VQ8","VQ motif-containing protein(PDE337)",843174
"30","AT5G47635","AT5G47635","Pollen Ole e 1 allergen and extensin family protein(AT5G47635)",834814
"31","AT1G69920","GSTU12","glutathione S-transferase TAU 12(GSTU12)",843328
"32","AT4G22710","CYP706A2","cytochrome P450, family 706, subfamily A, polypeptide 2(CYP706A2)",828367
"33","AT1G02920","GSTF7","glutathione S-transferase 7(GSTF7)",839295
"34","AT3G04720","HEL","pathogenesis-related 4(PR4)",819632
"35","AT4G29810","MKK2","MAP kinase kinase 2(MKK2)",829103
"36","AT4G34180","AT4G34180","Cyclase family protein(AT4G34180)",829566
"37","AT1G05450","AT1G05450","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein(AT1G05450)",837046
"38","AT5G51260","AT5G51260","HAD superfamily, subfamily IIIB acid phosphatase(AT5G51260)",835200
"39","AT4G29160","VPS32.2","SNF7 family protein(SNF7.1)",829037
"40","AT2G03200","AT2G03200","Eukaryotic aspartyl protease family protein(AT2G03200)",814849
"41","AT4G23010","UTR2","UDP-galactose transporter 2(UTR2)",828400
"42","AT2G44260","AT2G44260","DUF946 family protein (DUF946)(AT2G44260)",819034
"43","AT4G00240","PLDBETA2","phospholipase D beta 2(PLDBETA2)",826673
"44","AT1G02930","GSTF6","glutathione S-transferase 6(GSTF6)",839515
"45","AT3G45010","SCPL48","serine carboxypeptidase-like 48(scpl48)",823636
"46","AT1G08830","CSD1","copper/zinc superoxide dismutase 1(CSD1)",837405
"47","AT5G49890","CLC-C","chloride channel C(CLC-C)",835052
"48","AT2G20110","TCX6","Tesmin/TSO1-like CXC domain-containing protein(AT2G20110)",816530
"49","AT5G40780","LHT1","lysine histidine transporter 1(LHT1)",834078
"50","AT1G26690","AT1G26690","emp24/gp25L/p24 family/GOLD family protein(AT1G26690)",839210
"51","AT4G35985","AT4G35985","Senescence/dehydration-associated protein-like protein(AT4G35985)",829753
"52","AT3G04530","PPCK2","phosphoenolpyruvate carboxylase kinase 2(PPCK2)",819609
"53","AT3G53230","CDC48D","ATPase, AAA-type, CDC48 protein(AtCDC48B)",824489
"54","AT5G23850","AT5G23850","O-glucosyltransferase rumi-like protein (DUF821)(AT5G23850)",832450
"55","AT3G22370","AOX1A","alternative oxidase 1A(AOX1A)",821806
"56","AT3G28210","SAP12","zinc finger (AN1-like) family protein(PMZ)",822447
"57","AT1G68850","PER11","Peroxidase superfamily protein(AT1G68850)",843218
"58","AT2G06530","VPS2.1","SNF7 family protein(VPS2.1)",815211
"59","AT1G27330","AT1G27330","Ribosome associated membrane protein RAMP4(AT1G27330)",839622
"60","AT1G56320","AT1G56320","hypothetical protein(AT1G56320)",842085
"61","AT3G02800","AT3G02800","Tyrosine phosphatase family protein(PFA-DSP3)",821239
"62","AT3G03640","BGLU25","beta glucosidase 25(BGLU25)",821201
"63","AT5G42050","AT5G42050","DCD (Development and Cell Death) domain protein(AT5G42050)",834210
"64","AT5G09520","AT5G09520","hydroxyproline-rich glycoprotein family protein(PELPK2)",830811
"65","AT3G52790","AT3G52790","peptidoglycan-binding LysM domain-containing protein(AT3G52790)",824445
"66","AT3G62590","AT3G62590","alpha/beta-Hydrolases superfamily protein(AT3G62590)",825433
"67","AT3G28007","SWEET4","Nodulin MtN3 family protein(SWEET4)",822424
"68","AT1G69510","AT1G69510","cAMP-regulated phosphoprotein 19-related protein(AT1G69510)",843284
"69","AT4G18930","AT4G18930","RNA ligase/cyclic nucleotide phosphodiesterase family protein(AT4G18930)",827628
"70","AT3G06760","DI19-4","Drought-responsive family protein(AT3G06760)",819861
"71","AT5G43430","ETFB","electron transfer flavoprotein beta(ETFBETA)",834363
"72","AT1G23490","ARF2-A","ADP-ribosylation factor 1(ARF1)",838957
"73","AT3G53340","NFYB10","nuclear factor Y, subunit B10(NF-YB10)",824502
"74","AT1G55265","AT1G55265","DUF538 family protein, putative (Protein of unknown function, DUF538)(AT1G55265)",841971
"75","AT2G18950","HPT1","homogentisate phytyltransferase 1(HPT1)",816412
"76","AT3G25770","AOC2","allene oxide cyclase 2(AOC2)",822168
"77","AT3G50360","CML20","centrin2(CEN2)",824198
"78","AT5G37480","AT5G37480","maltase-glucoamylase, intestinal protein(AT5G37480)",833726
"79","AT5G64370","PYD3","beta-ureidopropionase(BETA-UP)",836558
"80","AT2G23540","AT2G23540","GDSL-like Lipase/Acylhydrolase superfamily protein(AT2G23540)",816886
"81","AT3G28950","AT3G28950","AIG2-like (avirulence induced gene) family protein(AT3G28950)",822532
"82","AT4G29010","AIM1","Enoyl-CoA hydratase/isomerase family(AIM1)",829022
"83","AT5G42300","UBL5","ubiquitin-like protein 5(UBL5)",834235
"84","AT3G15710","AT3G15710","Peptidase S24/S26A/S26B/S26C family protein(AT3G15710)",820814
"85","AT1G77510","PDIL1-2","PDI-like 1-2(PDIL1-2)",844087
"86","AT2G02390","GSTZ1","glutathione S-transferase zeta 1(GSTZ1)",814770
"87","AT1G11210","AT1G11210","cotton fiber protein, putative (DUF761)(AT1G11210)",837662
"88","AT3G17790","PAP17","purple acid phosphatase 17(PAP17)",821047
"89","AT4G05050","UBQ11","ubiquitin 11(UBQ11)",825847
"90","AT5G50460","SEC61G2","secE/sec61-gamma protein transport protein(AT5G50460)",835114
"91","AT2G23120","AT2G23120","Late embryogenesis abundant protein, group 6(AT2G23120)",816844
"92","AT2G39725","AT2G39725","LYR family of Fe/S cluster biogenesis protein(AT2G39725)",818557
"93","AT1G72690","AT1G72690","neurofilament heavy protein(AT1G72690)",843601
"94","AT3G27270","AT3G27270","TRAM, LAG1 and CLN8 (TLC) lipid-sensing domain containing protein(AT3G27270)",822346
"95","AT4G27840","AT4G27840","SNARE-like superfamily protein(AT4G27840)",828897
"96","AT2G31200","ADF6","actin depolymerizing factor 6(ADF6)",817676
"97","AT3G14430","AT3G14430","GRIP/coiled-coil protein(AT3G14430)",820666
"98","AT1G09815","POLD4","polymerase delta 4(POLD4)",837513
"99","AT5G20700","AT5G20700","senescence-associated family protein, putative (DUF581)(AT5G20700)",832193
"100","AT5G55180","AT5G55180","O-Glycosyl hydrolases family 17 protein(AT5G55180)",835611
"101","AT1G04555","AT1G04555","transmembrane protein(AT1G04555)",5007662
"102","AT1G29000","AT1G29000","Heavy metal transport/detoxification superfamily protein(AT1G29000)",839774
"103","AT5G41860","AT5G41860","transmembrane protein(AT5G41860)",834191
"104","AT1G60590","AT1G60590","Pectin lyase-like superfamily protein(AT1G60590)",842353
"105","AT3G54020","IPCS1","Inositol phosphorylceramide synthase 1(AtIPCS1)",824569
"106","AT4G00390","AT4G00390","DNA-binding storekeeper protein-related transcriptional regulator(AT4G00390)",828200
"107","AT2G17660","AT2G17660","RPM1-interacting protein 4 (RIN4) family protein(AT2G17660)",816273
"108","AT3G55500","EXPA16","expansin A16(EXPA16)",824715
