"","gene","baseMean","log2FoldChange","lfcSE","pvalue","padj","symbol","Description","Entrez"
"42","AT1G01940",242.836796225957,1.05930309176069,0.140496619062936,2.56734473832132e-06,1.0745142526199e-05,"CYP18-1","Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein(AT1G01940)",839309
"43","AT1G01990",558.818977529666,-0.847307534946531,0.119002385987134,0.000185177707213759,0.000632509466081653,"AT1G01990","hypothetical protein(AT1G01990)",837456
"44","AT1G02010",388.276647316824,-0.939218943940759,0.132006868751009,4.50025798330896e-05,0.000165807645105419,"SEC1A","secretory 1A(SEC1A)",839288
"45","AT1G02020",349.126271793363,-0.808290312122458,0.12956494315203,0.00168068939648132,0.00504603552681919,"AT1G02020","nitroreductase family protein(AT1G02020)",837477
"46","AT1G02100",1187.56785678375,-1.04963085182769,0.0812031424135328,2.23496066267277e-15,1.80514904325368e-14,"AT1G02100","Leucine carboxyl methyltransferase(SBI1)",837541
"47","AT1G02110",735.742810166314,1.00714180895965,0.122722325132404,8.44872700240775e-07,3.70346339089762e-06,"AT1G02110","bZIP domain class transcription factor (DUF630 and DUF632)(AT1G02110)",839234
"48","AT1G02120",2009.76124528104,-0.787850182621385,0.081833450932097,3.16185916505152e-06,1.30927841985324e-05,"VAD1","GRAM domain family protein(VAD1)",839232
"49","AT1G02180",84.5195936897851,1.31418909657764,0.256972867990433,0.000226181826129219,0.000763608551304654,"AT1G02180","ferredoxin-like protein(AT1G02180)",839543
"50","AT1G02190",6.94775699178939,5.06216366056009,2.29707940351707,0.000294411139677538,0.000978374532652279,"AT1G02190","Fatty acid hydroxylase superfamily(AT1G02190)",839541
"51","AT1G02205",994.359657007918,2.73244515326685,0.16616109027126,4.26202834443367e-45,1.25299485366891e-43,"CER1","Fatty acid hydroxylase superfamily(CER1)",837602
"52","AT1G02230",27.9025233269722,-1.99314604297961,0.767542162421393,0.00856429897695555,0.0229603781980372,"NAC004","NAC domain containing protein 4(NAC004)",837630
"53","AT1G02305",2610.13778348272,-0.69946730718655,0.0659680131316199,5.49125983380784e-06,2.21649883320194e-05,"AT1G02305","Cysteine proteinases superfamily protein(AT1G02305)",839538
"54","AT1G02335",20.7357072355953,4.73826896283929,0.873590694659875,4.28687466020605e-07,1.928096278402e-06,"GL22","germin-like protein subfamily 2 member 2 precursor(GL22)",3766642
"55","AT1G02340",195.581942343883,-2.56446923036967,0.201859031023981,3.00199174393116e-27,4.3994016060546e-26,"HFR1","basic helix-loop-helix (bHLH) DNA-binding superfamily protein(HFR1)",839300
"56","AT1G02370",224.406245063287,0.994397639562081,0.149317523597055,6.58535454009694e-05,0.000237454010468491,"AT1G02370","Tetratricopeptide repeat (TPR)-like superfamily protein(AT1G02370)",837735
"57","AT1G02390",80.1555101799933,1.76199474792501,0.296731886805615,1.86196053174654e-06,7.89405933512049e-06,"GPAT2","glycerol-3-phosphate acyltransferase 2(GPAT2)",839558
"58","AT1G02450",21.5662377222734,-1.9429488686361,0.868434258320434,0.0175315606589528,0.04444222121937,"NIMIN-1","NIM1-interacting 1(NIMIN1)",837800
"59","AT1G02460",26.2737251966026,2.42638876145612,0.560279906290138,7.43904938507529e-05,0.000266447409870653,"AT1G02460","Pectin lyase-like superfamily protein(AT1G02460)",839443
"60","AT1G02475",643.005537301194,-1.16361275861406,0.106880694973223,1.08488762819878e-12,7.43334120302008e-12,"AT1G02475","Polyketide cyclase/dehydrase and lipid transport superfamily protein(AT1G02475)",839236
"61","AT1G02500",11756.5731558975,-0.851007642412628,0.0783903010863199,1.41377192952446e-08,7.18662441078841e-08,"SAM1","S-adenosylmethionine synthetase 1(SAM1)",839501
"62","AT1G02520",477.684046626835,-0.958375063040821,0.190272751297853,0.00276853150819981,0.0080288410449006,"ABCB11","P-glycoprotein 11(ABCB11)",839353
"63","AT1G02560",4111.85001338956,-0.825475452972285,0.100596147586577,2.85466423247985e-05,0.000107354210772033,"CLPP5","nuclear encoded CLP protease 5(CLPP5)",839433
"64","AT1G02580",24.8197439948987,-2.34894110353071,0.464246794747778,6.60409501723206e-06,2.64667595665721e-05,"MEA","SET domain-containing protein(MEA)",839422
"65","AT1G02610",253.316876741915,-3.51457986162592,0.210161464636152,3.85673718236019e-50,1.34296701367315e-48,"AT1G02610","RING/FYVE/PHD zinc finger superfamily protein(AT1G02610)",837915
"66","AT1G02620",38.4575378530409,-8.98854693850592,2.82947164054402,1.85446028037416e-10,1.0933126893272e-09,"AT1G02620","Ras-related small GTP-binding family protein(AT1G02620)",839269
"67","AT1G02640",1382.83659838007,-1.45561038438131,0.163523310111293,6.84628034026371e-11,4.15383406233524e-10,"BXL2","beta-xylosidase 2(BXL2)",837940
"68","AT1G02650",36.7481138508659,-1.84775477298536,0.403244687547369,0.000114099041859063,0.000400772884529958,"AT1G02650","Tetratricopeptide repeat (TPR)-like superfamily protein(AT1G02650)",837951
"69","AT1G02660",661.643818124302,-2.2344320513473,0.140790528522044,5.44527941733177e-39,1.30416870564162e-37,"AT1G02660","alpha/beta-Hydrolases superfamily protein(AT1G02660)",839544
"70","AT1G02690",457.793046715341,1.9722434759068,0.120081323349639,4.80113518006256e-39,1.15446997772529e-37,"IMPA6","importin alpha isoform 6(IMPA-6)",839517
"71","AT1G02700",126.199529877054,3.96566475438101,0.321560152423768,3.29101142240471e-29,5.24608060909184e-28,"AT1G02700","GATA transcription factor-like protein(AT1G02700)",839492
"72","AT1G02720",247.057229635916,1.12275538883966,0.138544127524256,1.70609914845251e-07,7.94557564492258e-07,"GATL5","galacturonosyltransferase 5(GATL5)",839475
"73","AT1G02730",887.673048416205,3.28074730789741,0.136878606367707,1.71269287095198e-98,1.87280253029075e-96,"CSLD5","cellulose synthase-like D5(CSLD5)",839467
"74","AT1G02780",13569.416731595,1.07524383710585,0.0733881710488035,1.09002597074963e-19,1.09985668514136e-18,"RPL19A","Ribosomal protein L19e family protein(emb2386)",839407
"75","AT1G02800",73.5528871670807,3.78523152465432,0.415300254920997,9.22349531732003e-17,7.9890676644572e-16,"CEL2","cellulase 2(CEL2)",839385
"76","AT1G02810",362.198106086827,1.80031777245789,0.166970169443189,2.98461703746358e-17,2.66050370075046e-16,"PME7","Plant invertase/pectin methylesterase inhibitor superfamily(AT1G02810)",838078
"77","AT1G02813",2.24161661870154,4.12999802940503,2.71784260051474,0.00659029815910691,0.018009854722716,"AT1G02813","pectinesterase (Protein of unknown function, DUF538)(AT1G02813)",839360
"78","AT1G02820",54.1719293975462,-4.1287846379706,0.433205397677909,1.51419326652131e-18,1.44233324709318e-17,"AT1G02820","Late embryogenesis abundant 3 (LEA3) family protein(LEA3)",839304
"79","AT1G02840",3985.79797160658,-0.777074901883109,0.0713002626056539,2.12614819204863e-07,9.82982537001096e-07,"SR34","RNA-binding (RRM/RBD/RNP motifs) family protein(SR34)",839262
"80","AT1G02860",483.691315751382,-2.07598727426923,0.112271956148397,2.37990356956381e-50,8.34727861568636e-49,"BAH1","SPX (SYG1/Pho81/XPR1) domain-containing protein(NLA)",839559
"81","AT1G02870",443.971516159016,0.743424550284767,0.111128083176192,0.00226759109280365,0.00666649712271204,"AT1G02870","nucleolar-like protein(AT1G02870)",839496
"82","AT1G02910",1069.53580925647,-1.64715071233126,0.116739436623232,1.28785803900289e-26,1.82965181484679e-25,"LPA1","tetratricopeptide repeat (TPR)-containing protein(LPA1)",839350
"83","AT1G02940",15.8185925899819,1.93192218092056,0.584575024908674,0.00255547988834859,0.00744942424388807,"GSTF5","glutathione S-transferase (class phi) 5(GSTF5)",839479
"84","AT1G02950",34.1458251158068,1.76921668409908,0.463392160307881,0.00113822626845742,0.00350087514363524,"GSTF4","glutathione S-transferase F4(GSTF4)",838240
"85","AT1G02970",68.8659956848942,2.11317869924795,0.253611582366767,5.82108514971138e-12,3.79579988472545e-11,"WEE1","WEE1-like kinase(WEE1)",839453
"86","AT1G02980",2.85921426136486,3.80685233273854,2.55327503647608,0.00738044060210948,0.0199950367254011,"CUL2","cullin 2(CUL2)",839415
"87","AT1G03055",70.0015803217925,-2.61478880942039,0.317226615629747,8.26200010784921e-13,5.69967155598869e-12,"D27","beta-carotene isomerase D27-like protein(D27)",838334
"88","AT1G03090",3453.5637212688,-4.35971000009831,0.12625884077234,1.15593689942855e-215,9.31145703719678e-213,"MCCA","methylcrotonyl-CoA carboxylase alpha chain(MCCA)",838362
"89","AT1G03106",662.233021567027,8.00390212700159,0.518646347973292,2.0530387963866e-49,6.97802187812639e-48,"AT1G03106","hypothetical protein(AT1G03106)",2745740
"90","AT1G03110",297.02014407833,1.20730235733781,0.136702004942981,3.20061437660752e-09,1.71309074252707e-08,"TRM82","Transducin/WD40 repeat-like superfamily protein(TRM82)",839572
"91","AT1G03120",25.5777999788931,3.52046035085699,0.517799344486758,3.90657635586677e-10,2.25205926087491e-09,"ATRAB28","responsive to abscisic acid 28(RAB28)",839571
"92","AT1G03130",11172.2773108996,-1.89950591434716,0.133334561827994,1.74809995993468e-29,2.83520695515312e-28,"PSAD2","photosystem I subunit D-2(PSAD-2)",838400
"93","AT1G03160",1026.1614857057,-0.698914950673746,0.102214394741981,0.00404186850077536,0.0114187274011851,"FZL","FZO-like protein(FZL)",839566
"94","AT1G03220",4008.49389869629,-0.705819958610792,0.0901966033665595,0.000892049270613636,0.00277728197289991,"AT1G03220","Eukaryotic aspartyl protease family protein(AT1G03220)",838517
"95","AT1G03240",1.88511444846079,3.73740014637734,2.71878971121593,0.0097607257862155,0.0259405805949284,"AT1G03240","hypothetical protein(AT1G03240)",838546
"96","AT1G03270",66.3709299145251,2.5709343494888,0.346168942397908,9.81024285761594e-11,5.89590472263484e-10,"CBSDUF4","CBS domain protein with a domain protein (DUF21)(AT1G03270)",838595
"97","AT1G03290",816.181071334486,-0.684897596049769,0.120053022683861,0.0192122616078286,0.0484233952873161,"AT1G03290","ELKS/Rab6-interacting/CAST family protein(AT1G03290)",838603
"98","AT1G03310",904.137510344299,1.63941081609969,0.116396863366724,1.70817646813911e-26,2.40698498711661e-25,"ISA2","debranching enzyme 1(DBE1)",839531
"99","AT1G03340",77.5112224639326,1.34625523101608,0.305922334663286,0.0010953360071057,0.00337497003030937,"AT1G03340","hypothetical protein(AT1G03340)",839525
"100","AT1G03370",992.978291165281,-1.25964050728162,0.123549546893237,3.41800448412864e-12,2.26052261531069e-11,"AT1G03370","C2 calcium/lipid-binding and GRAM domain containing protein(AT1G03370)",839519
"101","AT1G03380",1456.93185361533,-0.876639997521283,0.0626389295084414,7.17734499596966e-14,5.34013913708752e-13,"ATG18G","autophagy 18 G-like protein(ATG18G)",838702
"102","AT1G03400",356.56986288855,-3.17003153391745,0.181989278047841,9.73788262462715e-53,3.72350746054968e-51,"AT1G03400","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein(AT1G03400)",838751
"103","AT1G03410",313.964022341417,-2.29236702644988,0.174767319053886,1.12745757488732e-27,1.68393941623777e-26,"2A6","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein(2A6)",838763
"104","AT1G03457",371.457707126632,-1.08578509746656,0.115501134397763,3.17320825661702e-09,1.6987981995881e-08,"BRN2","RNA-binding (RRM/RBD/RNP motifs) family protein(AT1G03457)",839497
"105","AT1G03520",327.098924041826,-0.724778780730097,0.126699042237645,0.0108644312647559,0.0286313899611877,"AT1G03520","Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein(AT1G03520)",839471
"106","AT1G03530",596.969223391585,0.632408293854533,0.0941721485760086,0.016022328134184,0.0409557416639191,"ATNAF1","nuclear assembly factor 1(NAF1)",839468
"107","AT1G03550",304.238702926058,-0.750460523988129,0.126717151507739,0.0059904947632323,0.0164938243646202,"SCAMP2","Secretory carrier membrane protein (SCAMP) family protein(SCAMP4)",839464
"108","AT1G03580",61.4967529425258,-5.09308857938551,0.497004310536067,2.0166769588181e-21,2.2182528623941e-20,"AT1G03580","miscRNA(AT1G03580)",3766651
"109","AT1G03590",1312.20810965972,-1.05199832847381,0.0791357045451903,3.23468327925259e-16,2.73128428114668e-15,"PPC6-6","Protein phosphatase 2C family protein(AT1G03590)",839447
"110","AT1G03600",4072.10759880508,-1.62141904106634,0.164075892938097,5.81639803609886e-14,4.34629174212632e-13,"PSB27-1","photosystem II family protein(PSB27)",839449
"111","AT1G03610",1204.13047625315,-2.169596122481,0.0854161305430245,7.08463963094505e-95,7.2854213328263e-93,"AT1G03610","plant/protein (DUF789)(AT1G03610)",838961
"112","AT1G03620",38.699081700566,-1.69627788269472,0.361689684510537,0.000140971657621971,0.000488558881126136,"AT1G03620","ELMO/CED-12 family protein(AT1G03620)",839448
"113","AT1G03680",2814.12426168148,-1.30310103095446,0.13163677683937,6.43506387527389e-12,4.18599605948503e-11,"ATHM1","thioredoxin M-type 1(THM1)",839436
"114","AT1G03740",927.8174305624,-0.903117779694392,0.0896692762306438,2.87251351476975e-08,1.42569647972737e-07,"AT1G03740","Protein kinase superfamily protein(AT1G03740)",839423
"115","AT1G03780",279.926675166489,2.62351298516594,0.168169433466477,3.91141877729302e-40,9.7648084888495e-39,"TPX2","targeting protein for XKLP2(TPX2)",839140
"116","AT1G03790",1827.36330819796,-1.05213730255363,0.155506686715031,2.44849798124127e-05,9.27872074873398e-05,"SOM","Zinc finger C-x8-C-x5-C-x3-H type family protein(SOM)",839408
"117","AT1G03820",157.353421199618,2.61491597399711,0.22139191418001,5.07738121292787e-24,6.34108498147881e-23,"AT1G03820","E6-like protein(AT1G03820)",839400
"118","AT1G03830",399.60841090566,0.749327313091799,0.121834329651209,0.00439849105307726,0.0123554498185127,"AT1G03830","guanylate-binding family protein(AT1G03830)",839398
"119","AT1G03840",93.6430940865211,1.85672921208064,0.277233625210702,6.144586594276e-08,2.97515687512069e-07,"MGP","C2H2 and C2HC zinc fingers superfamily protein(MGP)",839396
"120","AT1G03850",733.895619813066,-4.84480898534798,0.183425566704876,5.80631273528634e-130,1.11361391715023e-127,"GRXS13","Glutaredoxin family protein(GRXS13)",839392
"121","AT1G03860",1346.82171304146,0.625332217003414,0.0812601835742816,0.00729661867539331,0.0197834721092286,"PHB2","prohibitin 2(PHB2)",839228
"122","AT1G03870",6945.11758178203,-1.47192520023057,0.106420268404915,9.00071574567605e-24,1.11145271696478e-22,"FLA9","FASCICLIN-like arabinoogalactan 9(FLA9)",839384
"123","AT1G03880",58.6130251689051,6.58092050333486,1.49127880103001,2.43994605014914e-06,1.02261075698758e-05,"CRB","cruciferin 2(CRU2)",839383
"124","AT1G03890",28.5491415828811,0.454528403242379,1.17563334796446,0.00519398271991535,0.0144207015635885,"CRD","RmlC-like cupins superfamily protein(AT1G03890)",839379
"125","AT1G03900",2457.13953453976,-0.603983345929047,0.0736393692037025,0.00761773431494947,0.0205820093749014,"ATNAP4","non-intrinsic ABC protein 4(ABCI18)",839378
"126","AT1G03940",237.534715447123,1.87648050435817,0.129830803038686,4.63026749217992e-30,7.67982458586273e-29,"3AT1","HXXXD-type acyl-transferase family protein(AT1G03940)",839366
"127","AT1G03990",148.076162241237,1.53632835279591,0.20450895703221,1.6113626953657e-08,8.15672201428731e-08,"FAO1","Long-chain fatty alcohol dehydrogenase family protein(AT1G03990)",839342
"128","AT1G04020",219.376717646546,2.41132551839885,0.171299122894593,4.41124702387397e-32,7.9435317122905e-31,"BARD1","breast cancer associated RING 1(BARD1)",839329
"129","AT1G04040",4009.97103604931,2.59636399911451,0.128698430279961,9.20615122283752e-66,5.19803388904419e-64,"AT1G04040","HAD superfamily, subfamily IIIB acid phosphatase(AT1G04040)",839325
"130","AT1G04050",137.835457532362,1.28453995482355,0.172156487834363,2.10311234496159e-07,9.72890752839619e-07,"SUVR1","histone-lysine N-methyltransferase SUVR2-like protein(SUVR1)",839320
"131","AT1G04110",31.8182492983893,4.81731960848897,0.870901176039112,2.42261102571109e-07,1.11386640120499e-06,"SBT1.2","Subtilase family protein(SDD1)",839287
"132","AT1G04160",257.211887327639,1.24496565373837,0.157082544742918,6.01158257992197e-08,2.91426087515335e-07,"XI-B","myosin XI B(XIB)",839246
"133","AT1G04180",41.2068377067998,4.9431772935255,0.618921263297029,1.85765390362996e-13,1.34649262852794e-12,"YUC9","YUCCA 9(YUC9)",837024
"134","AT1G04220",430.779607118561,1.37271050094906,0.12605664744525,1.17730018710308e-14,9.18651479545785e-14,"KCS17","3-ketoacyl-CoA synthase 2(KCS2)",839578
"135","AT1G04250",2278.22062735164,0.672353497847673,0.0658235067878432,5.92406782609351e-05,0.000215279733962971,"IAA17","AUX/IAA transcriptional regulator family protein(AXR3)",839568
"136","AT1G04270",6884.30624989955,1.10125569097041,0.0726226115999359,1.21257955632646e-21,1.35100034846404e-20,"RPS15A","cytosolic ribosomal protein S15(RPS15)",839564
"137","AT1G04280",955.58902242044,-1.12795935638417,0.0905451512905576,1.39823984340401e-15,1.14039365695921e-14,"AT1G04280","P-loop containing nucleoside triphosphate hydrolases superfamily protein(AT1G04280)",839555
"138","AT1G04310",516.217711154032,-1.43141355813193,0.107484884603585,9.9878620045538e-22,1.11899245805307e-20,"ERS2","ethylene response sensor 2(ERS2)",839549
"139","AT1G04330",22.4728887246418,3.39979720676075,0.61281736923778,2.38268022081496e-07,1.09634139787156e-06,"AT1G04330","hypothetical protein(AT1G04330)",839548
"140","AT1G04350",1091.41110058341,-1.79013985453269,0.113846062559239,2.85752004292073e-34,5.64634745357501e-33,"AT1G04350","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein(AT1G04350)",839542
"141","AT1G04390",279.245814887934,-0.716584331767975,0.119265784858648,0.00852726282539288,0.0228686975295133,"AT1G04390","BTB/POZ domain-containing protein(AT1G04390)",839530
"142","AT1G04400",3837.51693448954,-1.24478687354675,0.0750096111586833,5.83937989246422e-29,9.23523916762371e-28,"CRY2","cryptochrome 2(CRY2)",839529
"143","AT1G04420",1868.61502900262,-1.4678231370641,0.155120485622023,4.26217717667692e-12,2.80271492929454e-11,"AT1G04420","NAD(P)-linked oxidoreductase superfamily protein(AT1G04420)",839524
"144","AT1G04425",45.8678357183273,3.42750304488901,0.430834065155358,8.15372341355601e-13,5.6265813824099e-12,"AT1G04425","ncRNA(AT1G04425)",6240819
"145","AT1G04440",2127.52797835605,-1.21536210633152,0.0779864277762664,3.11998800867092e-25,4.12459683903399e-24,"CKL13","casein kinase like 13(CKL13)",839520
"146","AT1G04480",2726.78239361282,0.716801349891161,0.102727184231219,0.00240025534409552,0.00702574741344627,"RPL23C","Ribosomal protein L14p/L23e family protein(AT1G04480)",839511
"147","AT1G04490",31.4620893948097,3.9428618358503,0.543583397468761,1.87239522830831e-11,1.1801852657094e-10,"AT1G04490","hypothetical protein (DUF3527)(AT1G04490)",839509
"148","AT1G04520",387.119570848389,2.40416412183053,0.133564887523922,4.92622421275999e-51,1.76890244168734e-49,"CRRSP3","plasmodesmata-located protein 2(PDLP2)",839502
"149","AT1G04530",1290.38497048705,-1.00845112046669,0.113799960334842,9.80611698710931e-08,4.67037097182664e-07,"TPR4","Tetratricopeptide repeat (TPR)-like superfamily protein(TPR4)",839500
"150","AT1G04540",44.7847618829942,1.89941709415941,0.328870858138531,2.06687511546775e-06,8.71846815157858e-06,"AT1G04540","Calcium-dependent lipid-binding (CaLB domain) family protein(AT1G04540)",839498
"151","AT1G04560",530.922867892497,8.00123737574095,0.519897803444578,5.21772777035645e-49,1.7440056611125e-47,"AT1G04560","AWPM-19-like family protein(AT1G04560)",839491
"152","AT1G04600",23.4287705560753,1.4662544962142,0.478803587022057,0.0120643947248459,0.0314880832617589,"XI-A","myosin XI A(XIA)",839480
"153","AT1G04610",44.4435754500839,2.29543512398894,0.381714282008267,2.2167230008545e-07,1.0229010509576e-06,"YUC3","YUCCA 3(YUC3)",839474
"154","AT1G04620",897.004533103932,-0.894263461529673,0.125851703930247,8.88691398113176e-05,0.000315871691819429,"HCAR","coenzyme F420 hydrogenase family / dehydrogenase, beta subunit family(HCAR)",839472
"155","AT1G04640",461.370297484779,-1.31294483368239,0.18533584569803,5.81753168015485e-07,2.59050065565915e-06,"LIP2","lipoyltransferase 2(LIP2)",839462
"156","AT1G04650",57.7436344264508,1.11159634628692,0.25011306025986,0.00311897141458391,0.00896551245448254,"AT1G04650","holliday junction resolvase(AT1G04650)",839457
