"","gene","symbol","Description","Entrez"
"30","AT5G54380","THE1","protein kinase family protein(THE1)",835526
"31","AT1G08800","MYOB1","myosin-binding protein (Protein of unknown function, DUF593)(AT1G08800)",837402
"32","AT3G24550","PERK1","proline extensin-like receptor kinase 1(PERK1)",822051
"33","AT5G20050","AT5G20050","Protein kinase superfamily protein(AT5G20050)",832127
"34","AT2G16510","VHA-C3","ATPase, F0/V0 complex, subunit C protein(AT2G16510)",816150
"35","AT5G43760","KCS19","3-ketoacyl-CoA synthase 20(KCS20)",834398
"36","AT1G27020","AT1G27020","plant/protein(AT1G27020)",839591
"37","AT3G44300","NIT2","nitrilase 2(NIT2)",823555
"38","AT2G01190","AT2G01190","Octicosapeptide/Phox/Bem1p family protein(PDE331)",814647
"39","AT4G13340","LRX3","Leucine-rich repeat (LRR) family protein(LRX3)",826964
"40","AT3G07570","AT3G07570","Cytochrome b561/ferric reductase transmembrane with DOMON related domain-containing protein(AT3G07570)",819948
"41","AT5G35370","AT5G35370","S-locus lectin protein kinase family protein(AT5G35370)",833498
"42","AT1G03870","FLA9","FASCICLIN-like arabinoogalactan 9(FLA9)",839384
"43","AT3G51550","FER","Malectin/receptor-like protein kinase family protein(FER)",824318
"44","AT1G74790","HIPL1","catalytics(AT1G74790)",843818
"45","AT4G39050","AT4G39050","Kinesin motor family protein(AT4G39050)",830060
"46","AT5G36160","TAT","Tyrosine transaminase family protein(AT5G36160)",833613
"47","AT1G32090","AT1G32090","early-responsive to dehydration stress protein (ERD4)(AT1G32090)",840101
"48","AT2G30930","AT2G30930","hypothetical protein(AT2G30930)",817644
"49","AT3G48780","LCB2B","serine palmitoyltransferase 1(SPT1)",824039
"50","AT5G41990","WNK8","with no lysine (K) kinase 8(WNK8)",834204
"51","AT2G02870","SKIP11","Galactose oxidase/kelch repeat superfamily protein(AT2G02870)",814818
"52","AT2G01480","AT2G01480","O-fucosyltransferase family protein(AT2G01480)",814676
"53","AT1G76090","SMT3","sterol methyltransferase 3(SMT3)",843941
"54","AT4G17800","AHL23","Putative AT-hook DNA-binding family protein(AT4G17800)",827502
"55","AT5G38005","AT5G38005","ncRNA(AT5G38005)",5008282
"56","AT5G65110","ACX2","acyl-CoA oxidase 2(ACX2)",836635
"57","AT1G67030","ZFP6","zinc finger protein 6(ZFP6)",843022
"58","AT3G13965","AT3G13965","miscRNA(AT3G13965)",28719270
"59","AT3G13720","PRA1F3","PRA1 (Prenylated rab acceptor) family protein(PRA8)",820581
"60","AT4G10840","AT4G10840","Tetratricopeptide repeat (TPR)-like superfamily protein(KLCR1)",826680
"61","AT4G36780","BEH2","BES1/BZR1 homolog 2(BEH2)",829831
"62","AT3G48690","CXE12","alpha/beta-Hydrolases superfamily protein(CXE12)",824030
"63","AT1G79410","5-Oct","organic cation/carnitine transporter5(OCT5)",844279
"64","AT4G38250","AT4G38250","Transmembrane amino acid transporter family protein(AT4G38250)",829982
"65","AT1G11740","AT1G11740","ankyrin repeat family protein(AT1G11740)",837718
"66","AT5G24290","MEB2","Vacuolar iron transporter (VIT) family protein(MEB2)",832496
"67","AT1G53340","AT1G53340","Cysteine/Histidine-rich C1 domain family protein(AT1G53340)",841769
"68","AT4G03390","SRF3","STRUBBELIG-receptor family 3(SRF3)",827941
"69","AT5G44390","AT5G44390","FAD-binding Berberine family protein(AT5G44390)",834465
"70","AT1G33610","AT1G33610","Leucine-rich repeat (LRR) family protein(AT1G33610)",840255
"71","AT3G13790","CWINV1","Glycosyl hydrolases family 32 protein(ATBFRUCT1)",820591
"72","AT2G37130","PER21","Peroxidase superfamily protein(AT2G37130)",818289
"73","AT3G03000","CML18","EF hand calcium-binding protein family(AT3G03000)",821161
"74","AT4G00300","AT4G00300","receptor-like kinase(AT4G00300)",28719430
"75","AT1G20970","AT1G20970","calponin-like domain protein(AT1G20970)",838691
"76","AT5G64100","PER69","Peroxidase superfamily protein(AT5G64100)",836531
"77","AT1G21910","ERF012","Integrase-type DNA-binding superfamily protein(DREB26)",838793
"78","AT3G52450","PUB22","plant U-box 22(PUB22)",824410
"79","AT1G76070","AT1G76070","hypothetical protein(AT1G76070)",843939
"80","AT3G54990","SMZ","Integrase-type DNA-binding superfamily protein(SMZ)",824664
"81","AT1G01720","NAC002","NAC (No Apical Meristem) domain transcriptional regulator superfamily protein(ATAF1)",839265
"82","AT3G62720","XXT1","xylosyltransferase 1(XT1)",825446
"83","AT3G57070","AT3G57070","Glutaredoxin family protein(AT3G57070)",824874
"84","AT5G01830","PUB16","ARM repeat superfamily protein(SAUR21)",831850
"85","AT1G05850","CTL1","Chitinase family protein(POM1)",837095
"86","AT4G15800","RALFL33","ralf-like 33(RALFL33)",827260
"87","AT4G00150","SCL6","GRAS family transcription factor(HAM3)",828208
"88","AT5G56040","AT5G56040","Leucine-rich receptor-like protein kinase family protein(AT5G56040)",835702
"89","AT2G38480","AT2G38480","Uncharacterized protein family (UPF0497)(AT2G38480)",818430
"90","AT5G23750","AT5G23750","Remorin family protein(AT5G23750)",832440
"91","AT1G53840","PME1","pectin methylesterase 1(PME1)",841821
"92","AT5G42090","AT5G42090","Lung seven transmembrane receptor family protein(AT5G42090)",834214
"93","AT3G05270","FPP3","filament-like protein (DUF869)(AT3G05270)",819691
"94","AT1G68410","AT1G68410","Protein phosphatase 2C family protein(AT1G68410)",843170
"95","AT1G76680","OPR1","12-oxophytodienoate reductase 1(OPR1)",844001
"96","AT1G04620","HCAR","coenzyme F420 hydrogenase family / dehydrogenase, beta subunit family(HCAR)",839472
"97","AT3G48990","AAE3","AMP-dependent synthetase and ligase family protein(AAE3)",824060
"98","AT5G11000","AT5G11000","hypothetical protein (DUF868)(AT5G11000)",830967
"99","AT1G59910","FH7","Actin-binding FH2 (formin homology 2) family protein(AT1G59910)",842285
"100","AT2G30990","AT2G30990","arginine N-methyltransferase, putative (DUF688)(AT2G30990)",817650
"101","AT1G03900","ATNAP4","non-intrinsic ABC protein 4(ABCI18)",839378
"102","AT2G47485","AT2G47485","hypothetical protein(AT2G47485)",2745593
"103","AT1G58340","ZF14","MATE efflux family protein(ZF14)",842203
"104","AT1G65730","YSL7","YELLOW STRIPE like 7(YSL7)",842884
"105","AT3G59120","AT3G59120","Cysteine/Histidine-rich C1 domain family protein(AT3G59120)",825081
"106","AT1G23560","AT1G23560","OBP32pep, putative (DUF220)(AT1G23560)",838966
"107","AT5G57400","AT5G57400","transmembrane protein(AT5G57400)",835846
"108","AT1G55920","SAT1","serine acetyltransferase 2;1(SERAT2;1)",842043
"109","AT4G13130","AT4G13130","Cysteine/Histidine-rich C1 domain family protein(AT4G13130)",826927
"110","AT4G12780","AT4G12780","Chaperone DnaJ-domain superfamily protein(AT4G12780)",826890
"111","AT5G59940","AT5G59940","Cysteine/Histidine-rich C1 domain family protein(AT5G59940)",836116
"112","AT5G64250","AT5G64250","Aldolase-type TIM barrel family protein(AT5G64250)",836546
"113","AT3G14610","CYP72A7","cytochrome P450, family 72, subfamily A, polypeptide 7(CYP72A7)",820689
"114","AT1G36050","AT1G36050","Endoplasmic reticulum vesicle transporter protein(AT1G36050)",840509
"115","AT5G54310","AGD5","ARF-GAP domain 5(AGD5)",835519
"116","AT2G29065","SCL34","GRAS family transcription factor(AT2G29065)",10723125
"117","AT3G05360","AtRLP30","receptor like protein 30(RLP30)",819700
"118","AT4G27460","CBSX5","Cystathionine beta-synthase (CBS) family protein(CBSX5)",828855
"119","AT2G24100","AT2G24100","ATP-dependent DNA helicase(ASG1)",816944
"120","AT4G16745","AT4G16745","Exostosin family protein(AT4G16745)",827378
"121","AT3G60200","AT3G60200","hypothetical protein(AT3G60200)",825190
"122","AT5G23860","TUBB8","tubulin beta 8(TUB8)",832451
"123","AT4G14990","AT4G14990","Topoisomerase II-associated protein PAT1(AT4G14990)",827158
"124","AT2G24260","BHLH66","LJRHL1-like 1(LRL1)",816961
"125","AT5G61260","AT5G61260","Plant calmodulin-binding protein-like protein(AT5G61260)",836247
"126","AT1G22610","AT1G22610","C2 calcium/lipid-binding plant phosphoribosyltransferase family protein(AT1G22610)",838867
"127","AT3G15470","AT3G15470","Transducin/WD40 repeat-like superfamily protein(AT3G15470)",820786
"128","AT1G61100","AT1G61100","disease resistance protein (TIR class)(AT1G61100)",842403
"129","AT3G05990","AT3G05990","Leucine-rich repeat (LRR) family protein(AT3G05990)",819770
"130","AT1G69640","SBH1","sphingoid base hydroxylase 1(SBH1)",843300
"131","AT2G47440","AT2G47440","Tetratricopeptide repeat (TPR)-like superfamily protein(AT2G47440)",819357
"132","AT1G54290","AT1G54290","Translation initiation factor SUI1 family protein(AT1G54290)",841870
"133","AT1G06520","GPAT1","glycerol-3-phosphate acyltransferase 1(GPAT1)",837163
"134","AT5G52640","HSP81-1","heat shock-like protein(HSP90.1)",835341
"135","AT4G32810","CCD8","carotenoid cleavage dioxygenase 8(CCD8)",829417
"136","AT5G50900","AT5G50900","ARM repeat superfamily protein(AT5G50900)",835162
"137","AT1G69050","AT1G69050","hypothetical protein(AT1G69050)",843237
"138","AT1G77640","ERF013","Integrase-type DNA-binding superfamily protein(AT1G77640)",844099
"139","AT5G41800","AT5G41800","Transmembrane amino acid transporter family protein(AT5G41800)",834185
"140","AT4G36790","AT4G36790","Major facilitator superfamily protein(AT4G36790)",829832
"141","AT3G59690","IQD13","IQ-domain 13(IQD13)",825138
"142","AT4G24480","AT4G24480","Protein kinase superfamily protein(AT4G24480)",828550
"143","AT1G57990","PUP18","purine permease 18(PUP18)",842166
"144","AT4G02540","AT4G02540","Cysteine/Histidine-rich C1 domain family protein(AT4G02540)",827919
"145","AT5G54870","AT5G54870","inositol-1,4,5-trisphosphate 5-phosphatase(AT5G54870)",835578
"146","AT3G05165","AT3G05165","Major facilitator superfamily protein(AT3G05165)",819680
"147","AT5G44610","PCAP2","microtubule-associated protein 18(MAP18)",834489
"148","AT5G39590","AT5G39590","TLD-domain containing nucleolar protein(AT5G39590)",833955
"149","AT1G63500","AT1G63500","kinase with tetratricopeptide repeat domain-containing protein(BSK7)",842656
"150","AT1G03590","PPC6-6","Protein phosphatase 2C family protein(AT1G03590)",839447
"151","AT4G39640","GGT1","gamma-glutamyl transpeptidase 1(GGT1)",830118
"152","AT1G74330","AT1G74330","Protein kinase superfamily protein(AT1G74330)",843774
"153","AT1G66540","AT1G66540","Cytochrome P450 superfamily protein(AT1G66540)",842972
"154","AT4G13010","AT4G13010","Oxidoreductase, zinc-binding dehydrogenase family protein(AT4G13010)",826914
"155","AT1G13100","CYP71B29","cytochrome P450, family 71, subfamily B, polypeptide 29(CYP71B29)",837867
"156","AT4G25030","AT4G25030","Serine/Threonine-kinase(AT4G25030)",828606
"157","AT5G06700","TBR","trichome birefringence-like protein (DUF828)(AT5G06700)",830559
"158","AT1G78830","AT1G78830","Curculin-like (mannose-binding) lectin family protein(AT1G78830)",844220
"159","AT5G17640","AT5G17640","nuclear factor 1 A-type protein (DUF1005)(ASG1)",831630
"160","AT5G46170","AT5G46170","F-box family protein(AT5G46170)",834659
"161","AT1G09460","AT1G09460","Carbohydrate-binding X8 domain superfamily protein(AT1G09460)",837469
"162","AT5G59590","UGT76E2","UDP-glucosyl transferase 76E2(UGT76E2)",836078
"163","AT2G34070","TBL37","TRICHOME BIREFRINGENCE-LIKE 37(TBL37)",817968
"164","AT3G16850","AT3G16850","Pectin lyase-like superfamily protein(AT3G16850)",820938
"165","AT2G29740","UGT71C2","UDP-glucosyl transferase 71C2(UGT71C2)",817524
"166","AT2G02180","TOM3","tobamovirus multiplication protein 3(TOM3)",814749
"167","AT5G61820","AT5G61820","stress up-regulated Nod 19 protein(AT5G61820)",836304
"168","AT3G50570","AT3G50570","hydroxyproline-rich glycoprotein family protein(AT3G50570)",824221
"169","AT3G26520","TIP1-2","tonoplast intrinsic protein 2(TIP2)",822259
"170","AT4G35100","PIP2-7","plasma membrane intrinsic protein 3(PIP3)",829662
"171","AT3G06750","AT3G06750","hydroxyproline-rich glycoprotein family protein(AT3G06750)",819860
"172","AT1G50640","ERF3","ethylene responsive element binding factor 3(ERF3)",841486
"173","AT5G24320","AT5G24320","Transducin/WD40 repeat-like superfamily protein(AT5G24320)",832502
"174","AT4G39780","ERF060","Integrase-type DNA-binding superfamily protein(AT4G39780)",830136
"175","AT1G63090","PP2A11","phloem protein 2-A11(PP2-A11)",842612
"176","AT3G03860","APRL5","APR-like 5(APRL5)",821101
"177","AT5G01810","CIPK15","CBL-interacting protein kinase 15(CIPK15)",830556
"178","AT3G10450","SCPL7","serine carboxypeptidase-like 7(SCPL7)",820209
"179","AT5G64260","EXL2","EXORDIUM like 2(EXL2)",836547
"180","AT2G18050","HIS1-3","histone H1-3(HIS1-3)",816317
"181","AT2G37570","SLT1","HSP20-like chaperones superfamily protein(SLT1)",818333
"182","AT3G05150","AT3G05150","Major facilitator superfamily protein(AT3G05150)",819677
"183","AT4G33980","AT4G33980","hypothetical protein(AT4G33980)",829544
"184","AT3G20310","ERF7","ethylene response factor 7(ERF7)",821575
"185","AT5G26150","AT5G26150","protein kinase family protein(AT5G26150)",832684
"186","AT4G39070","BBX20","B-box zinc finger family protein(BZS1)",830062
"187","AT3G01520","AT3G01520","Adenine nucleotide alpha hydrolases-like superfamily protein(AT3G01520)",821122
"188","AT4G32600","AT4G32600","C3H4 type zinc finger protein(AT4G32600)",829395
"189","AT5G54585","AT5G54585","hypothetical protein(AT5G54585)",835547
"190","AT4G25620","AT4G25620","hydroxyproline-rich glycoprotein family protein(AT4G25620)",828667
"191","AT4G25830","AT4G25830","Uncharacterized protein family (UPF0497)(AT4G25830)",828688
"192","AT2G03810","AT2G03810","18S pre-ribosomal assembly protein gar2-like protein(AT2G03810)",814907
"193","AT1G22190","RAP2-13","Integrase-type DNA-binding superfamily protein(AT1G22190)",838824
"194","AT3G43430","AT3G43430","RING/U-box superfamily protein(AT3G43430)",823423
"195","AT3G21670","NPF6.4","Major facilitator superfamily protein(AT3G21670)",821721
"196","AT5G11090","AT5G11090","serine-rich protein-like protein(AT5G11090)",830977
"197","AT1G27670","AT1G27670","transmembrane protein(AT1G27670)",839659
"198","AT1G50420","SCL3","scarecrow-like 3(SCL3)",841464
"199","AT5G67560","ATARLA1D","ADP-ribosylation factor-like A1D(ARLA1D)",836892
"200","AT5G57560","XTH22","Xyloglucan endotransglucosylase/hydrolase family protein(TCH4)",835860
"201","AT1G76220","AT1G76220","hypothetical protein (DUF241)(AT1G76220)",843955
"202","AT2G37970","SOUL-1","SOUL heme-binding family protein(SOUL-1)",818374
"203","AT1G55020","LOX1","lipoxygenase 1(LOX1)",841944
"204","AT3G15370","EXPA12","expansin 12(EXPA12)",820776
"205","AT2G27010","CYP705A9","cytochrome P450, family 705, subfamily A, polypeptide 9(CYP705A9)",817243
"206","AT1G64010","AT1G64010","Serine protease inhibitor (SERPIN) family protein(AT1G64010)",842704
"207","AT3G03240","AT3G03240","alpha/beta-Hydrolases superfamily protein(AT3G03240)",821317
"208","AT4G13310","CYP71A20","cytochrome P450, family 71, subfamily A, polypeptide 20(CYP71A20)",826961
"209","AT5G43560","AT5G43560","TRAF-like superfamily protein(AT5G43560)",834376
"210","AT4G01910","AT4G01910","Cysteine/Histidine-rich C1 domain family protein(AT4G01910)",827105
"211","AT5G40100","AT5G40100","Disease resistance protein (TIR-NBS-LRR class) family(AT5G40100)",834007
"212","AT2G35050","AT2G35050","kinase superfamily with octicosapeptide/Phox/Bem1p domain-containing protein(AT2G35050)",818070
"213","AT4G09150","AT4G09150","T-complex protein 11(AT4G09150)",826496
"214","AT5G25050","AT5G25050","Major facilitator superfamily protein(AT5G25050)",832576
"215","AT4G05120","ENT3","Major facilitator superfamily protein(FUR1)",825857
"216","AT3G60130","BGLU16","beta glucosidase 16(BGLU16)",825183
"217","AT4G13350","NIG","NSP (nuclear shuttle protein)-interacting GTPase(NIG)",826966
"218","AT1G31120","POT10","K+ uptake permease 10(KUP10)",839997
"219","AT5G16680","AT5G16680","RING/FYVE/PHD zinc finger superfamily protein(AT5G16680)",831529
"220","AT4G21320","HSA32","Aldolase-type TIM barrel family protein(HSA32)",827880
"221","AT5G65210","TGA1","bZIP transcription factor family protein(TGA1)",836646
"222","AT1G21630","AT1G21630","Calcium-binding EF hand family protein(AT1G21630)",838765
"223","AT2G35230","IKU1","VQ motif-containing protein(IKU1)",818090
"224","AT4G31110","WAKL18","Wall-associated kinase family protein(AT4G31110)",829238
"225","AT1G74740","CPK30","calcium-dependent protein kinase 30(CPK30)",843813
"226","AT2G29900","PS2","Presenilin-2(PS2)",817540
"227","AT5G19400","SMG7","Telomerase activating protein Est1(SMG7)",832060
"228","AT1G13530","AT1G13530","hypothetical protein (DUF1262)(AT1G13530)",837913
"229","AT5G61960","ML1","MEI2-like protein 1(ML1)",836317
"230","AT1G24560","AT1G24560","paramyosin(AT1G24560)",839070
"231","AT5G66620","DAR6","DA1-related protein 6(DAR6)",836794
"232","AT4G16563","AT4G16563","Eukaryotic aspartyl protease family protein(AT4G16563)",827356
"233","AT5G06800","AT5G06800","myb-like HTH transcriptional regulator family protein(AT5G06800)",830570
"234","AT1G43160","RAP2-6","related to AP2 6(RAP2.6)",840915
"235","AT3G62860","AT3G62860","alpha/beta-Hydrolases superfamily protein(AT3G62860)",825461
"236","AT5G19010","MPK16","mitogen-activated protein kinase 16(MPK16)",832019
"237","AT5G07290","ML4","MEI2-like 4(ML4)",830620
"238","AT5G63770","DGK2","diacylglycerol kinase 2(DGK2)",836497
"239","AT1G23480","CSLA3","cellulose synthase-like A3(CSLA03)",838956
"240","AT4G33240","FAB1A","1-phosphatidylinositol-3-phosphate 5-kinase FAB1A(FAB1A)",829460
"241","AT1G17345","AT1G17345","SAUR-like auxin-responsive protein family(AT1G17345)",838306
"242","AT5G21150","AGO9","Argonaute family protein(AGO9)",832241
"243","AT1G07128","AT1G07128","ncRNA(AT1G07128)",10723134
"244","AT5G61600","ERF104","ethylene response factor 104(ERF104)",836281
"245","AT2G35930","PUB23","plant U-box 23(PUB23)",818166
"246","AT5G05410","DREB2A","DRE-binding protein 2A(DREB2A)",830424
"247","AT5G52050","AT5G52050","MATE efflux family protein(AT5G52050)",835280
"248","AT1G35140","EXL1","Phosphate-responsive 1 family protein(PHI-1)",840399
"249","AT4G17483","AT4G17483","alpha/beta-Hydrolases superfamily protein(AT4G17483)",827461
"250","AT3G61220","SDR1","NAD(P)-binding Rossmann-fold superfamily protein(SDR1)",825294
"251","AT5G62865","AT5G62865","hypothetical protein(AT5G62865)",10723117
"252","AT3G15060","RABA1G","RAB GTPase homolog A1G(RABA1g)",820735
"253","AT3G27350","AT3G27350","transcriptional regulator ATRX-like protein(AT3G27350)",822356
"254","AT1G15950","CCR1","cinnamoyl coa reductase 1(CCR1)",838165
"255","AT1G71880","SUC1","sucrose-proton symporter 1(SUC1)",843519
"256","AT5G59730","ATEXO70H7","exocyst subunit exo70 family protein H7(EXO70H7)",836094
"257","AT5G65070","MAF4","K-box region and MADS-box transcription factor family protein(MAF4)",836631
"258","AT2G45680","TCP9","TCP family transcription factor(TCP9)",819176
"259","AT2G30040","MAPKKK14","mitogen-activated protein kinase kinase kinase 14(MAPKKK14)",817555
"260","AT3G52920","AT3G52920","transcriptional activator (DUF662)(AT3G52920)",824458
"261","AT1G71090","AT1G71090","Auxin efflux carrier family protein(AT1G71090)",843449
"262","AT2G44080","ARL","ARGOS-like protein(ARL)",819014
"263","AT4G24240","WRKY7","WRKY DNA-binding protein 7(WRKY7)",828525
"264","AT1G69760","AT1G69760","suppressor SRP40-like protein(AT1G69760)",843312
"265","AT5G11960","AT5G11960","magnesium transporter, putative (DUF803)(AT5G11960)",831069
"266","AT5G21020","AT5G21020","transmembrane protein(AT5G21020)",832226
"267","AT2G18160","ATBZIP2","basic leucine-zipper 2(bZIP2)",816329
"268","AT5G65430","GRF8","general regulatory factor 8(GRF8)",836668
"269","AT4G03020","AT4G03020","transducin family protein / WD-40 repeat family protein(AT4G03020)",828111
"270","AT5G49720","KOR","glycosyl hydrolase 9A1(GH9A1)",835035
"271","AT3G07460","AT3G07460","transmembrane protein, putative (Protein of unknown function, DUF538)(AT3G07460)",819934
"272","AT5G57710","AT5G57710","Double Clp-N motif-containing P-loop nucleoside triphosphate hydrolases superfamily protein(AT5G57710)",835878
"273","AT3G11700","FLA18","FASCICLIN-like arabinogalactan protein 18 precursor(FLA18)",820342
"274","AT4G18710","ASK7","Protein kinase superfamily protein(BIN2)",827605
"275","AT4G14030","SBP1","selenium-binding protein 1(SBP1)",827039
"276","AT2G29450","GSTU5","glutathione S-transferase tau 5(GSTU5)",817494
"277","AT3G07470","AT3G07470","transmembrane protein, putative (Protein of unknown function, DUF538)(AT3G07470)",819935
"278","AT1G78080","RAP2-4","related to AP2 4(RAP2.4)",844143
"279","AT2G36410","AT2G36410","transcriptional activator (DUF662)(AT2G36410)",818215
"280","AT5G42940","AT5G42940","RING/U-box superfamily protein(AT5G42940)",834306
"281","AT3G24460","AT3G24460","Serinc-domain containing serine and sphingolipid biosynthesis protein(AT3G24460)",822036
"282","AT4G20870","FAH2","fatty acid hydroxylase 2(FAH2)",827835
"283","AT3G17609","HYH","HY5-homolog(HYH)",821027
"284","AT1G15400","AT1G15400","hypothetical protein(AT1G15400)",838110
"285","AT3G16570","RALF23","rapid alkalinization factor 23(RALF23)",820907
"286","AT5G63760","ARI15","RING/U-box superfamily protein(ARI15)",836496
"287","AT2G01260","AT2G01260","hypothetical protein (DUF789)(AT2G01260)",814653
"288","AT4G25570","CYB561A","Cytochrome b561/ferric reductase transmembrane protein family(ACYB-2)",828662
"289","AT1G49032","AT1G49032","hypothetical protein(AT1G49032)",6240812
"290","AT3G06070","AT3G06070","hypothetical protein(AT3G06070)",819780
"291","AT4G12690","AT4G12690","DUF868 family protein (DUF868)(AT4G12690)",826881
"292","AT5G20350","PAT24","Ankyrin repeat family protein with DHHC zinc finger domain-containing protein(TIP1)",832157
"293","AT3G42658","SADHU3-2","hypothetical protein(SADHU3-2)",5008056
"294","AT5G58650","PSY1","plant peptide containing sulfated tyrosine 1(PSY1)",835979
"295","AT4G25780","AT4G25780","CAP (Cysteine-rich secretory proteins, Antigen 5, and Pathogenesis-related 1 protein) superfamily protein(AT4G25780)",828683
"296","AT5G02480","AT5G02480","HSP20-like chaperones superfamily protein(AT5G02480)",831883
"297","AT3G54830","AT3G54830","Transmembrane amino acid transporter family protein(AT3G54830)",824648
"298","AT2G45960","PIP1-2","plasma membrane intrinsic protein 1B(PIP1B)",819204
"299","AT3G53420","PIP2-1","plasma membrane intrinsic protein 2A(PIP2A)",824510
"300","AT3G57740","AT3G57740","Protein kinase superfamily protein(AT3G57740)",824943
"301","AT2G33360","AT2G33360","cadherin EGF LAG seven-pass G-type receptor, putative (DUF3527)(AT2G33360)",817899
"302","AT2G39360","AT2G39360","Protein kinase superfamily protein(AT2G39360)",818521
"303","AT1G68530","CUT1","3-ketoacyl-CoA synthase 6(KCS6)",843182
"304","AT2G32530","CSLB3","cellulose synthase-like B3(CSLB03)",817814
"305","AT3G02468","CPuORF9",NA,NA
"306","AT3G27020","YSL6","YELLOW STRIPE like 6(YSL6)",822319
"307","AT5G13370","AT5G13370","Auxin-responsive GH3 family protein(AT5G13370)",831178
"308","AT1G58235","AT1G58235","hypothetical protein(AT1G58235)",842192
"309","AT5G64090","AT5G64090","hyccin(AT5G64090)",836530
"310","AT3G21690","AT3G21690","MATE efflux family protein(AT3G21690)",821723
"311","AT4G39270","AT4G39270","Leucine-rich repeat protein kinase family protein(AT4G39270)",830083
"312","AT2G18350","ZHD6","homeobox protein 24(HB24)",816350
"313","AT5G03040","iqd2","IQ-domain 2(iqd2)",831696
"314","AT5G55630","TPK1","Outward rectifying potassium channel protein(KCO1)",835657
"315","AT1G20180","AT1G20180","transmembrane protein (DUF677)(AT1G20180)",838607
"316","AT4G08555","AT4G08555","hypothetical protein(AT4G08555)",826416
"317","AT3G46080","ZAT8","C2H2-type zinc finger family protein(AT3G46080)",823751
"318","AT1G56060","AT1G56060","cysteine-rich/transmembrane domain protein B(AT1G56060)",842057
"319","AT5G10695","AT5G10695","methionyl-tRNA synthetase(AT5G10695)",830934
"320","AT3G55910","AT3G55910","ADP-ribosylation factor GTPase-activating protein(AT3G55910)",824757
"321","AT3G14710","AT3G14710","RNI-like superfamily protein(AT3G14710)",820699
"322","AT3G17000","UBC32","ubiquitin-conjugating enzyme 32(UBC32)",820956
"323","AT1G52890","NAC019","NAC domain containing protein 19(NAC019)",841722
"324","AT2G43510","ATTI1","trypsin inhibitor protein 1(TI1)",818952
"325","AT5G54940","AT5G54940","Translation initiation factor SUI1 family protein(AT5G54940)",835585
"326","AT5G20710","BGAL7","beta-galactosidase 7(BGAL7)",832194
"327","AT5G40690","AT5G40690","histone-lysine N-methyltransferase trithorax-like protein(AT5G40690)",834069
"328","AT1G72900","AT1G72900","Toll-Interleukin-Resistance (TIR) domain-containing protein(AT1G72900)",843621
"329","AT1G28190","AT1G28190","hypothetical protein(AT1G28190)",839713
"330","AT2G23810","TET8","tetraspanin8(TET8)",816913
"331","AT5G04340","ZAT6","6(ZAT6)",830313
"332","AT2G44383","AT2G44383","miscRNA(AT2G44383)",7922394
